strategy,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,family,variant_id,params,calmar,trading_costs_total,funding_costs_total,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_cash,pct_cash_sessions,delta_cagr_pp,delta_sharpe,delta_max_dd_pp,beats_guarded_all_three
SMA30 1x/cash,0.1703317963148585,0.13147862384206369,2.9681749500565986,-0.2061103884271952,5690.075785027976,625,43.85125752198735,longer_sma,sma30_simple,"{""sma_window"": 30}",0.8264105347364631,,,,,,,,,,,43.85125752198735,-1.537175140695779,-0.20766122162326717,1.0135395025741345,False
Guarded entry-HWM chandelier k=2.0,0.18707809559091837,0.1387853249714232,2.9671206866301927,-0.22811623437785253,8204.468487824515,641,29.08501774417528,chandelier_entry,entry_chand_k2.0,"{""atr_k"": 2.0}",0.820099876280798,,,,,,,,,,,29.085017744175282,0.13745478691020718,-0.20871548504967308,-1.1870450924915983,False
Guarded ATR trail k=2.5 (entry>SMA20),0.18803090628947872,0.13879238300574248,2.937886857678298,-0.21641326575991118,8375.787659446489,629,30.257676284523992,atr_trail,atr_k2.5,"{""atr_k"": 2.5}",0.8688511105325685,,,,,,,,,,,30.257676284523992,0.23273585676624187,-0.23794931400156782,-0.016748230697463673,False
Guarded sell buffer X=-0.010,0.19114279431368186,0.1388498677525796,2.880321414958028,-0.2020644359424547,8959.601613211747,601,30.242246566887825,sell_buffer,buf_m1p0%,"{""sell_buffer_x"": -0.01}",0.9459497086766758,,,,,,,,,,,30.242246566887825,0.5439246591865565,-0.2955147567218379,1.4181347510481834,False
Guarded entry-HWM chandelier k=2.5,0.18795180258818367,0.13962372270709217,2.8644748299183935,-0.21652251437810485,8361.434619594842,609,28.869001697268942,chandelier_entry,entry_chand_k2.5,"{""atr_k"": 2.5}",0.8680473858712482,,,,,,,,,,,28.86900169726894,0.22482548663673718,-0.31136134176147223,-0.02767309251683059,False
Guarded ATR trail k=3.0 (entry>SMA20),0.18182206905478449,0.1405425206978319,2.7936202672555575,-0.21096630110200387,7318.301928466632,605,29.31646350871779,atr_trail,atr_k3.0,"{""atr_k"": 3.0}",0.8618536140844223,,,,,,,,,,,29.316463508717792,-0.38814786670318124,-0.3822159044243083,0.5279482350932674,False
Guarded SMA30 base,0.1610000314072697,0.1385407076445118,2.7886720267945613,-0.24143654564012393,4629.822880627804,633,33.451627835210616,longer_sma,sma30_guarded,"{""sma_window"": 30}",0.6668420101041794,,,,,,,,,,,33.451627835210616,-2.470351631454659,-0.3871641448853045,-2.5190762187187383,False
Guarded chandelier roll20 k=3.0,0.18358480251161424,0.14165312150232418,2.7736311520847963,-0.219228887921456,7604.713938391459,600,27.66548372164789,chandelier_hwm,roll_chand_k3.0,"{""atr_k"": 3.0}",0.8374115485062712,,,,,,,,,,,27.665483721647895,-0.21187452102020554,-0.4022050195950695,-0.29831044685194597,False
Guarded sell buffer X=-0.011,0.1867197531039555,0.13989795762623572,2.7673926788206358,-0.20718402548797285,8140.912785003336,579,29.686776731985802,sell_buffer,buf_m1p1%,"{""sell_buffer_x"": -0.011}",0.9012265915008717,,,,,,,,,,,29.686776731985805,0.10162053821392014,-0.40844349285923,0.9061757964963696,False
Guarded entry-HWM chandelier k=3.0,0.1836983942144621,0.14157059437528083,2.7027395357075665,-0.2421780949806742,7623.53539526433,575,27.86607005091807,chandelier_entry,entry_chand_k3.0,"{""atr_k"": 3.0}",0.758526051784829,,,,,,,,,,,27.86607005091807,-0.2005153507354196,-0.47309663597229923,-2.5932311527737646,False
