Date,Close
2022-06-06,999.7490234375
2022-06-07,1025.4720458984375
2022-06-08,1003.1749877929688
2022-06-09,791.75
2022-06-10,791.75
2022-06-13,791.75
2022-06-14,591.75
2022-06-15,616.125
2022-06-16,557.0
2022-06-17,571.25
2022-06-20,582.875
2022-06-21,620.875
2022-06-22,624.375
2022-06-23,632.25
2022-06-24,678.125
2022-06-27,697.125
2022-06-28,659.0
2022-06-29,629.0
2022-06-30,611.75
2022-07-01,603.375
2022-07-04,611.75
2022-07-05,610.0
2022-07-06,659.875
2022-07-07,696.375
2022-07-08,722.875
2022-07-11,684.25
2022-07-12,679.0
2022-07-13,649.25
2022-07-14,639.25
2022-07-15,689.875
2022-07-18,709.625
2022-07-19,711.5
2022-07-20,766.25
2022-07-21,776.125
2022-07-22,768.375
2022-07-25,743.0
2022-07-26,704.875
2022-07-27,744.0
2022-07-28,787.75
2022-07-29,811.25
2022-08-01,855.625
2022-08-02,838.375
2022-08-03,886.875
2022-08-04,893.25
2022-08-05,873.125
2022-08-08,907.0
2022-08-09,860.25
2022-08-10,908.375
2022-08-11,921.375
2022-08-12,942.0
2022-08-15,966.625
2022-08-16,975.0
2022-08-17,943.75
2022-08-18,967.625
2022-08-19,919.5
2022-08-22,859.5
2022-08-23,843.375
2022-08-24,861.375
2022-08-25,873.375
2022-08-26,830.5
2022-08-30,743.625
2022-08-31,742.75
2022-09-01,695.75
2022-09-02,763.375
2022-09-05,715.625
2022-09-06,703.875
2022-09-07,716.0
2022-09-08,755.0
2022-09-09,787.0
2022-09-12,808.75
2022-09-13,718.0
2022-09-14,699.0
2022-09-15,678.625
2022-09-16,644.625
2022-09-20,669.5
2022-09-21,671.875
2022-09-22,608.25
2022-09-23,598.0
2022-09-26,603.75
2022-09-27,609.5
2022-09-28,614.5
2022-09-29,566.375
2022-09-30,576.75
2022-10-03,551.75
2022-10-04,607.375
2022-10-05,581.625
2022-10-06,620.875
2022-10-07,555.375
2022-10-10,523.25
2022-10-11,511.25
2022-10-12,507.75
2022-10-13,502.17498779296875
2022-10-14,505.875
2022-10-17,523.5
2022-10-18,522.375
2022-10-19,537.5
2022-10-20,547.375
2022-10-21,531.75
2022-10-24,561.375
2022-10-25,597.125
2022-10-26,591.25
2022-10-27,540.25
2022-10-28,558.125
2022-10-31,563.875
2022-11-01,546.0
2022-11-02,526.125
2022-11-03,482.5
2022-11-04,472.29998779296875
2022-11-07,486.79998779296875
2022-11-08,515.125
2022-11-09,494.29998779296875
2022-11-10,543.625
2022-11-11,563.625
2022-11-14,581.0
2022-11-15,605.0
2022-11-16,572.625
2022-11-17,560.75
2022-11-18,562.375
2022-11-21,554.5
2022-11-22,556.5
2022-11-23,578.5
2022-11-24,583.625
2022-11-25,567.125
2022-11-28,557.625
2022-11-29,529.0
2022-11-30,538.75
2022-12-01,589.25
2022-12-02,575.75
2022-12-05,572.125
2022-12-06,533.875
2022-12-07,513.25
2022-12-08,532.75
2022-12-09,537.0
2022-12-12,524.5
2022-12-13,572.125
2022-12-14,565.0
2022-12-15,498.79998779296875
2022-12-16,478.8999938964844
2022-12-19,464.8999938964844
2022-12-20,452.0
2022-12-21,482.6499938964844
2022-12-22,442.3500061035156
2022-12-23,443.0
2022-12-28,421.1499938964844
2022-12-29,442.8999938964844
2022-12-30,433.29998779296875
2023-01-03,430.8500061035156
2023-01-04,438.3500061035156
2023-01-05,426.3999938964844
2023-01-06,437.3500061035156
2023-01-09,477.20001220703125
2023-01-10,457.70001220703125
2023-01-11,479.75
2023-01-12,488.6499938964844
2023-01-13,492.20001220703125
2023-01-16,505.0
2023-01-17,500.75
2023-01-18,495.70001220703125
2023-01-19,466.54998779296875
2023-01-20,491.6000061035156
2023-01-23,537.25
2023-01-24,542.875
2023-01-25,513.0750122070312
2023-01-26,544.0
2023-01-27,571.25
