date,sleeve_value,cash_bucket,total_equity,leverage_state
1996-05-28,100.0,0.0,100.0,0.0
1996-05-29,100.01197619097574,0.007980135253502404,100.01995632622925,0.0
1996-05-30,100.02397858644248,0.015977730900805037,100.03995631734328,0.0
1996-05-31,100.03598178556346,0.023978522093631834,100.0599603076571,0.0
1996-06-03,100.0480810423727,0.032046049013542424,100.08012709138625,0.0
1996-06-04,100.06018112511747,0.040116814558808084,100.10029793967628,0.0
1996-06-05,100.07228202093313,0.048190832406928105,100.12047285334006,0.0
1996-06-06,100.08435991116451,0.05625220061707076,100.14061211178158,0.0
1996-06-07,100.09655771048996,0.06439636156416426,100.16095407205412,0.0
1996-06-10,100.10880399566926,0.0725756456548724,100.18137964132414,0.0
1996-06-11,100.12102729560281,0.08074233474973103,100.20176963035254,0.0
1996-06-12,100.13322759460611,0.08889641919816102,100.22212401380428,0.0
1996-06-13,100.14535723458822,0.0970060102047324,100.24236324479295,0.0
1996-06-14,100.15744002272592,0.10508699879322128,100.26252702151915,0.0
1996-06-17,100.16947595245325,0.11313934429410788,100.28261529674737,0.0
1996-06-18,100.18156034163971,0.12122682853791256,100.30278717017762,0.0
1996-06-19,100.19369321239985,0.12934947817832632,100.32304269057818,0.0
1996-06-20,100.2058984086739,0.13752330002803906,100.34342170870194,0.0
1996-06-21,100.21810443841474,0.145700428086632,100.36380486650137,0.0
1996-06-24,100.23031129190407,0.15388087290853888,100.38419216481262,0.0
1996-06-25,100.24244744980845,0.16201667464210026,100.40446412445056,0.0
1996-06-26,100.25460825289078,0.17017175907334917,100.42478001196413,0.0
1996-06-27,100.2666506610003,0.17825013468055392,100.44490079568085,0.0
1996-06-28,100.27864616451032,0.18629974405878882,100.4649459085691,0.0
1996-07-01,100.29073784097794,0.19441661686692333,100.48515445784486,0.0
1996-07-02,100.30309266288924,0.20271294577293048,100.50580560866217,0.0
1996-07-03,100.31528141597519,0.2109004618917267,100.52618187786692,0.0
1996-07-05,100.3275663702928,0.21915544109903703,100.54672181139183,0.0
1996-07-08,100.33987602140598,0.2274298108467737,100.56730583225276,0.0
1996-07-09,100.35225807420308,0.23575569276824065,100.58801376697132,0.0
1996-07-10,100.36454555728649,0.24402077697493235,100.60856633426143,0.0
1996-07-11,100.37673842872104,0.2522250081657996,100.62896343688683,0.0
1996-07-12,100.3890036826562,0.26048076346154264,100.64948444611774,0.0
1996-07-15,100.40129363532071,0.2687559380276066,100.67004957334832,0.0
1996-07-16,100.41348897248307,0.27697016843259137,100.69045914091566,0.0
1996-07-17,100.42570897811648,0.2852038156890001,100.71091279380548,0.0
1996-07-18,100.43790594278867,0.29342470307570456,100.73133064586438,0.0
1996-07-19,100.45017532275229,0.3016972078282305,100.75187253058051,0.0
1996-07-22,100.4624694086144,0.3099891695620185,100.77245857817641,0.0
1996-07-23,100.47478819750147,0.3183006145822257,100.7930888120837,0.0
1996-07-24,100.4871078226277,0.3266154468060458,100.81372326943375,0.0
1996-07-25,100.49940440755456,0.3349175470821558,100.83432195463672,0.0
1996-07-26,100.51170181875081,0.34322302989753795,100.85492484864835,0.0
1996-07-29,100.52414332037075,0.35162871447776023,100.87577203484851,0.0
1996-07-30,100.53653793277383,0.3600055534474895,100.89654348622132,0.0
1996-07-31,100.54890949996722,0.36836968347872895,100.91727918344596,0.0
1996-08-01,100.56109084863101,0.3766079855883525,100.93769883421936,0.0
1996-08-02,100.57317745099999,0.38478497932883554,100.95796243032883,0.0
1996-08-05,100.58521707048985,0.39293291466430147,100.97814998515415,0.0
1996-08-06,100.59730524975343,0.401116452210617,100.99842170196405,0.0
1996-08-07,100.6093464587148,0.40927088831079783,101.0186173470256,0.0
1996-08-08,100.62131678588796,0.41738000938081227,101.03869679526876,0.0
1996-08-09,100.6332878867856,0.4254923479090308,101.05878023469462,0.0
1996-08-12,100.64525977086174,0.43360789523955057,101.07886766610129,0.0
1996-08-13,100.65728022656809,0.4417590689169671,101.09903929548506,0.0
1996-08-14,100.66927758135866,0.4498972574689758,101.11917483882763,0.0
1996-08-15,100.68134741164987,0.45808733758050285,101.13943474923038,0.0
1996-08-16,100.69339414705591,0.46626444420424296,101.15965859126015,0.0
1996-08-19,100.70544167101363,0.4744448062342797,101.1798864772479,0.0
1996-08-20,100.71746608498468,0.48261218129612127,101.2000782662808,0.0
1996-08-21,100.72941957230708,0.4907340595136598,101.22015363182074,0.0
1996-08-22,100.74134992290702,0.4988428972463619,101.24019282015338,0.0
1996-08-23,100.75332886058482,0.5069874503115328,101.26031631089634,0.0
1996-08-26,100.76542812762312,0.5152165459551598,101.28064467357828,0.0
1996-08-27,100.77752820778664,0.5234489094715231,101.30097711725817,0.0
1996-08-28,100.78962908484245,0.5316845579047872,101.32131364274723,0.0
1996-08-29,100.80182641108021,0.5399886349478338,101.34181504602805,0.0
1996-08-30,100.81412021817813,0.5483612070994571,101.3624814252776,0.0
1996-09-03,100.82651052509712,0.5568023543744254,101.38331287947155,0.0
1996-09-04,100.83890167931003,0.5652469355266626,101.40414861483669,0.0
1996-09-05,100.8513654268965,0.5737439012747078,101.42510932817122,0.0
1996-09-06,100.86378218562263,0.582211708623217,101.44599389424585,0.0
1996-09-09,100.87605623853115,0.590585032609397,101.46664127114055,0.0
1996-09-10,100.88837893850638,0.5989944247926267,101.487373363299,0.0
1996-09-11,100.90072639419816,0.6074235610453225,101.50814995524348,0.0
1996-09-12,100.91302682494954,0.6158234298091915,101.52885025475874,0.0
1996-09-13,100.92513663650277,0.6240958900873249,101.54923252659009,0.0
1996-09-16,100.93719935571332,0.6323389560744026,101.56953831178772,0.0
1996-09-17,100.94957397700195,0.6407980458327949,101.59037202283474,0.0
1996-09-18,100.96190160185675,0.6492277943320258,101.61112939618877,0.0
1996-09-19,100.97413430120544,0.6575954544725372,101.63172975567798,0.0
1996-09-20,100.98643960819506,0.666015648305332,101.65245525650039,0.0
1996-09-23,100.99876968337628,0.6744556315814791,101.67322531495776,0.0
1996-09-24,101.01078936030815,0.6826858566400847,101.69347521694824,0.0
1996-09-25,101.0226182420326,0.6907881384333955,101.713406380466,0.0
1996-09-26,101.03428025034219,0.6987787185630083,101.7330589689052,0.0
1996-09-27,101.04601480601316,0.7068216359102888,101.75283644192345,0.0
1996-09-30,101.05777406093989,0.7148840678905861,101.77265812883047,0.0
1996-10-01,101.06967775302718,0.7230481911806669,101.79272594420785,0.0
1996-10-02,101.08141458400773,0.7311004328266798,101.81251501683441,0.0
1996-10-03,101.09315213569197,0.7391558008635887,101.83230793655555,0.0
1996-10-04,101.10481857262293,0.747164925967647,101.85198349859058,0.0
1996-10-07,101.11660550414449,0.7552594057184537,101.87186490986294,0.0
1996-10-08,101.12853693361551,0.7634557716782528,101.89199270529376,0.0
1996-10-09,101.14046914962134,0.7716553279533537,101.9121244775747,0.0
1996-10-10,101.15247400884593,0.7799075191770911,101.93238152802301,0.0
1996-10-11,101.16445569318134,0.7881464695907892,101.95260216277212,0.0
1996-10-14,101.17643814710695,0.7963886616411328,101.97282680874808,0.0
1996-10-15,101.188517226472,0.8047000693794167,101.99321729585142,0.0
1996-10-16,101.20050124467953,0.8129487541010869,102.01344999878062,0.0
1996-10-17,101.21241412281375,0.821151171368455,102.03356529418221,0.0
1996-10-18,101.22432775416698,0.8293568018017675,102.05368455596874,0.0
1996-10-21,101.23629008701333,0.83759867662541,102.07388876363873,0.0
1996-10-22,101.24825319508685,0.8458437761787624,102.09409697126561,0.0
1996-10-23,101.26019309987436,0.8540755753401846,102.11426867521455,0.0
1996-10-24,101.27215774017616,0.8623271369278609,102.13448487710401,0.0
1996-10-25,101.28412315197619,0.8705819293471284,102.15470508132331,0.0
1996-10-28,101.29616126361113,0.8788896143240233,102.17505087793515,0.0
1996-10-29,101.30817618412614,0.8871840060862901,102.19536019021243,0.0
1996-10-30,101.3201918753266,0.8954816640390034,102.2156735393656,0.0
1996-10-31,101.33220834028963,0.9037825859090688,102.2359909261987,0.0
1996-11-01,101.34424956151142,0.9121033507208017,102.25635291223222,0.0
1996-11-04,101.35626757828454,0.920410806612337,102.27667838489688,0.0
1996-11-05,101.36831035082548,0.9287381236842941,102.29704847450978,0.0
1996-11-06,101.38035390279333,0.9370687183707135,102.31742262116404,0.0
1996-11-07,101.39237424192977,0.9453859907114853,102.33776023264126,0.0
1996-11-08,101.40444333249101,0.9537397582514641,102.35818309074247,0.0
1996-11-11,101.41651320831583,0.9620968161834648,102.3786100244993,0.0
1996-11-12,101.42858386273865,0.9704571719831792,102.39904103472183,0.0
1996-11-13,101.44063129941952,0.9788041954609843,102.4194354948805,0.0
1996-11-14,101.45267950801924,0.987154508911886,102.43983401693113,0.0
1996-11-15,101.46468049424655,0.9954748223199814,102.46015531656653,0.0
1996-11-18,101.47673024308627,1.0038317055526174,102.48056194863888,0.0
1996-11-19,101.48878077308939,1.0121918719428995,102.50097264503229,0.0
1996-11-20,101.5008320775823,1.0205553289706588,102.52138740655296,0.0
1996-11-21,101.51288415639677,1.0289220776137848,102.54180623401055,0.0
1996-11-22,101.52493700936307,1.03729211885176,102.56222912821484,0.0
1996-11-25,101.53699063631149,1.0456654536643017,102.58265608997579,0.0
1996-11-26,101.54904503707213,1.0540420830314072,102.60308712010354,0.0
1996-11-27,101.56107620103462,1.0624053120154457,102.62348151305007,0.0
1996-11-29,101.57306010589076,1.070738421111262,102.64379852700202,0.0
1996-12-02,101.58492469849256,1.0789912483111292,102.66391594680368,0.0
1996-12-03,101.59671797614149,1.0871971379617706,102.68391511410326,0.0
1996-12-04,101.60846394928168,1.0953727492061414,102.70383669848782,0.0
1996-12-05,101.62023466837208,1.1035682277322731,102.72380289610435,0.0
1996-12-06,101.63198210618374,1.1117501128847391,102.74373221906848,0.0
1996-12-09,101.6436341873122,1.119868168666377,102.76350235597857,0.0
1996-12-10,101.65519088393823,1.1279223292582987,102.78311321319653,0.0
1996-12-11,101.66674827641003,1.135979536432855,102.80272781284289,0.0
1996-12-12,101.67835442968209,1.1440732990271085,102.8224277287092,0.0
1996-12-13,101.68986519392594,1.1521030483098746,102.84196824223581,0.0
1996-12-16,101.70152082153056,1.1602364603543127,102.86175728188488,0.0
1996-12-17,101.71324928078172,1.168423279443517,102.88167256022524,0.0
1996-12-18,101.72495444618535,1.1765964293939428,102.90155087557929,0.0
1996-12-19,101.73661226718767,1.1847391130530536,102.92135138024072,0.0
1996-12-20,101.74834290665937,1.1929352900587857,102.94127819671816,0.0
1996-12-23,101.76026657569501,1.2012690276152032,102.96153560331021,0.0
1996-12-24,101.77216698468575,1.209589161088818,102.98175614577457,0.0
1996-12-26,101.78409217956514,1.2179293383082797,103.00202151787342,0.0
1996-12-27,101.79601812971745,1.2262727481987805,103.02229087791623,0.0
1996-12-30,101.80811312962575,1.2347372135576842,103.04285034318343,0.0
1996-12-31,101.8202570134816,1.2432386615005744,103.06349567498216,0.0
1997-01-02,107.8336040638935,5.250544646858485,113.08414871075199,0.0
1997-01-03,107.84690102435775,5.259815528930645,113.1067165532884,0.0
1997-01-06,107.85939867021139,5.269889829242251,113.12928849945364,0.0
1997-01-07,107.87184748026561,5.279927702857717,113.15177518312333,0.0
1997-01-08,107.88429697018067,5.289969366281883,113.17426633646255,0.0
1997-01-09,107.89669745169294,5.299974703732858,113.1966721554258,0.0
1997-01-10,107.90917315297952,5.310043989160089,113.21921714213961,0.0
1997-01-13,107.92167440456514,5.320137134803353,113.24181153936848,0.0
1997-01-14,107.93417635142632,5.330234094184642,113.26441044561096,0.0
1997-01-15,107.94660443159547,5.340274617610613,113.28687904920609,0.0
1997-01-16,107.95910774625567,5.350379203007143,113.3094869492628,0.0
1997-01-17,107.97158690686996,5.36046749804319,113.33205440491315,0.0
1997-01-20,107.98406675194167,5.370559603301515,113.35462635524318,0.0
1997-01-21,107.99654728484772,5.380655516302195,113.37720280114992,0.0
1997-01-22,108.00902850536626,5.390755238162441,113.3997837435287,0.0
1997-01-23,108.02151041327605,5.400858769999033,113.42236918327508,0.0
1997-01-24,108.03399300835572,5.410966112929059,113.44495912128478,0.0
1997-01-27,108.04655088139282,5.421137704517279,113.4676885859101,0.0
1997-01-28,108.05908459474678,5.431292990910419,113.4903775856572,0.0
1997-01-29,108.07161899648335,5.441452125811676,113.51307112229503,0.0
1997-01-30,108.08412922298233,5.451594939006435,113.53572416198877,0.0
1997-01-31,108.09659039675384,5.461701236031408,113.55829163278524,0.0
1997-02-03,108.10895276394999,5.471730608176526,113.58068337212651,0.0
1997-02-04,108.12139040437661,5.481824311351008,113.60321471572762,0.0
1997-02-05,108.13380386193391,5.491901594354743,113.62570545628866,0.0
1997-02-06,108.14624286787493,5.502002863185419,113.64824573106036,0.0
1997-02-07,108.15865768058515,5.512087706108627,113.67074538669378,0.0
1997-02-10,108.17107316625875,5.522176330464517,113.69324949672327,0.0
1997-02-11,108.18353908638608,5.532309192402426,113.7158482787885,0.0
1997-02-12,108.19600569529105,5.542445857521215,113.73845155281226,0.0
1997-02-13,108.20842322199626,5.552545845063244,113.7609690670595,0.0
1997-02-14,108.22076677017951,5.562588867623142,113.78335563780266,0.0
1997-02-18,108.23311097491207,5.5726356389929546,113.80574661390501,0.0
1997-02-19,108.24548073143306,5.58270641566466,113.82818714709772,0.0
1997-02-20,108.25780138806968,5.592740395432279,113.85054178350195,0.0
1997-02-21,108.27012270152562,5.602778108588036,113.87290081011366,0.0
1997-02-24,108.28249445730562,5.612860127649861,113.89535458495548,0.0
1997-02-25,108.2949415616693,5.62300678916727,113.91794835083658,0.0
1997-02-26,108.30753870541294,5.633279072008933,113.94081777742187,0.0
1997-02-27,108.32016145773149,5.6435755440058575,113.96373700173734,0.0
1997-02-28,108.33278490915595,5.653875927106441,113.98666083626239,0.0
1997-03-03,108.34545884795556,5.664220881391451,114.009679729347,0.0
1997-03-04,108.35810859649038,5.6745494405430135,114.0326580370334,0.0
1997-03-05,108.37070924134328,5.6848412506605985,114.05555049200387,0.0
1997-03-06,108.38333547155685,5.695157323277061,114.0784927948339,0.0
1997-03-07,108.39598730067397,5.705497670908873,114.10148497158283,0.0
1997-03-10,108.40856512212014,5.7157808534921095,114.12434597561224,0.0
1997-03-11,104.20465631361976,5.716921741543391,109.92157805516315,3.0
1997-03-12,101.39955112929086,5.718069663118197,107.11762079240906,3.0
1997-03-13,95.68562015514834,5.719226891480759,101.4048470466291,3.0
1997-03-14,96.94284347926273,5.720382084566089,102.66322556382882,3.0
1997-03-17,97.82082376950842,5.72154432090015,103.54236809040857,3.0
1997-03-18,95.52157591122288,5.722709063877174,101.24428497510006,3.0
1997-03-19,94.05292017854991,5.723878585790854,99.77679876434077,3.0
1997-03-20,92.87866177562432,5.725057432226877,98.6037192078512,3.0
1997-03-21,93.34488690491982,5.726252424425444,99.07113932934526,3.0
1997-03-24,95.69961339836172,5.727445393680533,101.42705879204226,3.0
1997-03-25,94.98707760089756,5.728638611470883,100.71571621236845,3.0
1997-03-26,95.45311233644038,5.7298229847797835,101.18293532122017,3.0
1997-03-27,89.25565848923674,5.731009876636068,94.9866683658728,3.0
1997-03-31,83.28401162254382,5.732185643362236,89.01619726590604,3.0
1997-04-01,84.06933107635152,5.733359376578311,89.80269045292982,3.0
1997-04-02,80.8216763340344,5.734528799849348,86.55620513388374,3.0
1997-04-03,80.84749367806334,5.735693910436608,86.58318758849995,3.0
1997-04-04,83.23118085333336,5.736863809878428,88.96804466321178,3.0
1997-04-07,84.57401718829537,5.738036224527952,90.31205341282332,3.0
1997-04-08,85.85206244747604,5.739197493742153,91.5912599412182,3.0
1997-04-09,83.93896282582261,5.740358997975119,89.67932182379774,3.0
1997-04-10,83.14515296601925,5.741529848946674,88.88668281496592,3.0
1997-04-11,76.11088691127327,5.74270321717166,81.85359012844494,3.0
1997-04-14,77.93796771222073,5.743876825192141,83.68184453741287,3.0
1997-04-15,81.30181859001178,5.7450483936887515,87.04686698370053,3.0
1997-04-16,84.07395250855623,5.746222480981426,89.82017498953766,3.0
1997-04-17,83.44783666756761,5.74739452791734,89.19523119548495,3.0
1997-04-18,84.89762134969132,5.748566813913615,90.64618816360493,3.0
1997-04-21,82.85387263447402,5.749741620248531,88.60361425472254,3.0
1997-04-22,87.3783807381048,5.750928074825063,93.12930881292986,3.0
1997-04-23,87.0038532122712,5.752114774225546,92.75596798649674,3.0
1997-04-24,86.12571080835417,5.753294870805767,91.87900567915995,3.0
1997-04-25,84.11938049467155,5.754472926387334,89.87385342105888,3.0
1997-04-28,86.55295252369423,5.755655790227448,92.30860831392168,3.0
1997-04-29,93.3996084579012,5.7568251932824985,99.15643365118369,3.0
1997-04-30,95.90025364816718,5.757990265026019,101.6582439131932,3.0
1997-05-01,94.8384912294351,5.759153287697749,100.59764451713285,3.0
1997-05-02,99.8421045409456,5.760316545281604,105.6024210862272,3.0
1997-05-05,106.03662102276607,5.761461751123283,111.79808277388935,3.0
1997-05-06,105.0099469848671,5.762614043464787,110.77256102833189,3.0
1997-05-07,100.26750176363174,5.763778000066395,106.03127976369814,3.0
1997-05-08,101.91730671580022,5.764935330080306,107.68224204588053,3.0
1997-05-09,103.54074199591761,5.766088317137595,109.30683031305522,3.0
1997-05-12,108.26291768068111,5.767236958536089,114.0301546392172,3.0
1997-05-13,106.4412841306376,5.768394983086891,112.20967911372449,3.0
1997-05-14,107.49813409656878,5.769546373085906,113.26768046965468,3.0
1997-05-15,109.14995196051042,6.301275939570221,115.45122790008064,3.0
1997-05-16,104.30771743439232,6.302538695312153,110.61025612970447,3.0
1997-05-19,105.57491500766734,6.303829215102079,111.87874422276943,3.0
1997-05-20,108.67745416409342,6.305107491615207,114.98256165570862,3.0
1997-05-21,107.7252498334212,6.30635600292235,114.03160583634356,3.0
1997-05-22,106.24366539651298,6.307612269073715,112.5512776655867,3.0
1997-05-23,109.93761313510339,6.838600354878214,116.7762134899816,3.0
1997-05-27,110.52801224055914,7.234078328136146,117.76209056869529,3.0
1997-05-28,109.4936101857409,7.235513661137761,116.72912384687866,3.0
1997-05-29,108.22106779221663,7.236920566599253,115.45798835881588,3.0
1997-05-30,109.7752888497237,7.238304771296606,117.0135936210203,3.0
1997-06-02,108.97412292116992,7.239677751388887,116.2138006725588,3.0
1997-06-03,108.57892905928222,7.2410998308923995,115.82002889017461,3.0
1997-06-04,106.44206646155146,7.242525063251028,113.68459152480249,3.0
1997-06-05,107.64502769890365,7.243956324161866,114.88898402306552,3.0
1997-06-06,112.05311486514002,8.268990391176537,120.32210525631655,3.0
1997-06-09,113.1644216310587,9.01182915578038,122.17625078683908,3.0
1997-06-10,113.68560143159009,9.361787427576855,123.04738885916694,3.0
1997-06-11,114.66318426846169,10.016069744064385,124.67925401252607,3.0
1997-06-12,117.87292839603225,12.157810692089726,130.03073908812198,3.0
1997-06-13,120.16732319512039,13.689820160542759,133.85714335566314,3.0
1997-06-16,120.28341473558072,13.771038194503163,134.05445293008387,3.0
1997-06-17,120.37205077310864,13.834544192545614,134.20659496565426,3.0
1997-06-18,118.13442200333624,13.837250712406505,131.97167271574276,3.0
1997-06-19,121.10602417814533,14.332624824654012,135.43864900279934,3.0
1997-06-20,121.24062634766926,14.426832329043267,135.66745867671253,3.0
1997-06-23,112.8700468480515,14.429711970695726,127.29975881874722,3.0
1997-06-24,119.50388616228972,14.43257500878515,133.93646117107488,3.0
1997-06-25,116.47912191109157,14.43542143318061,130.91454334427218,3.0
1997-06-26,114.31986544394732,14.438279875626941,128.75814531957425,3.0
1997-06-27,115.66064482366751,14.441144613697503,130.10178943736503,3.0
1997-06-30,114.75429459590724,14.444038573342485,129.19833316924974,3.0
1997-07-01,116.97041790948805,14.446961771570523,131.41737968105858,3.0
1997-07-02,121.66023030918106,14.744802786238685,136.40503309541975,3.0
1997-07-03,124.70030817686714,16.775284649416243,141.4755928262834,3.0
1997-07-07,122.7021719239505,16.778573137794336,139.48074506174484,3.0
1997-07-08,125.03676217676403,17.00978201179843,142.04654418856245,3.0
1997-07-09,120.34072115839119,17.01313671866469,137.35385787705587,3.0
1997-07-10,122.74495767569776,17.01650558963025,139.76146326532802,3.0
1997-07-11,123.84790102011829,17.019875127685705,140.867776147804,3.0
1997-07-14,124.47287976833984,17.023252087036436,141.49613185537626,3.0
1997-07-15,126.43959407816426,17.972601130768357,144.41219520893262,3.0
1997-07-16,129.03101909652685,19.705028359867846,148.7360474563947,3.0
1997-07-17,126.89539936173526,19.708992824041143,146.6043921857764,3.0
1997-07-18,120.04766863599087,19.712989369912663,139.76065800590354,3.0
1997-07-21,119.05347273489286,19.71700237140963,138.77047510630248,3.0
1997-07-22,127.03320901714392,19.720984893039752,146.75419391018366,3.0
1997-07-23,128.01762467051125,19.72493691595528,147.74256158646654,3.0
1997-07-24,129.29067496973622,19.917256529592752,149.20793149932896,3.0
1997-07-25,128.6000536676361,19.921271595531273,148.52132526316737,3.0
1997-07-28,127.56913214028457,19.925303281374024,147.49443542165858,3.0
1997-07-29,129.63623760284784,20.167568534775988,149.80380613762384,3.0
1997-07-30,132.04441765868427,21.778927621995944,153.8233452806802,3.0
1997-07-31,132.504928900824,22.092590448661518,154.59751934948554,3.0
1997-08-01,129.42646234076915,22.097087868960326,151.52355020972948,3.0
1997-08-04,130.64979281991089,22.101594973273667,152.75138779318456,3.0
1997-08-05,131.43369101971723,22.10610299689318,153.53979401661041,3.0
1997-08-06,133.77249499372783,22.967138715248545,156.73963370897638,3.0
1997-08-07,129.85132685887356,22.971832396461796,152.82315925533536,3.0
1997-08-08,122.42057966388278,22.976517920884444,145.3970975847672,3.0
1997-08-11,123.71218977160886,22.981222636319597,146.69341240792846,3.0
1997-08-12,119.45318588096147,22.985937434842732,142.4391233158042,3.0
1997-08-13,117.63675967311943,22.990653200647962,140.62741287376738,3.0
1997-08-14,118.62390038106057,22.995379056982596,141.61927943804315,3.0
1997-08-15,109.10193513181414,23.000060259252198,132.10199539106634,3.0
1997-08-18,113.23328390995592,23.004724160482183,136.2380080704381,3.0
1997-08-19,118.13296720597799,23.009361620679805,141.1423288266578,3.0
1997-08-20,123.10368398741814,23.014009146638543,146.11769313405668,3.0
1997-08-21,117.33114734708217,23.018685008709852,140.34983235579202,3.0
1997-08-22,116.69387223536825,23.02333441784504,139.71720665321328,3.0
1997-08-25,115.34623295959963,23.02803044704479,138.37426340664442,3.0
1997-08-26,112.57933520341452,23.032709157888185,135.6120443613027,3.0
1997-08-27,112.77119945403139,23.037397959499927,135.80859741353132,3.0
1997-08-28,108.9573388120662,23.042051148354254,131.99938996042044,3.0
1997-08-29,107.37370920304701,23.0467052770789,130.4204144801259,3.0
1997-09-02,117.06984028504287,23.051323763826716,140.1211640488696,3.0
1997-09-03,117.1148759301029,23.05590658673675,140.17078251683964,3.0
1997-09-04,118.1899961091732,23.060481171376974,141.25047728055017,3.0
1997-09-05,117.43396329741195,23.065074965624614,140.49903826303657,3.0
1997-09-08,118.18650070403997,23.069651369387635,141.25615207342761,3.0
1997-09-09,119.04449580348304,23.074219526334183,142.11871532981723,3.0
1997-09-10,113.31484051236568,23.078761118783817,136.3936016311495,3.0
1997-09-11,110.85703100897489,23.083321921593804,133.94035293056868,3.0
1997-09-12,114.87381654116251,23.08786530562601,137.9616818467885,3.0
1997-09-15,113.26285340458381,23.09243706922088,136.3552904738047,3.0
1997-09-16,122.49331090266094,23.096945592718594,145.59025649537952,3.0
1997-09-17,121.40140233813035,23.101500823462633,144.502903161593,3.0
1997-09-18,122.98854602745779,23.10603861809239,146.09458464555019,3.0
1997-09-19,124.1759803511842,23.11054979713064,147.28653014831482,3.0
1997-09-22,126.03165568733526,23.11503434417121,149.14669003150647,3.0
1997-09-23,124.57840123652012,23.119483070931718,147.69788430745183,3.0
1997-09-24,121.5684931194929,23.123886782167837,144.69237990166073,3.0
1997-09-25,118.95329539053682,23.128282155850556,142.0815775463874,3.0
