strategy,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,calmar,trading_costs_total,funding_costs_total,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_cash
Buy & hold 1x,0.10591375566758732,0.2240837883371704,0.44166676974489283,-0.6876415159260396,2044.3013941811255,2,0.0,,,,,,,,,,,
SMA20 1x/cash,0.06939321538865828,0.13894126700569995,0.5584066532281193,-0.3047078470830913,746.8776529871999,857,40.4082159927658,,,,,,,,,,,
Guarded A5/B25 SMA20 Lead (max 1x),0.06389443285162222,0.1509062973981614,0.47511395107298904,-0.4772059123255783,639.9065194268525,847,31.81759462601731,0.13389279386804753,364.85470631548,0.0,68.18240537398269,0.0,0.0,11.0,6.0,744.0,2262.0,31.83051285363648
