Date,equity
2022-01-10,24452.812514438752
2022-01-11,24581.450151415065
2022-01-12,24540.168831287847
2022-01-13,24379.61222624826
2022-01-14,24367.47647283951
2022-01-17,24367.55657186523
2022-01-18,24298.987017845986
2022-01-19,24373.195714680813
2022-01-20,24384.18015834578
2022-01-21,24321.3854166038
2022-01-24,24307.85351420365
2022-01-25,24320.13984827771
2022-01-26,24258.723540460007
2022-01-27,24221.43740203211
2022-01-28,24221.603684115446
2022-01-31,24298.198683450515
2022-02-01,24226.28674685718
2022-02-02,24434.272586140592
2022-02-03,24126.127572680445
2022-02-04,24010.897034655172
2022-02-07,23814.792067374477
2022-02-08,23804.62230441883
2022-02-09,24320.40060483871
2022-02-10,23767.7758612329
2022-02-11,23504.41731028616
2022-02-14,23462.822237151762
2022-02-15,23698.99340235883
2022-02-16,23765.737653409073
2022-02-17,23486.13095674204
2022-02-18,23449.50994930413
2022-02-21,23449.714429860975
2022-02-22,23424.252650384846
2022-02-23,23441.97772248463
2022-02-24,23417.096408951922
2022-02-25,23404.44977824533
2022-02-28,23444.616589725378
2022-03-01,23515.5785570116
2022-03-02,23668.009135134627
2022-03-03,23439.17687779109
2022-03-04,23502.274215131736
2022-03-07,23562.09797794109
2022-03-08,23673.6937387997
2022-03-09,23549.784844781687
2022-03-10,23562.722671471933
2022-03-11,23534.411766277502
2022-03-14,23484.963977414176
2022-03-15,23407.705465607763
2022-03-16,23869.10834806673
2022-03-17,24210.451037297407
2022-03-18,24595.604502658836
2022-03-21,24473.95426577969
2022-03-22,24880.131381445917
2022-03-23,24497.2812919123
2022-03-24,24968.4823644759
2022-03-25,25029.417231201136
2022-03-28,25292.665943163247
2022-03-29,25814.07715780889
2022-03-30,25538.278461892147
2022-03-31,25016.82327378283
2022-04-01,25162.03445867456
2022-04-04,25568.701669436505
2022-04-05,25064.14180125112
2022-04-06,24573.093666009772
2022-04-07,24648.159917275203
2022-04-08,24569.093562931328
2022-04-11,24352.16605607161
2022-04-12,24363.033976401297
2022-04-13,24377.601259094747
2022-04-14,24390.27482874168
2022-04-18,24402.87242064386
2022-04-19,24305.609061103798
2022-04-20,24308.745291536947
2022-04-21,24309.177429620708
2022-04-22,24233.93342931933
2022-04-25,24196.428386004154
2022-04-26,24197.228212391034
2022-04-27,24198.004060052794
2022-04-28,24198.757847109213
2022-04-29,24199.533743816402
2022-05-02,24200.268372505605
2022-05-03,24201.127866145755
2022-05-04,24204.069662993286
