strategy,lead_pct_below_sma20,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,trading_costs_total,funding_costs_total,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,simulation
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.30091231454033984,0.303391874398987,3.0852141570432057,-0.29314492481277815,1253.8171377028896,268,3092.7211476638076,125.60153127556639,3,3,266,753,35.3968253968254,7.817460317460317,14.761904761904763,42.023809523809526,68
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3372940192171392,0.3229296649439076,3.5713881573198227,-0.47237386643438684,1636.2190273526408,309,4333.746194630701,161.4801767252782,2,1,0,949,41.70634920634921,2.8174603174603177,6.7063492063492065,48.769841269841265,69
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.42306242377525116,0.35843739779553363,3.1423082850754875,-0.5483951135722235,2981.177989955049,277,4015.6762164709085,252.23982412231834,2,1,290,679,30.992063492063494,2.8174603174603177,8.095238095238095,58.0952380952381,69
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.40761644035322875,0.3423267877393269,3.130379171272452,-0.4586590217238964,2683.157632476159,287,3385.8910358417493,182.97360855363894,4,3,290,706,30.793650793650794,2.301587301587302,23.253968253968253,43.65079365079365,69
Original strict SMA20,0.0,0.25,0.3333333333333333,0.28723856848345886,0.2872104155083541,3.261636843697294,-0.3229876614282524,1132.2603361453982,270,2059.9878730993782,86.77923833837762,1,2,0,859,42.22222222222222,12.3015873015873,0.5952380952380952,44.88095238095238,70
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.37458244106318084,0.3178146510157292,3.0601781025617885,-0.3389189154269935,2133.5902098073034,242,2741.253983858924,161.5708217215188,2,2,269,693,32.53968253968254,5.595238095238096,9.206349206349207,52.65873015873016,70
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.38716170156050445,0.31361361610904315,3.1316504667824376,-0.3396236084355237,2329.662128809016,238,2971.3332533349726,175.55278096961834,3,3,269,725,32.420634920634924,2.857142857142857,12.777777777777777,51.94444444444445,70
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2672413249259691,0.313098724431506,3.4046039216436936,-0.37148311046413174,973.4703842396544,298,3157.0557141389713,116.61853617380181,2,3,0,985,42.182539682539684,3.7301587301587302,6.468253968253969,47.61904761904761,71
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3826295541567353,0.3383291488120399,3.046429465128115,-0.33731471681483866,2257.233702413049,250,5527.217588136466,263.4363827712116,2,3,257,747,32.73809523809524,3.8492063492063493,7.698412698412699,55.714285714285715,71
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.39360567671994984,0.337788014409625,3.1031600276310844,-0.3374493869821691,2436.2311021381975,254,6056.807823308846,265.6184142029715,2,4,257,783,31.98412698412698,1.5476190476190477,15.079365079365079,51.388888888888886,71
Original strict SMA20,0.0,0.25,0.3333333333333333,0.353422685594589,0.25922267632072965,3.870350019882984,-0.4245981780174956,1836.9166524727684,313,3986.949638642824,103.63510787881658,3,2,0,776,38.452380952380956,13.373015873015873,24.801587301587304,23.373015873015873,72
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.40839733996413274,0.28660842862795066,3.3845380104454614,-0.3393883404149589,2697.557825983754,290,4272.136170088046,156.15237649120377,4,2,276,565,29.603174603174605,11.031746031746032,31.071428571428573,28.293650793650794,72
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.39458747686604645,0.2741892495667594,3.402685229920815,-0.23267481961437889,2452.8458729052295,286,3795.3392912660265,131.52206496470703,3,3,276,644,28.214285714285715,5.714285714285714,51.90476190476191,14.166666666666666,72
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3093933688848336,0.25396806825071855,3.2652805873713677,-0.3179815851681234,1334.9659676659562,311,2843.294933206137,87.58318258212304,3,1,0,477,38.2936507936508,32.02380952380952,9.880952380952381,19.8015873015873,73
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3849520446843391,0.269053233131373,3.0851799245294216,-0.2410414821809225,2294.0933402740084,283,4263.242384340498,180.86534031083767,3,1,260,426,31.944444444444443,25.07936507936508,24.563492063492063,18.412698412698415,73
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.38155253527908006,0.2335859936988837,3.2310946240607867,-0.24045790354973348,2240.321504914152,264,3467.7309451074566,152.70082839177726,3,2,260,495,31.23015873015873,20.912698412698415,42.1031746031746,5.753968253968254,73
Original strict SMA20,0.0,0.25,0.3333333333333333,0.21878138686016935,0.20075436732649757,3.5128312888910247,-0.3592594172361712,668.1880255307304,333,1747.4805121899903,44.65696377551292,2,1,0,468,37.420634920634924,34.64285714285714,19.325396825396826,8.61111111111111,74
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2535360263538726,0.21484497175819744,3.2609840940084034,-0.31328155299773947,876.4884317356417,324,1530.776378583781,56.58112270247593,2,1,305,348,32.65873015873016,34.64285714285714,22.738095238095237,9.96031746031746,74
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.258214086313195,0.20579666862250381,3.2881021912217485,-0.31328155299773947,908.5706643151633,317,1480.9761831729074,48.986341877000655,3,1,305,354,32.420634920634924,32.46031746031746,30.555555555555557,4.563492063492063,74
Original strict SMA20,0.0,0.25,0.3333333333333333,0.24612314722560757,0.16443875877991945,3.606064335153541,-0.14900147098249278,827.7263693340357,289,1422.0561407731266,18.472743840134438,2,0,0,408,36.269841269841265,41.23015873015873,22.5,0.0,75
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2417062417393765,0.17742574402530284,3.3655102956285963,-0.17464439219542513,799.8418243759465,293,1291.1779640584193,20.404283825267076,2,0,271,306,32.22222222222222,40.95238095238095,26.825396825396826,0.0,75
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.27078197593689857,0.18310547589581871,3.355205868725535,-0.17464439219542513,1000.0390448820157,281,1460.2493323022404,30.36213595112737,2,0,271,310,31.746031746031743,35.75396825396825,32.5,0.0,75
Original strict SMA20,0.0,0.25,0.3333333333333333,0.32814075040709945,0.21560905866516258,3.610277890984855,-0.23533900993570164,1531.2801754481675,316,2599.132006370344,27.677004496446212,2,1,0,457,35.35714285714286,42.301587301587304,11.944444444444445,10.396825396825397,76
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4024463240582148,0.2416010870473657,3.4429795973629833,-0.1830055836016891,2589.5435470913403,305,3688.3561352774855,49.02295794538583,3,1,259,374,30.714285714285715,39.682539682539684,17.936507936507937,11.666666666666666,76
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.438062151194228,0.22630107114456827,3.5662892998007556,-0.1830055836016891,3298.643382938868,298,4169.878201649118,61.62010221803949,4,1,259,389,30.158730158730158,31.98412698412698,34.76190476190476,3.0952380952380953,76
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2531050786255995,0.29292655697210057,3.61992819807104,-0.363855587815615,873.5846956801066,348,3338.4082392477744,80.77281556730411,2,1,0,854,42.97619047619048,17.341269841269842,5.277777777777778,34.404761904761905,77
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3244317341361156,0.3270485028656912,3.073026884737408,-0.3252110074678618,1490.5048105933445,302,2933.7168137450894,112.65078995158045,2,1,310,610,33.29365079365079,17.341269841269842,6.626984126984127,42.738095238095234,77
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.2839116084276636,0.3001598544413333,3.1260771996861956,-0.3252110074678618,1104.331461620309,308,2497.954875596283,87.1855242573201,4,2,310,672,32.5,10.952380952380953,28.92857142857143,27.61904761904762,77
Original strict SMA20,0.0,0.25,0.3333333333333333,0.40601540638736555,0.24243571031179817,3.3146268146458637,-0.18947896876571213,2653.848997323438,282,3335.868486848251,110.11364581970274,4,1,0,614,39.007936507936506,23.015873015873016,27.142857142857142,10.833333333333334,78
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.47407432988382436,0.265501276251082,3.1262637023709012,-0.2234507115308531,4187.964188326376,259,4062.2753669708522,181.25904534400806,4,1,268,511,32.142857142857146,18.88888888888889,36.42857142857142,12.53968253968254,78
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.4327482576058066,0.2605595403157765,3.073990185728248,-0.22345071153085302,3182.8701995211914,256,3266.0527349707622,113.58268570845581,3,1,268,568,31.428571428571427,19.484126984126984,40.35714285714286,8.73015873015873,78
Original strict SMA20,0.0,0.25,0.3333333333333333,0.32985070255748106,0.2742550317009566,3.35772695682378,-0.24981541552964756,1550.413180047534,284,2996.906520828009,118.43549670463456,4,2,0,898,41.54761904761905,10.793650793650794,21.865079365079364,25.793650793650798,79
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3720719429781938,0.29829268422812294,3.159703064149313,-0.29315016278045275,2096.2788943447886,276,3090.611752579587,151.72699175477533,4,2,239,690,33.25396825396825,10.357142857142858,26.150793650793652,30.238095238095237,79
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.378579329833284,0.28483963515670885,3.244445610982399,-0.2924640817114597,2194.221877426134,276,2974.427127474964,148.6875083241983,4,3,239,705,33.13492063492063,7.420634920634921,35.43650793650794,24.00793650793651,79
Original strict SMA20,0.0,0.25,0.3333333333333333,0.45326475633256,0.27740958945460314,3.2722140575136542,-0.2160730288403216,3651.00106851712,290,6153.604814205504,214.67133535663487,6,1,0,679,37.93650793650794,15.674603174603174,37.77777777777778,8.61111111111111,80
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.523916649300074,0.3077809102552243,3.0032558782429266,-0.2205962976257401,5772.713039608279,251,10048.978700412117,540.7383128601706,6,2,216,522,31.547619047619047,14.880952380952381,34.404761904761905,19.166666666666668,80
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.47887968075436094,0.28108485708474307,2.9927478158497745,-0.22001491170471235,4321.5957671298,251,7076.573201849418,320.64137791767064,5,2,216,518,31.98412698412698,16.26984126984127,43.41269841269841,8.333333333333332,80
Original strict SMA20,0.0,0.25,0.3333333333333333,0.33455146965032867,0.19961500487154965,4.002282322798907,-0.1880929538964976,1604.120251197342,315,2800.0297127071794,64.92922056770675,5,2,0,465,35.55555555555556,27.500000000000004,22.817460317460316,14.126984126984127,81
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.456828063435895,0.2439512413595505,3.3084501836659963,-0.21826722506482663,3738.318257408697,264,5180.301034710314,166.28771223325995,4,2,258,352,30.07936507936508,26.38888888888889,18.96825396825397,24.563492063492063,81
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3876836924546909,0.23279636811306167,3.393084166426368,-0.21826722506482635,2338.136445077401,269,3812.2522145836283,148.79291175816186,4,2,258,437,28.095238095238095,20.833333333333336,37.857142857142854,13.214285714285715,81
Original strict SMA20,0.0,0.25,0.3333333333333333,0.34623974022936244,0.23373664449525375,3.6135971505973794,-0.3526358912738358,1744.9610203207085,293,3546.7647029593795,83.9348933169942,4,2,0,614,42.53968253968254,26.547619047619047,11.150793650793652,19.761904761904763,82
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.39572775758985856,0.25661300271234055,3.296611460354294,-0.36483849432498117,2472.270005530964,281,4136.194502568847,122.16144105889393,5,2,265,465,36.62698412698413,26.626984126984127,13.095238095238097,23.65079365079365,82
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3461779459579277,0.24265042829014558,3.430381039846962,-0.36171183137430857,1744.1881721007376,292,3395.8016713316024,103.21018653079393,5,3,265,546,35.63492063492063,21.825396825396826,29.96031746031746,12.579365079365079,82
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2966464777036577,0.2737033156020241,3.5045723718285817,-0.2886655472865122,1214.6963772662095,316,3747.11274837563,94.41556264320326,2,2,0,705,42.42063492063492,24.08730158730159,2.261904761904762,31.23015873015873,83
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3177135767388486,0.2947209075268295,3.2161969674724715,-0.3534058014649023,1419.1188246940915,309,3385.676924087463,116.80103229196443,2,2,269,542,35.95238095238095,23.76984126984127,3.4126984126984126,36.86507936507937,83
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.32914254707085244,0.29899111333407,3.306472898695972,-0.353405801464902,1542.4636406879397,318,3725.1288353725868,130.15436327758508,3,2,269,595,35.03968253968254,17.658730158730158,13.055555555555557,34.24603174603175,83
Original strict SMA20,0.0,0.25,0.3333333333333333,0.24725385999973915,0.1933689541490298,3.771713888921701,-0.2407513381954864,835.0033658238079,324,1806.2591888168681,37.32276544346864,5,1,0,544,39.8015873015873,27.34126984126984,26.190476190476193,6.666666666666667,84
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.30220955427620266,0.2097379436913152,3.5127684822660648,-0.21277367572140665,1265.9356486840736,306,2583.1701688623166,56.22016247126483,5,1,320,378,33.214285714285715,26.30952380952381,33.57142857142857,6.904761904761905,84
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.25496173844570613,0.20744278045774978,3.5310819290917426,-0.20882650579595682,886.1566752926025,317,2033.3055865880165,39.17369657832217,4,1,320,419,32.301587301587304,25.634920634920633,38.095238095238095,3.968253968253968,84
Original strict SMA20,0.0,0.25,0.3333333333333333,0.4288991169602654,0.2954908019478046,3.1091726896798932,-0.3399544032609115,3101.298360455317,278,7347.916397662357,257.11461314195816,3,2,0,565,36.30952380952381,31.150793650793652,6.666666666666667,25.873015873015877,85
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.5465591643246619,0.3224013281620474,2.987127668029416,-0.3389375838175223,6655.754175194868,254,9008.306976570142,447.5058122115465,3,2,239,453,30.912698412698415,28.49206349206349,9.96031746031746,30.634920634920636,85
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.5849363001640442,0.3102463004448423,3.0641424837136704,-0.2398316760674841,8432.06603118752,241,9690.04600116586,458.1121128578694,6,3,239,539,29.12698412698413,15.396825396825397,40.55555555555556,14.920634920634921,85
Original strict SMA20,0.0,0.25,0.3333333333333333,0.39553221281808604,0.23757618984656725,3.7051653990591835,-0.2781004617243779,2468.9292313668857,302,3584.549491205425,165.07526250246607,4,2,0,641,37.182539682539684,25.158730158730158,17.341269841269842,20.317460317460316,86
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.45843134972854793,0.2584453780824408,3.3712765025377287,-0.25931533724887396,3778.2130495110523,277,3648.6759813831213,239.32026908437032,4,2,244,489,31.11111111111111,25.0,20.317460317460316,23.57142857142857,86
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.43953660154311236,0.25391682926047365,3.3681597976054016,-0.2622833571843005,3331.4290165820053,268,3369.415380550028,205.6926038271876,5,2,244,528,29.8015873015873,19.087301587301585,35.317460317460316,15.793650793650793,86
Original strict SMA20,0.0,0.25,0.3333333333333333,0.35502334466349317,0.23771817203407591,3.5049005652264023,-0.26281834866463943,1857.9906262852392,326,3311.7168963407134,49.37230158874513,3,1,0,509,37.023809523809526,32.57936507936508,18.73015873015873,11.666666666666666,87
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3964440063961674,0.2518814263811312,3.1982649684343922,-0.24993034571284206,2484.541351214568,299,3531.235976997034,62.30147208216666,3,1,255,393,32.420634920634924,32.57936507936508,22.22222222222222,12.777777777777777,87
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3789986102636136,0.24907797320564554,3.207637555034366,-0.24993034571284156,2200.670896602112,304,3307.3886998854055,57.193134375593154,3,2,255,399,32.46031746031746,33.25396825396825,22.42063492063492,11.865079365079364,87
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3699032437331351,0.2222653296838125,3.6034848635559253,-0.24288528421377154,2064.519440347313,285,3525.118780175975,109.52470054969143,5,1,0,621,38.69047619047619,24.206349206349206,26.626984126984127,10.476190476190476,88
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4094858755034514,0.2440105140990261,3.314579344747364,-0.23954151689286743,2717.7465747076158,273,3983.7962893818394,152.23567756647444,5,1,240,496,33.730158730158735,24.285714285714285,30.238095238095237,11.746031746031745,88
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.39949875131009716,0.2451248858096145,3.244235953090191,-0.2390233806698815,2537.492980403989,271,3717.896084882545,142.6891109341554,3,1,240,499,33.730158730158735,25.396825396825395,29.12698412698413,11.746031746031745,88
Original strict SMA20,0.0,0.25,0.3333333333333333,0.45513837965050064,0.3000063766283686,3.457102983260538,-0.23371580749962564,3696.682688395237,318,8000.6156652305535,192.6218265271732,4,3,0,663,38.05555555555556,17.896825396825395,21.547619047619047,22.5,89
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.657463481428658,0.32939025125466187,3.3004257992010593,-0.19926369355699097,12985.906208615721,275,19397.99024905408,684.031204336734,5,3,258,483,31.03174603174603,17.182539682539684,22.22222222222222,29.563492063492063,89
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.5754780411973457,0.289481778613158,3.4738888990597503,-0.19926369355699047,7958.786022862638,275,12698.00226815838,375.4971864307975,5,4,258,561,30.0,12.698412698412698,40.992063492063494,16.30952380952381,89
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2608930990463858,0.2344265744192923,3.668750366346559,-0.34188262338228675,927.4137021970866,295,2920.085601091162,77.94671659246171,3,2,0,801,43.01587301587302,22.301587301587304,8.412698412698413,26.269841269841272,90
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.29558375848064355,0.2640785791242366,3.32503500333233,-0.34254495543203706,1205.1223545503697,290,3323.5898237839956,118.24431867883743,3,2,274,612,35.51587301587302,21.23015873015873,9.880952380952381,33.37301587301587,90
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.2693966775511758,0.26113355624846807,3.2681128990608257,-0.37932291265707524,989.5674894916294,287,2805.552250281326,96.49526642686287,2,2,274,631,35.317460317460316,22.658730158730158,11.38888888888889,30.634920634920636,90
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3826726019381712,0.25518403362681724,3.5062763272314794,-0.23320352133347091,2257.9120446339784,275,3076.2046634312937,105.4073456361199,3,2,0,801,41.70634920634921,16.904761904761905,19.88095238095238,21.50793650793651,91
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4546287920375509,0.27595113295049245,3.3158515482837494,-0.32226315784751997,3684.207765498572,259,4130.264733972516,181.67086000114162,3,2,238,632,35.0,16.904761904761905,22.18253968253968,25.912698412698415,91
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.4332285652614778,0.26329013725413525,3.3723277722386786,-0.3222631578475199,3193.1827781767356,263,3615.3582244432787,153.90468113152357,3,3,238,668,34.56349206349206,15.515873015873016,30.952380952380953,18.96825396825397,91
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2323927403329722,0.24711403769954246,3.3605427127607816,-0.419980115880865,743.7862860403501,307,1291.1370637805212,53.28466121191753,2,3,0,691,38.53174603174603,18.80952380952381,11.785714285714285,30.873015873015873,92
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.36559443094228805,0.2722401528371814,2.9830368200701334,-0.2711174880946615,2002.6958474460903,259,2186.773671827948,129.75244661431813,3,3,299,475,30.0,19.20634920634921,15.03968253968254,35.75396825396825,92
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.33734689290806297,0.2480031943664571,3.081078430298174,-0.2711174880946622,1636.8434768710629,256,1902.2952697822047,88.98538934179624,4,3,299,530,29.246031746031747,13.84920634920635,39.36507936507937,17.539682539682538,92
Original strict SMA20,0.0,0.25,0.3333333333333333,0.21967222683444976,0.28548420387973417,3.253525332527655,-0.4276953560413503,672.9164332875764,323,1787.180021106899,53.144172900186696,1,2,0,751,41.15079365079365,22.658730158730158,0.992063492063492,35.1984126984127,93
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.261585001906836,0.3076600270842485,2.9031248737374904,-0.5092340507509453,932.3368208643055,297,2239.298214518317,94.09308850167636,1,2,274,561,33.611111111111114,22.658730158730158,1.150793650793651,42.579365079365076,93
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.2553528159153118,0.28135308004936443,2.9886799028905937,-0.5089931822388508,888.8253595099316,303,2084.655306130536,79.85406468894998,2,2,274,577,33.41269841269841,20.793650793650794,18.76984126984127,27.023809523809522,93
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3276622948260952,0.21004700536981638,3.3606820024257824,-0.28138103592443314,1525.9646714916648,310,2509.1377129215243,73.85992157059847,3,1,0,386,36.7063492063492,43.25396825396825,11.547619047619047,8.492063492063492,94
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3182841253055064,0.2224541494230222,3.176257876652346,-0.34883419049884434,1425.0600054096838,310,2683.2489991368348,82.2342948857895,3,1,270,303,33.41269841269841,43.25396825396825,13.412698412698413,9.920634920634921,94
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.32276267400404035,0.24091536141178263,3.1395255744562696,-0.34883419049884457,1472.4755253329367,314,2983.1792519867777,92.09775207668973,3,1,270,348,32.46031746031746,37.023809523809526,20.595238095238095,9.920634920634921,94
Original strict SMA20,0.0,0.25,0.3333333333333333,0.25981575155915637,0.18509613923253512,3.5195975904879004,-0.16587165542193255,919.7943964558701,327,1807.7402699683837,38.714368320026,4,0,0,388,37.26190476190476,35.55555555555556,27.18253968253968,0.0,95
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2902697081375003,0.21281157128409425,3.260549835228271,-0.2560428541822266,1158.2553224523615,321,1936.728904461804,63.168802958641834,4,1,270,279,33.57142857142857,36.78571428571429,21.865079365079364,7.777777777777778,95
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.28902094993685656,0.2049459057849618,3.217501954862442,-0.256042854182228,1147.4819010137314,314,1751.1452222340893,55.166795921646916,3,1,270,284,33.53174603174603,35.67460317460318,26.865079365079364,3.9285714285714284,95
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2653694518926579,0.21630616328436092,3.4151305226405446,-0.3509970111404989,959.6812982740352,315,2924.6964045404475,71.9635953034151,2,1,0,462,39.56349206349206,39.6031746031746,7.142857142857142,13.690476190476192,96
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2748148262107921,0.2307509894297035,2.939485959270345,-0.338865028909263,1031.0914852511864,287,2539.4282808061976,90.53055365908924,2,1,262,384,36.388888888888886,39.20634920634921,8.452380952380953,15.95238095238095,96
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3026788406367813,0.22253100584566546,3.0920033787622123,-0.3180051336292667,1270.3454056248145,276,2885.4979599888934,113.19815902213219,3,2,262,463,35.15873015873016,32.182539682539684,21.626984126984127,11.031746031746032,96
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2988127595053991,0.2166851858279856,3.543441305599065,-0.22102894507142765,1234.4238040685575,317,1867.784343263023,36.64046651984701,3,1,0,702,43.333333333333336,20.0,26.30952380952381,10.357142857142858,97
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.27171761582192633,0.23318666199178306,3.3805163179927598,-0.3496831831174258,1007.1676905919813,327,1619.6344239414602,35.93031061331927,3,1,292,528,36.42857142857142,19.841269841269842,31.03174603174603,12.698412698412698,97
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.2615256463140725,0.22687882201011092,3.4044670811311692,-0.3496831831174258,931.9135693875515,304,1486.1547088915802,36.798339155827506,2,1,292,574,34.682539682539684,17.261904761904763,39.44444444444444,8.61111111111111,97
Original strict SMA20,0.0,0.25,0.3333333333333333,0.4478218800705098,0.22580770457765723,3.505562825931978,-0.15217836244050967,3521.1518758505777,264,3859.7723402195206,136.93609611420783,5,1,0,506,37.142857142857146,28.134920634920636,29.72222222222222,5.0,98
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.5053307899614592,0.23659074906513752,3.29130447885187,-0.15963453692987803,5127.995056314633,246,4684.160781018583,211.3762196936942,5,1,212,393,33.01587301587301,28.57142857142857,33.29365079365079,5.119047619047619,98
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.5652642976443971,0.25558497380154377,3.332108368652893,-0.16227346504164136,7474.568137754899,240,7031.940840709081,308.5969018654873,6,1,212,459,31.349206349206348,17.738095238095237,48.65079365079365,2.261904761904762,98
Original strict SMA20,0.0,0.25,0.3333333333333333,0.38645663856479073,0.2156643241117813,3.8593572123891913,-0.24070926382618504,2318.2594196978544,294,3301.8314615109616,74.60410970988865,2,2,0,415,31.666666666666664,35.63492063492063,15.555555555555555,17.142857142857142,99
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.42470561439781385,0.22927413201068755,3.2659211202226577,-0.2138309953516654,3014.566026088328,254,3359.1360633275644,97.58116333522331,2,2,220,306,27.34126984126984,35.714285714285715,17.57936507936508,19.365079365079367,99
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.41629425865414627,0.21749377271730352,3.3401343543946935,-0.19393713221299946,2847.1220658514694,255,3137.4060874380857,70.83547036174396,3,2,220,364,26.785714285714285,30.476190476190478,37.5,5.238095238095238,99
Original strict SMA20,0.0,0.25,0.3333333333333333,0.32575199672829624,0.2762931403508798,3.5549856567430376,-0.3533566722381262,1504.9062649508953,325,4567.890435023406,149.2427727706098,2,4,0,639,38.69047619047619,26.50793650793651,3.650793650793651,31.150793650793652,100
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.5300802638808428,0.3008526546212338,3.305221081803673,-0.30623642582131805,6002.028229617372,264,7868.545556662414,473.1614866551958,3,4,233,539,32.10317460317461,17.539682539682538,14.365079365079364,35.992063492063494,100
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.439471257238107,0.2711924642772704,3.2803571756553445,-0.30623642582131755,3329.969868990057,262,4547.209181368268,260.93396593110134,3,5,233,521,31.825396825396822,21.38888888888889,19.523809523809526,27.26190476190476,100
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3996641359283939,0.25593244642208157,3.053873277268343,-0.20741748235433177,2540.388445602733,289,3544.8526556098345,128.8050759792998,3,2,0,549,42.22222222222222,28.65079365079365,19.761904761904763,9.365079365079366,101
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4457702497799576,0.2954362530368661,2.9237752927281275,-0.19813719128755192,3473.291386943002,287,4825.678719828863,234.40868119652708,3,2,255,520,37.26190476190476,23.65079365079365,24.92063492063492,14.166666666666666,101
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.46450175948321304,0.28289171699204374,3.103950171777367,-0.19365748400451055,3932.7452012659664,271,4783.9045451968805,203.17514662210806,6,3,255,665,34.404761904761905,10.396825396825397,50.11904761904762,5.079365079365079,101
Original strict SMA20,0.0,0.25,0.3333333333333333,0.25336703249471393,0.24654265371144152,3.289377267583291,-0.3622884952013142,875.3487175568365,278,2731.423239476785,73.64827501920257,1,1,0,748,42.34126984126984,24.00793650793651,7.738095238095238,25.912698412698415,102
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3585826809548953,0.27610537697618964,3.278789395158059,-0.24695341006750948,1905.6308858354091,269,3820.907323740897,148.12607729463534,2,1,258,613,34.6031746031746,16.30952380952381,17.817460317460316,31.26984126984127,102
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.38656732701130214,0.28434798288169916,3.3226135402042813,-0.2489692381541092,2320.0462236651338,263,4683.415965189337,187.54009750229764,2,1,258,649,33.80952380952381,10.277777777777777,24.642857142857146,31.26984126984127,102
