A,B,cagr,sharpe,max_dd,end,rebalances,tier2,tier3,cash_pct,pct2,pct3
0.12,0.2,0.3481752618765246,2.9254387169800267,-0.31818857268027956,771148.0149673149,804,6,4,31.56221014972837,15.317344640254404,23.890287531469458
0.12,0.21,0.350922145655431,2.960374898663281,-0.31818857268027956,819692.0303601128,791,8,6,30.886444945011267,23.638531866967007,20.140453160196103
0.12,0.22,0.350922145655431,2.960374898663281,-0.31818857268027956,819692.0303601128,791,8,6,30.886444945011267,23.638531866967007,20.140453160196103
0.12,0.23,0.35495379481276323,3.00766422951461,-0.31818857268027956,896327.6405241468,791,8,5,30.85994434874785,24.950311382006095,19.676692725586324
0.12,0.24,0.36272985807981617,3.0534715486387753,-0.31818857268027956,1064163.4995815912,787,8,4,30.581688087981977,29.98542467205512,18.08665694978137
0.12,0.25,0.36639800531021294,3.0617556741896164,-0.2750717334360086,1153516.469927809,791,8,4,30.64793957864052,34.02676560222605,13.621306479395786
0.12,0.26,0.36451750885711554,3.0555668426849114,-0.2750717334360086,1106839.6137886045,792,8,4,30.64793957864052,34.15926858354313,13.475553199946999
0.12,0.27,0.3553509961882435,3.0665280308139904,-0.2750717334360086,904242.1121168886,798,7,3,30.806943156221017,34.01351530409434,12.56128262885915
0.12,0.28,0.3553509961882435,3.0665280308139904,-0.2750717334360086,904242.1121168886,798,7,3,30.806943156221017,34.01351530409434,12.56128262885915
0.12,0.29,0.3553509961882435,3.0665280308139904,-0.2750717334360086,904242.1121168886,798,7,3,30.806943156221017,34.01351530409434,12.56128262885915
0.12,0.3,0.3538288901827409,3.066043963963547,-0.2750717334360086,874274.9110748976,800,8,3,30.806943156221017,33.97376440969922,12.455280243805486
0.12,0.31,0.3528331044668944,3.06453712951097,-0.2750717334360086,855191.8240363545,800,8,3,30.806943156221017,34.00026500596263,12.336027560620114
0.12,0.32,0.3511552447543498,3.0751665159800865,-0.2750717334360087,823944.7804213942,802,9,4,30.83344375248443,35.630051676162715,10.467735524049292
0.12,0.33,0.3357390162491656,3.046385523625377,-0.2750717334360087,584013.6896249049,800,8,3,31.1117000132503,36.90208029680668,7.751424407049158
0.12,0.34,0.3309307657558047,3.0238896824102697,-0.2750717334360087,524142.44015892217,801,8,2,31.42970716841129,37.64409699218233,4.876109712468531
0.12,0.35,0.3309307657558047,3.0238896824102697,-0.2750717334360087,524142.44015892217,801,8,2,31.42970716841129,37.64409699218233,4.876109712468531
0.13,0.14,0.33614874907389125,2.892423268438777,-0.36116219359286517,589410.7437274707,828,3,5,32.58248310586988,3.2595733404001592,30.820193454352722
0.13,0.15,0.3337423558575736,2.8954987816076043,-0.3569303353675008,558389.7327369837,830,5,6,32.59573340400159,3.802835563800185,29.958924075791703
0.13,0.16,0.33030689044544137,2.8736377511462856,-0.35297260467406066,516823.20762497414,817,6,5,32.184974161918646,7.724923810785743,27.189611766264743
0.13,0.17,0.3302009042084044,2.8674868143612313,-0.35297260467406066,515589.64758631855,814,6,5,32.30422684510402,7.73817410891745,26.036835828806147
0.13,0.18,0.32811029094573163,2.8664562703931096,-0.36563530733781285,491831.0681769555,817,6,5,32.33072744136743,7.751424407049158,25.944083741884192
0.13,0.19,0.33234192436946985,2.879648682626814,-0.318323666407454,541069.513065406,809,5,4,31.97296939181132,11.965019212932292,24.07579170531337
0.13,0.2,0.3323662084855825,2.8822925749377464,-0.318323666407454,541365.3801031047,810,5,4,31.97296939181132,12.09752219424937,23.890287531469458
0.13,0.21,0.33508114238634557,2.9173039076000866,-0.318323666407454,575447.8762382626,797,7,6,31.29720418709421,20.41870942096197,20.140453160196103
0.13,0.22,0.33508114238634557,2.9173039076000866,-0.318323666407454,575447.8762382626,797,7,6,31.29720418709421,20.41870942096197,20.140453160196103
0.13,0.23,0.3390655185604661,2.9648134817547405,-0.318323666407454,629248.3589227678,797,7,5,31.270703590830795,21.73048893600106,19.676692725586324
0.13,0.24,0.3467503690110434,3.0109095457886745,-0.318323666407454,747073.5646098804,793,7,4,30.992447330064927,26.765602226050085,18.08665694978137
0.13,0.25,0.3503760738812687,3.0190226495408194,-0.27507173343600827,809812.1990367734,797,7,4,31.058698820723468,30.806943156221017,13.621306479395786
0.13,0.26,0.34851753453865575,3.012762122934971,-0.27507173343600827,777041.6734988277,798,7,4,31.058698820723468,30.939446137538095,13.475553199946999
0.13,0.27,0.339458032171289,3.0236849832390487,-0.27507173343600827,634804.1220480669,804,6,3,31.21770239830396,30.793692858089305,12.56128262885915
0.13,0.28,0.339458032171289,3.0236849832390487,-0.27507173343600827,634804.1220480669,804,6,3,31.21770239830396,30.793692858089305,12.56128262885915
0.13,0.29,0.339458032171289,3.0236849832390487,-0.27507173343600827,634804.1220480669,804,6,3,31.21770239830396,30.793692858089305,12.56128262885915
0.13,0.3,0.3379535908849165,3.0231926200508914,-0.27507173343600827,613763.7534525209,806,7,3,31.21770239830396,30.75394196369418,12.455280243805486
0.13,0.31,0.33696943053971595,3.0216673675442514,-0.27507173343600827,600366.2366896025,806,7,3,31.21770239830396,30.7804425599576,12.336027560620114
0.13,0.32,0.3353069732586891,3.0322685456485523,-0.2750717334360088,578374.51496573,808,8,4,31.244202994567377,32.410229230157675,10.467735524049292
0.13,0.33,0.32006987021024047,3.0030495170377995,-0.2750717334360088,409937.18409556214,806,7,3,31.522459255333246,33.68225785080165,7.751424407049158
0.13,0.34,0.3153142465436325,2.980198655697182,-0.2750717334360088,367880.0231443268,807,7,2,31.840466410494233,34.424274546177294,4.876109712468531
0.13,0.35,0.3153142465436325,2.980198655697182,-0.2750717334360088,367880.0231443268,807,7,2,31.840466410494233,34.424274546177294,4.876109712468531
0.14,0.15,0.31503834881440085,2.8485283087009083,-0.37410675840839275,365572.60156325245,840,4,6,32.82098847224063,0.4902610308731946,29.958924075791703
0.14,0.16,0.3098726750605818,2.827172403462569,-0.3700912007913188,324866.7628442303,831,5,5,32.4499801245528,4.22684510401484,27.189611766264743
0.14,0.17,0.3097682675771196,2.820804175449072,-0.3700912007913188,324091.00130912976,828,5,5,32.569232807738175,4.240095402146548,26.036835828806147
0.14,0.18,0.307714475839169,2.819744633896876,-0.3824188825668991,309190.14545557863,831,5,5,32.59573340400159,4.253345700278256,25.944083741884192
0.14,0.19,0.3136287307897727,2.834793440436713,-0.3363589797833051,354000.15136296523,820,4,4,32.21147475818206,8.546442294951637,24.07579170531337
0.14,0.2,0.3136524887760668,2.8374047486529252,-0.3363589797833051,354192.2288487609,821,4,4,32.21147475818206,8.678945276268717,23.890287531469458
0.14,0.21,0.31354564127609663,2.8657722913675134,-0.3363589797833051,353329.18458718865,816,6,6,31.7874652179674,15.277593745859283,20.140453160196103
0.14,0.22,0.31354564127609663,2.8657722913675134,-0.3363589797833051,353329.18458718865,816,6,6,31.7874652179674,15.277593745859283,20.140453160196103
0.14,0.23,0.31878267355738177,2.917011467733338,-0.3363589797833051,398116.001312389,818,7,5,31.734464025440573,17.15913608056181,19.676692725586324
0.14,0.24,0.3263510183901108,2.9631078943904594,-0.3363589797833051,472661.14048230683,814,7,4,31.456207764674705,22.194249370610837,18.08665694978137
0.14,0.25,0.3325625615073131,2.975981236905594,-0.27507173343600877,543763.4107065628,810,7,4,31.270703590830795,27.97137935603551,13.621306479395786
0.14,0.26,0.3320898864115711,2.970926451773483,-0.27507173343600877,538008.008009704,810,7,4,31.270703590830795,28.143633231747717,13.475553199946999
0.14,0.27,0.3231430816169387,2.9813550150347283,-0.27507173343600877,439548.8529186311,816,6,3,31.42970716841129,27.997879952298927,12.56128262885915
0.14,0.28,0.3231430816169387,2.9813550150347283,-0.27507173343600877,439548.8529186311,816,6,3,31.42970716841129,27.997879952298927,12.56128262885915
0.14,0.29,0.3231430816169387,2.9813550150347283,-0.27507173343600877,439548.8529186311,816,6,3,31.42970716841129,27.997879952298927,12.56128262885915
0.14,0.3,0.32165763077198317,2.980847140946979,-0.27507173343600877,424986.57708929374,818,7,3,31.42970716841129,27.958129057903804,12.455280243805486
0.14,0.31,0.3206857313028413,2.9793030099243105,-0.27507173343600877,415712.3622675549,818,7,3,31.42970716841129,27.98462965416722,12.336027560620114
0.14,0.32,0.31905409222019543,2.9893461521952243,-0.2750717334360089,400580.87435470097,820,8,4,31.456207764674705,29.614416324367298,10.467735524049292
0.14,0.33,0.30400943774453704,2.959310263821268,-0.2750717334360089,283967.1999651186,818,7,3,31.734464025440573,30.886444945011267,7.751424407049158
0.14,0.34,0.2975897861378918,2.9339205594119444,-0.2750717334360089,244896.94206132315,822,7,2,32.078971776864975,31.54895985159666,4.876109712468531
0.14,0.35,0.2975897861378918,2.9339205594119444,-0.2750717334360089,244896.94206132315,822,7,2,32.078971776864975,31.54895985159666,4.876109712468531
0.15,0.16,0.30959802443695406,2.832577175342237,-0.3398861483552792,322829.91100954916,835,4,5,32.701735789055256,2.875314694580628,27.189611766264743
0.15,0.17,0.30949363800890906,2.8263995035546015,-0.3398861483552792,322059.00717913726,832,4,5,32.82098847224063,2.888564992712336,26.036835828806147
0.15,0.18,0.3074403352892985,2.8253616790148093,-0.35280496058484534,307251.9886101618,835,4,5,32.847489068504046,2.901815290844044,25.944083741884192
0.15,0.19,0.3138223487116556,2.840331331209752,-0.3099508610287066,355568.4427302476,823,3,4,32.4499801245528,7.28766397243938,24.07579170531337
0.15,0.2,0.3138461189200452,2.8430265484909643,-0.3099508610287066,355761.44198016095,824,3,4,32.4499801245528,7.4201669537564605,23.890287531469458
0.15,0.21,0.3137392819851137,2.8722557946351475,-0.3099508610287066,354894.787294986,819,5,6,32.02597058433815,14.018815423347025,20.140453160196103
0.15,0.22,0.3137392819851137,2.8722557946351475,-0.3099508610287066,354894.787294986,819,5,6,32.02597058433815,14.018815423347025,20.140453160196103
0.15,0.23,0.31897709365698534,2.92434008400323,-0.3099508610287066,399880.12143278687,821,6,5,31.97296939181132,15.900357758049555,19.676692725586324
0.15,0.24,0.3265465554828795,2.9712358877691933,-0.3099508610287066,474755.59615997743,817,6,4,31.69471313104545,20.935471048098584,18.08665694978137
0.15,0.25,0.32991240349902373,2.976519596238423,-0.2750717334360085,512246.225953778,817,7,4,31.68146283291374,25.387571220352456,13.621306479395786
0.15,0.26,0.327691301222492,2.969336267341108,-0.2750717334360085,487198.493073076,818,7,4,31.68146283291374,25.493573605406123,13.475553199946999
0.15,0.27,0.3213290210143309,2.9872666216465635,-0.2750717334360085,421828.706565624,820,6,3,31.654962236650324,26.752351927918376,12.56128262885915
0.15,0.28,0.3213290210143309,2.9872666216465635,-0.2750717334360085,421828.706565624,820,6,3,31.654962236650324,26.752351927918376,12.56128262885915
0.15,0.29,0.3213290210143309,2.9872666216465635,-0.2750717334360085,421828.706565624,820,6,3,31.654962236650324,26.752351927918376,12.56128262885915
0.15,0.3,0.31984590287791614,2.986771256247395,-0.2750717334360085,407856.2446442949,822,7,3,31.654962236650324,26.712601033523253,12.455280243805486
0.15,0.31,0.31887542648701817,2.9852300717161766,-0.2750717334360085,398956.6780984298,822,7,3,31.654962236650324,26.73910162978667,12.336027560620114
0.15,0.32,0.3172524699589745,2.9961227691707117,-0.2750717334360087,384491.50802840147,824,8,4,31.68146283291374,28.36888829998675,10.467735524049292
0.15,0.33,0.30223117464556837,2.966745199191801,-0.2750717334360087,272579.2762616328,822,7,3,31.959719093679606,29.640916920630715,7.751424407049158
0.15,0.34,0.2953657968418877,2.943242735366941,-0.2750717334360087,232615.51603747424,827,7,2,32.31747714323572,30.210679740294154,4.876109712468531
0.15,0.35,0.2953657968418877,2.943242735366941,-0.2750717334360087,232615.51603747424,827,7,2,32.31747714323572,30.210679740294154,4.876109712468531
0.16,0.17,0.3005427564119072,2.8027172732112144,-0.3422592211239041,262176.09508279973,838,1,5,33.271498608718694,0.013250298131707963,26.036835828806147
0.16,0.18,0.2985117743942918,2.8016909629315077,-0.35513159093837976,250170.13310716033,841,2,5,33.29799920498211,0.026500596263415926,25.944083741884192
0.16,0.19,0.30321459460408917,2.8177095997884596,-0.3099508610287057,278821.3349607955,831,2,4,32.83423877037233,5.00861269378561,24.07579170531337
0.16,0.2,0.3032377119380336,2.8204899340584673,-0.3099508610287057,278969.71710903454,832,2,4,32.83423877037233,5.14111567510269,23.890287531469458
0.16,0.21,0.30072559373185603,2.84488519136163,-0.3099508610287057,263283.8426744759,828,4,6,32.43672982642109,11.686762952166424,20.140453160196103
0.16,0.22,0.30072559373185603,2.84488519136163,-0.3099508610287057,263283.8426744759,828,4,6,32.43672982642109,11.686762952166424,20.140453160196103
0.16,0.23,0.30591098251285054,2.898057031647984,-0.3099508610287057,296653.1995047932,830,5,5,32.383728633894265,13.568305286868954,19.676692725586324
0.16,0.24,0.31307929970793813,2.9423714569440422,-0.3099508610287057,349586.12171342544,826,5,4,32.15847356565523,18.152908440439912,18.08665694978137
0.16,0.25,0.31663747886894944,2.951640911751323,-0.2750717334360083,379143.7440335492,826,6,4,32.13197296939181,22.6315092089572,13.621306479395786
0.16,0.26,0.31444004947993753,2.944384749373365,-0.2750717334360083,360616.7962265619,827,6,4,32.13197296939181,22.737511594010865,13.475553199946999
0.16,0.27,0.31056367525080963,2.969211034885613,-0.2750717334360083,330046.4245867952,828,5,3,32.078971776864975,24.049291109049953,12.56128262885915
0.16,0.28,0.31056367525080963,2.969211034885613,-0.2750717334360083,330046.4245867952,828,5,3,32.078971776864975,24.049291109049953,12.56128262885915
0.16,0.29,0.31056367525080963,2.969211034885613,-0.2750717334360083,330046.4245867952,828,5,3,32.078971776864975,24.049291109049953,12.56128262885915
0.16,0.3,0.30909432320448205,2.9687278561881754,-0.2750717334360083,319126.4194029722,830,6,3,32.078971776864975,24.00954021465483,12.455280243805486
0.16,0.31,0.30813227205235605,2.9671795511412995,-0.2750717334360083,312166.688178527,830,6,3,32.078971776864975,24.036040810918248,12.336027560620114
0.16,0.32,0.3065589337043675,2.9792287173324663,-0.2750717334360084,301099.7876429691,832,7,4,32.10547237312839,25.665827481118324,10.467735524049292
0.16,0.33,0.29167556819132856,2.9505031545504092,-0.2750717334360084,213539.26440949188,830,6,3,32.383728633894265,26.937856101762293,7.751424407049158
0.16,0.34,0.2864925823466844,2.9295917891474117,-0.2750717334360084,189280.0916386498,833,6,2,32.80773817410892,26.911355505498875,4.876109712468531
0.16,0.35,0.2864925823466844,2.9295917891474117,-0.2750717334360084,189280.0916386498,833,6,2,32.80773817410892,26.911355505498875,4.876109712468531
0.17,0.18,0.30150592130870346,2.80916955219158,-0.35513159093837976,268062.64756433264,840,1,5,33.31124950311382,0.013250298131707963,25.944083741884192
0.17,0.19,0.30621965857018063,2.8251201272283533,-0.3099508610287057,298763.52487861656,830,1,4,32.847489068504046,4.995362395653903,24.07579170531337
0.17,0.2,0.3062428295497879,2.8279204517054852,-0.3099508610287057,298922.52212250204,831,1,4,32.847489068504046,5.127865376970981,23.890287531469458
0.17,0.21,0.2925321924557511,2.815672145757428,-0.3099508610287057,217827.8875072113,837,3,6,33.072744136743076,7.35391546309792,20.140453160196103
0.17,0.22,0.2925321924557511,2.815672145757428,-0.3099508610287057,217827.8875072113,837,3,6,33.072744136743076,7.35391546309792,20.140453160196103
0.17,0.23,0.29768437370568224,2.869537050470743,-0.3099508610287057,245432.93758051068,839,4,5,33.01974294421625,9.23545779780045,19.676692725586324
0.17,0.24,0.30329210564765585,2.910427365779015,-0.3099508610287057,279319.1526311166,835,4,4,32.79448787597721,13.568305286868954,18.08665694978137
0.17,0.25,0.30682119214544756,2.920041513254304,-0.2750717334360083,302917.80206680775,835,5,4,32.76798727971379,18.04690605538625,13.621306479395786
0.17,0.26,0.30464170570172944,2.9127116985969606,-0.2750717334360083,288125.9848605643,836,5,4,32.76798727971379,18.152908440439912,13.475553199946999
0.17,0.27,0.3120601547976236,2.9734075809316214,-0.2750717334360083,341538.95930600225,827,5,3,32.092222074996684,23.784285146415797,12.56128262885915
0.17,0.28,0.3120601547976236,2.9734075809316214,-0.2750717334360083,341538.95930600225,827,5,3,32.092222074996684,23.784285146415797,12.56128262885915
0.17,0.29,0.3120601547976236,2.9734075809316214,-0.2750717334360083,341538.95930600225,827,5,3,32.092222074996684,23.784285146415797,12.56128262885915
0.17,0.3,0.3105891080392327,2.9729273052374743,-0.2750717334360083,330238.5811499093,829,6,3,32.092222074996684,23.74453425202067,12.455280243805486
0.17,0.31,0.3096259469802898,2.9713810997804515,-0.2750717334360083,323036.4238819355,829,6,3,32.092222074996684,23.771034848284085,12.336027560620114
0.17,0.32,0.3080507929587577,2.983581837654753,-0.2750717334360084,311584.0336163236,831,7,4,32.1187226712601,25.400821518484168,10.467735524049292
0.17,0.33,0.2931502140032374,2.9550107173402873,-0.2750717334360084,220973.5432889611,829,6,3,32.396978932025974,26.67285013912813,7.751424407049158
0.17,0.34,0.2879612147331607,2.9343160124425918,-0.2750717334360084,195869.35868009506,832,6,2,32.82098847224063,26.646349542864716,4.876109712468531
0.17,0.35,0.2879612147331607,2.9343160124425918,-0.2750717334360084,195869.35868009506,832,6,2,32.82098847224063,26.646349542864716,4.876109712468531
0.18,0.19,0.3044739082646595,2.8209557752698435,-0.33500867486133573,287016.5823859997,830,1,4,32.86073936663575,4.982112097522194,24.07579170531337
0.18,0.2,0.30449694941668226,2.823750610493828,-0.33500867486133573,287168.6753579422,831,1,4,32.86073936663575,5.114615078839274,23.890287531469458
0.18,0.21,0.2908060050253345,2.8114020014324743,-0.33500867486133573,209269.38922413724,837,3,6,33.085994434874785,7.340665164966212,20.140453160196103
0.18,0.22,0.2908060050253345,2.8114020014324743,-0.33500867486133573,209269.38922413724,837,3,6,33.085994434874785,7.340665164966212,20.140453160196103
0.18,0.23,0.29595119472111886,2.865247003976194,-0.33500867486133573,235789.22724047783,839,4,5,33.03299324234795,9.222207499668743,19.676692725586324
0.18,0.24,0.3015514249674638,2.906110192793635,-0.33500867486133573,268343.88864672865,835,4,4,32.80773817410892,13.555054988737247,18.08665694978137
0.18,0.25,0.30682119214544756,2.920041513254304,-0.2750717334360083,302917.80206680775,835,5,4,32.76798727971379,18.04690605538625,13.621306479395786
0.18,0.26,0.30464170570172944,2.9127116985969606,-0.2750717334360083,288125.9848605643,836,5,4,32.76798727971379,18.152908440439912,13.475553199946999
0.18,0.27,0.3120601547976236,2.9734075809316214,-0.2750717334360083,341538.95930600225,827,5,3,32.092222074996684,23.784285146415797,12.56128262885915
0.18,0.28,0.3120601547976236,2.9734075809316214,-0.2750717334360083,341538.95930600225,827,5,3,32.092222074996684,23.784285146415797,12.56128262885915
0.18,0.29,0.3120601547976236,2.9734075809316214,-0.2750717334360083,341538.95930600225,827,5,3,32.092222074996684,23.784285146415797,12.56128262885915
0.18,0.3,0.3105891080392327,2.9729273052374743,-0.2750717334360083,330238.5811499093,829,6,3,32.092222074996684,23.74453425202067,12.455280243805486
0.18,0.31,0.3096259469802898,2.9713810997804515,-0.2750717334360083,323036.4238819355,829,6,3,32.092222074996684,23.771034848284085,12.336027560620114
0.18,0.32,0.3080507929587577,2.983581837654753,-0.2750717334360084,311584.0336163236,831,7,4,32.1187226712601,25.400821518484168,10.467735524049292
0.18,0.33,0.2931502140032374,2.9550107173402873,-0.2750717334360084,220973.5432889611,829,6,3,32.396978932025974,26.67285013912813,7.751424407049158
0.18,0.34,0.2879612147331607,2.9343160124425918,-0.2750717334360084,195869.35868009506,832,6,2,32.82098847224063,26.646349542864716,4.876109712468531
0.18,0.35,0.2879612147331607,2.9343160124425918,-0.2750717334360084,195869.35868009506,832,6,2,32.82098847224063,26.646349542864716,4.876109712468531
0.19,0.2,0.2972839422257616,2.794504135916384,-0.3099508610287057,243171.56212241197,843,1,4,33.52325427322115,0.13250298131707963,23.890287531469458
0.19,0.21,0.281076621926041,2.767691512114404,-0.3099508610287057,166783.10729846114,851,2,6,34.02676560222605,0.9142705710878494,20.140453160196103
0.19,0.22,0.281076621926041,2.767691512114404,-0.3099508610287057,166783.10729846114,851,2,6,34.02676560222605,0.9142705710878494,20.140453160196103
0.19,0.23,0.28618231722406806,2.8229791217616667,-0.3099508610287057,187915.712195607,853,3,5,33.97376440969922,2.79581290579038,19.676692725586324
0.19,0.24,0.2917402554417059,2.8651185937764474,-0.3099508610287057,213860.24625684606,849,3,4,33.74850934146018,7.128660394858883,18.08665694978137
0.19,0.25,0.3041722055496914,2.9056634354679276,-0.2750717334360083,285032.2356504593,837,5,4,33.04624354047966,16.60262355903008,13.621306479395786
0.19,0.26,0.30199764239341476,2.898301727826784,-0.2750717334360083,271116.9470525188,838,5,4,33.04624354047966,16.708625944083742,13.475553199946999
0.19,0.27,0.30962021828261266,2.935921667666158,-0.2750717334360083,322994.04448772315,823,5,3,32.6089837021333,21.041473433152248,12.56128262885915
0.19,0.28,0.30962021828261266,2.935921667666158,-0.2750717334360083,322994.04448772315,823,5,3,32.6089837021333,21.041473433152248,12.56128262885915
0.19,0.29,0.30962021828261266,2.935921667666158,-0.2750717334360083,322994.04448772315,823,5,3,32.6089837021333,21.041473433152248,12.56128262885915
0.19,0.3,0.3105891080392327,2.9729273052374743,-0.2750717334360083,330238.5811499093,829,6,3,32.092222074996684,23.74453425202067,12.455280243805486
0.19,0.31,0.3096259469802898,2.9713810997804515,-0.2750717334360083,323036.4238819355,829,6,3,32.092222074996684,23.771034848284085,12.336027560620114
0.19,0.32,0.3080507929587577,2.983581837654753,-0.2750717334360084,311584.0336163236,831,7,4,32.1187226712601,25.400821518484168,10.467735524049292
0.19,0.33,0.2931502140032374,2.9550107173402873,-0.2750717334360084,220973.5432889611,829,6,3,32.396978932025974,26.67285013912813,7.751424407049158
0.19,0.34,0.2879612147331607,2.9343160124425918,-0.2750717334360084,195869.35868009506,832,6,2,32.82098847224063,26.646349542864716,4.876109712468531
0.19,0.35,0.2879612147331607,2.9343160124425918,-0.2750717334360084,195869.35868009506,832,6,2,32.82098847224063,26.646349542864716,4.876109712468531
0.2,0.21,0.2820868910909258,2.7718275292023313,-0.3099508610287057,170773.44151754642,852,2,6,34.07976679475288,0.7817675897707698,20.140453160196103
0.2,0.22,0.2820868910909258,2.7718275292023313,-0.3099508610287057,170773.44151754642,852,2,6,34.07976679475288,0.7817675897707698,20.140453160196103
0.2,0.23,0.28719669489144284,2.8273017409214605,-0.3099508610287057,192412.01821752646,854,3,5,34.02676560222605,2.6633099244733005,19.676692725586324
0.2,0.24,0.29275902543394405,2.8696264848409316,-0.3099508610287057,218977.3789583861,850,3,4,33.80151053398702,6.996157413541805,18.08665694978137
0.2,0.25,0.3041722055496914,2.9056634354679276,-0.2750717334360083,285032.2356504593,837,5,4,33.04624354047966,16.60262355903008,13.621306479395786
0.2,0.26,0.30199764239341476,2.898301727826784,-0.2750717334360083,271116.9470525188,838,5,4,33.04624354047966,16.708625944083742,13.475553199946999
0.2,0.27,0.30962021828261266,2.935921667666158,-0.2750717334360083,322994.04448772315,823,5,3,32.6089837021333,21.041473433152248,12.56128262885915
0.2,0.28,0.30962021828261266,2.935921667666158,-0.2750717334360083,322994.04448772315,823,5,3,32.6089837021333,21.041473433152248,12.56128262885915
0.2,0.29,0.30962021828261266,2.935921667666158,-0.2750717334360083,322994.04448772315,823,5,3,32.6089837021333,21.041473433152248,12.56128262885915
0.2,0.3,0.3081615793479633,2.9344663702652283,-0.2750717334360083,312376.52121046075,825,6,3,32.6089837021333,21.054723731283953,12.455280243805486
0.2,0.31,0.3096259469802898,2.9713810997804515,-0.2750717334360083,323036.4238819355,829,6,3,32.092222074996684,23.771034848284085,12.336027560620114
0.2,0.32,0.3080507929587577,2.983581837654753,-0.2750717334360084,311584.0336163236,831,7,4,32.1187226712601,25.400821518484168,10.467735524049292
0.2,0.33,0.2931502140032374,2.9550107173402873,-0.2750717334360084,220973.5432889611,829,6,3,32.396978932025974,26.67285013912813,7.751424407049158
0.2,0.34,0.28897678190554377,2.9397935416710093,-0.2750717334360084,200554.97740509632,833,6,2,32.87398966476746,26.513846561547634,4.876109712468531
0.2,0.35,0.28897678190554377,2.9397935416710093,-0.2750717334360084,200554.97740509632,833,6,2,32.87398966476746,26.513846561547634,4.876109712468531
