A,B,cagr,sharpe,max_dd,end,rebalances,tier2,tier3,cash_pct,pct2,pct3
0.09,0.14,0.3922233791451455,3.041705827351827,-0.36181785288254115,2022642.9920805383,797,8,5,30.555187491718566,17.742149198356962,30.820193454352722
0.09,0.15,0.3897189779477772,3.044848981669973,-0.3575861679303774,1916313.5066035178,799,9,6,30.56843778985027,18.28541142175699,29.958924075791703
0.09,0.16,0.39152704650684367,3.0413016504864085,-0.35284628585632755,1992519.6182286926,781,10,5,29.98542467205512,24.393798860474362,27.189611766264743
0.09,0.17,0.4052385638803542,3.0713832165708386,-0.35284628585632755,2673780.111971376,776,11,5,29.81317079634292,28.355638001855045,26.036835828806147
0.09,0.18,0.4030295353838207,3.0704443074610577,-0.3655114606528538,2550544.9558101357,779,11,5,29.83967139260633,28.36888829998675,25.944083741884192
0.09,0.19,0.4076346017380461,3.0817592068744517,-0.318190583095745,2813953.089790684,771,10,4,29.48191334305022,32.54273221147476,24.07579170531337
0.09,0.2,0.4076602198073527,3.0844099054217615,-0.318190583095745,2815489.5101609887,772,10,4,29.48191334305022,32.67523519279184,23.890287531469458
0.09,0.21,0.3989330056435383,3.083427083287828,-0.318190583095745,2336386.956331539,771,11,6,29.40241155425997,36.517821650987145,20.140453160196103
0.09,0.22,0.3989330056435383,3.083427083287828,-0.318190583095745,2336386.956331539,771,11,6,29.40241155425997,36.517821650987145,20.140453160196103
0.09,0.23,0.3840008737487133,3.0801068596469796,-0.318190583095745,1693402.1149155127,768,10,5,29.548164833708757,34.84828408639194,19.676692725586324
0.09,0.24,0.37857044476730617,3.0998890571230864,-0.318190583095745,1505045.9427915278,769,9,4,29.53491453557705,36.90208029680668,18.08665694978137
0.09,0.25,0.38228194445491237,3.108153718691529,-0.2750717334360085,1631443.0587690321,773,9,4,29.601166026235592,40.943421226977605,13.621306479395786
0.09,0.26,0.38037923299964205,3.102043283428321,-0.2750717334360085,1565414.9118109397,774,9,4,29.601166026235592,41.07592420829469,13.475553199946999
0.09,0.27,0.371104213964214,3.112888914353844,-0.2750717334360085,1278824.5547300586,780,8,3,29.760169603816085,40.9301709288459,12.56128262885915
0.09,0.28,0.371104213964214,3.112888914353844,-0.2750717334360085,1278824.5547300586,780,8,3,29.760169603816085,40.9301709288459,12.56128262885915
0.09,0.29,0.371104213964214,3.112888914353844,-0.2750717334360085,1278824.5547300586,780,8,3,29.760169603816085,40.9301709288459,12.56128262885915
0.09,0.3,0.3695640501626831,3.112411113042791,-0.2750717334360085,1236433.514804787,782,9,3,29.760169603816085,40.89042003445078,12.455280243805486
0.09,0.31,0.36855644529891163,3.110923485354612,-0.2750717334360085,1209438.967290731,782,9,3,29.760169603816085,40.916920630714195,12.336027560620114
0.09,0.32,0.3668585950469474,3.1214029029013264,-0.2750717334360086,1165235.9052361147,784,10,4,29.786670200079502,42.54670730091427,10.467735524049292
0.09,0.33,0.35125845167175074,3.0929551399019624,-0.2750717334360086,825834.5323377094,782,9,3,30.06492646084537,43.818735921558236,7.751424407049158
0.09,0.34,0.346265170517263,3.0718952044599166,-0.2750717334360086,739042.9022728978,783,9,2,30.38293361600636,44.600503511329,4.876109712468531
0.09,0.35,0.346265170517263,3.0718952044599166,-0.2750717334360086,739042.9022728978,783,9,2,30.38293361600636,44.600503511329,4.876109712468531
0.1,0.11,0.37124409841209904,2.9649795018388714,-0.3607875903126275,1282743.5482360036,827,2,8,32.02597058433815,3.0210679740294157,35.497548694845634
0.1,0.12,0.3741576769049717,2.973790329157207,-0.3608799132347747,1367059.5688552244,814,4,7,31.389956274016168,8.639194381873592,33.19199681992845
0.1,0.13,0.38182039276311786,3.002520507988129,-0.360996091731064,1615183.1893042433,808,5,6,31.151450907645422,11.859016827878627,31.933218497416192
0.1,0.14,0.382213822339887,3.013949046710503,-0.36093821200136966,1629033.2902495419,804,7,5,31.005697628196632,15.118590168278786,30.820193454352722
0.1,0.15,0.3797230244805465,3.017270740737279,-0.35670630740403503,1543248.0033056736,806,8,6,31.018947926328345,15.661852391678813,29.958924075791703
0.1,0.16,0.3894522038025423,3.0340241645204977,-0.3527725779770201,1905310.8541562108,780,10,5,30.011925268318535,23.99628991652312,27.189611766264743
0.1,0.17,0.40501422483805394,3.063043771228588,-0.3527725779770201,2661006.9654825954,773,11,5,29.945673777659998,27.20286206439645,26.036835828806147
0.1,0.18,0.40280615582401347,3.062104994996181,-0.3654391952796383,2538393.460500908,776,11,5,29.972174373923416,27.216112362528154,25.944083741884192
0.1,0.19,0.40740945771675374,3.073450280016314,-0.31811292808872954,2800485.09771529,768,10,4,29.614416324367298,31.389956274016168,24.07579170531337
0.1,0.2,0.4074350393914066,3.0761185746243287,-0.31811292808872954,2802012.23601316,769,10,4,29.614416324367298,31.522459255333246,23.890287531469458
0.1,0.21,0.3968468225248265,3.0762873468767866,-0.31811292808872954,2234113.495827934,770,11,6,29.428912150523384,36.12031270703591,20.140453160196103
0.1,0.22,0.3968468225248265,3.0762873468767866,-0.31811292808872954,2234113.495827934,770,11,6,29.428912150523384,36.12031270703591,20.140453160196103
0.1,0.23,0.3819370060821028,3.073007963378136,-0.31811292808872954,1619276.4735413175,767,10,5,29.574665429972175,34.450775142440705,19.676692725586324
0.1,0.24,0.3743129643552032,3.080145773326786,-0.31811292808872954,1371700.6697835515,766,9,4,29.58791572810388,35.6035510798993,18.08665694978137
0.1,0.25,0.37801265952387664,3.0883768131615215,-0.27507173343600816,1486888.078168908,770,9,4,29.654167218762424,39.64489201007023,13.621306479395786
0.1,0.26,0.3761158831186022,3.0822338938031795,-0.27507173343600816,1426712.2096870567,771,9,4,29.654167218762424,39.777394991387304,13.475553199946999
0.1,0.27,0.3668698094151257,3.0930953447915317,-0.27507173343600816,1165522.6786540046,777,8,3,29.81317079634292,39.63164171193852,12.56128262885915
0.1,0.28,0.3668698094151257,3.0930953447915317,-0.27507173343600816,1165522.6786540046,777,8,3,29.81317079634292,39.63164171193852,12.56128262885915
0.1,0.29,0.3668698094151257,3.0930953447915317,-0.27507173343600816,1165522.6786540046,777,8,3,29.81317079634292,39.63164171193852,12.56128262885915
0.1,0.3,0.3653345137521007,3.0926143745078702,-0.27507173343600816,1126890.1825182498,779,9,3,29.81317079634292,39.591890817543394,12.455280243805486
0.1,0.31,0.36433005345152925,3.0911186002734117,-0.27507173343600816,1102288.0456434549,779,9,3,29.81317079634292,39.618391413806805,12.336027560620114
0.1,0.32,0.36263995494450674,3.1016229892890097,-0.27507173343600866,1062059.8166245369,781,10,4,29.83967139260633,41.248178084006895,10.467735524049292
0.1,0.33,0.3470890068523331,3.0730071032427486,-0.27507173343600866,752728.3718046768,779,9,3,30.1179276533722,42.52020670465085,7.751424407049158
0.1,0.34,0.3421133901953126,3.051824950014398,-0.27507173343600866,673653.8631574652,780,9,2,30.435934808533194,43.301974294421626,4.876109712468531
0.1,0.35,0.3421133901953126,3.051824950014398,-0.27507173343600866,673653.8631574652,780,9,2,30.435934808533194,43.301974294421626,4.876109712468531
0.11,0.12,0.3568948262844669,2.9280040324710246,-0.3608799132347747,935650.3011414129,812,3,7,31.575460447860078,5.5651252153173445,33.19199681992845
0.11,0.13,0.36446121515559016,2.9568939485843586,-0.360996091731064,1105470.852127495,806,4,6,31.336955081489332,8.78494766132238,31.933218497416192
0.11,0.14,0.36484964942565434,2.9683881546610142,-0.36093821200136966,1114948.9052953552,802,6,5,31.191201802040545,12.044521001722538,30.820193454352722
0.11,0.15,0.36239020964531643,2.9716268301561115,-0.35670630740403503,1056236.989659022,804,7,6,31.204452100172254,12.587783225122564,29.958924075791703
0.11,0.16,0.3719969120204367,2.9886228946485582,-0.3527725779770201,1304034.497434127,778,9,5,30.19742944216245,20.922220749966876,27.189611766264743
0.11,0.17,0.38831010006777356,3.018932093396054,-0.3527725779770201,1858893.1357524039,770,10,5,30.131177951503908,23.903537829601166,26.036835828806147
0.11,0.18,0.3861283247354903,3.017975470107906,-0.3654391952796383,1773240.9340491497,773,10,5,30.157678547767325,23.916788127732875,25.944083741884192
0.11,0.19,0.3906768126347233,3.0294516524764723,-0.31811292808872954,1956326.196792243,765,9,4,29.799920498211208,28.090632039220882,24.07579170531337
0.11,0.2,0.39070208971694176,3.0321238631433567,-0.31811292808872954,1957392.9859484383,766,9,4,29.799920498211208,28.22313502053796,23.890287531469458
0.11,0.21,0.37773222410303275,3.0296666292953387,-0.31811292808872954,1477839.1028751284,769,10,6,29.614416324367298,33.00649264608453,20.140453160196103
0.11,0.22,0.37773222410303275,3.0296666292953387,-0.31811292808872954,1477839.1028751284,769,10,6,29.614416324367298,33.00649264608453,20.140453160196103
0.11,0.23,0.3818441205193366,3.0765458613966996,-0.31811292808872954,1616015.2540630514,769,10,5,29.58791572810388,34.31827216112362,19.676692725586324
0.11,0.24,0.37578300938344533,3.0851245301690366,-0.31811292808872954,1416397.4072523399,767,9,4,29.601166026235592,35.51079899297734,18.08665694978137
0.11,0.25,0.3794867488898741,3.093509571901177,-0.27507173343600816,1535341.088353453,771,9,4,29.66741751689413,39.552139923148275,13.621306479395786
0.11,0.26,0.37758789986075336,3.0873730068101084,-0.27507173343600816,1473202.8788823062,772,9,4,29.66741751689413,39.68464290446535,13.475553199946999
0.11,0.27,0.3683316959177172,3.0983441762918136,-0.27507173343600816,1203495.931555115,778,8,3,29.826421094474625,39.538889625016566,12.56128262885915
0.11,0.28,0.3683316959177172,3.0983441762918136,-0.27507173343600816,1203495.931555115,778,8,3,29.826421094474625,39.538889625016566,12.56128262885915
0.11,0.29,0.3683316959177172,3.0983441762918136,-0.27507173343600816,1203495.931555115,778,8,3,29.826421094474625,39.538889625016566,12.56128262885915
0.11,0.3,0.3667947133768932,3.097865837245241,-0.27507173343600816,1163603.6259209956,780,9,3,29.826421094474625,39.49913873062144,12.455280243805486
0.11,0.31,0.36578914864197243,3.09637231879765,-0.27507173343600816,1138199.210943173,780,9,3,29.826421094474625,39.52563932688486,12.336027560620114
0.11,0.32,0.3640971903422401,3.1070019106427753,-0.27507173343600866,1096659.1354196242,782,10,4,29.852921690738043,41.15542599708493,10.467735524049292
0.11,0.33,0.3485290295307424,3.0785236816301076,-0.27507173343600866,777240.3617624436,780,9,3,30.131177951503908,42.4274546177289,7.751424407049158
0.11,0.34,0.3435478602187667,3.0574755133547953,-0.27507173343600866,695587.225611516,781,9,2,30.4491851066649,43.20922220749967,4.876109712468531
0.11,0.35,0.3435478602187667,3.0574755133547953,-0.27507173343600866,695587.225611516,781,9,2,30.4491851066649,43.20922220749967,4.876109712468531
0.12,0.13,0.351636693495178,2.9237112570531596,-0.36107570080667134,832796.1417472666,826,2,6,32.31747714323572,3.219822446005035,31.933218497416192
0.12,0.14,0.3520207590745532,2.93525198635015,-0.3610186816668688,839922.9696434311,822,5,5,32.17172386378693,6.479395786405194,30.820193454352722
0.12,0.15,0.3495852283415777,2.9384249076483773,-0.35678678799676306,795707.5984632897,824,6,6,32.184974161918646,7.0226580098052205,29.958924075791703
0.12,0.16,0.3460922689389654,2.916752505989983,-0.3528443776283047,736201.3751849188,811,7,5,31.774214919835696,10.944746256790777,27.189611766264743
0.12,0.17,0.34598502188803626,2.910756550960753,-0.3528443776283047,734444.148496938,808,7,5,31.89346760302107,10.957996554922486,26.036835828806147
0.12,0.18,0.34387064242523335,2.909747612840913,-0.3655095897699635,700616.941961593,811,7,5,31.919968199284483,10.971246853054193,25.944083741884192
0.12,0.19,0.3481507437967517,2.9227878246119543,-0.31818857268027956,770727.4960761149,803,6,4,31.56221014972837,15.184841658937327,24.07579170531337
