strategy,lead_pct_below_sma20,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,trading_costs_total,funding_costs_total,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,cagr_delta_pp_vs_original,max_dd_delta_pp_vs_original,sharpe_delta_vs_original,keeps_original_cagr,improves_original_drawdown,improves_original_sharpe
Lead 0.75 X10.00% Y15.00%,0.0075,0.1,0.15,0.32903452283133805,0.2774709182353473,2.8673584647055788,-0.31676675669752624,502200.9188534587,836,583281.1906376394,17362.459965428156,11,4,751,1146,32.83423877037233,36.12031270703591,7.1551609911223,23.890287531469458,3.512734205811663,2.6948366455547768,-0.36511191789985853,True,True,False
Lead 0.75 X50.00% Y80.00%,0.0075,0.5,0.8,0.4608583017695054,0.32147644131230757,3.233846770306405,-0.3618685094442792,8565472.02072443,765,8296333.761904346,942493.3053695207,4,3,751,1692,28.87239962899165,10.096727176361469,14.787332714986087,46.243540479660794,16.695112099628396,-1.8153386291205165,0.0013763877009678183,True,False,True
Lead 0.75 X60.00% Y80.00%,0.0075,0.6,0.8,0.45445264051291034,0.32231658681432934,3.231550581868484,-0.3618685094442792,7507738.020928848,765,7328907.56547979,827606.6591381537,3,3,751,1750,28.6206439644892,9.328209884722407,15.8076056711276,46.243540479660794,16.054545973968892,-1.8153386291205165,-0.0009198007369533023,True,False,False
Lead 0.75 X55.00% Y80.00%,0.0075,0.55,0.8,0.4533993834248857,0.32199292162162874,3.2237561574162714,-0.3618685094442792,7346371.365701914,765,7166093.151523304,808930.0264700883,3,3,751,1726,28.726646349542868,10.123227772624883,14.90658539817146,46.243540479660794,15.949220265166431,-1.8153386291205165,-0.00871422518916587,True,False,False
Lead 0.75 X45.00% Y80.00%,0.0075,0.45,0.8,0.45925454294239687,0.3195763934772267,3.222171014739242,-0.3618624818933771,8287878.955524852,765,8035070.030433104,911992.8500974176,5,3,751,1637,29.137405591625807,11.3157546044786,13.303299324234796,46.243540479660794,16.534736216917544,-1.81473587403031,-0.01029936786619512,True,False,False
Lead 0.75 X40.00% Y80.00%,0.0075,0.4,0.8,0.45444780451951794,0.31860591939894833,3.209236836621433,-0.3615812830636155,7506989.3405554285,767,7285747.990000271,826075.9843157729,5,3,751,1611,29.243407976679475,11.885517424142042,12.627534119517689,46.243540479660794,16.054062374629652,-1.7866159910541468,-0.023233545984004067,True,False,False
Lead 0.75 X50.00% Y75.00%,0.0075,0.5,0.75,0.4505203759010423,0.31982251142921647,3.207312087060613,-0.3618685094442792,6922207.915962835,767,6964427.6324106995,761707.2327470176,4,3,751,1677,29.01815290844044,11.170001325029814,14.787332714986087,45.02451305154366,15.66131951278209,-1.8153386291205165,-0.025158295544824405,True,False,False
Lead 0.75 X60.00% Y75.00%,0.0075,0.6,0.75,0.44416009745897034,0.3206673287343489,3.2050268821453063,-0.3618685094442792,6067404.112306533,767,6158841.108099986,669058.4209915021,3,3,751,1735,28.76639724393799,10.401484033390751,15.8076056711276,45.02451305154366,15.02529166857489,-1.8153386291205165,-0.027443500460131,True,False,False
Lead 0.75 X35.00% Y80.00%,0.0075,0.35,0.8,0.4457433313629915,0.31697467388102496,3.200980262650065,-0.3609348253076645,6270112.926425798,777,6095946.733626917,689902.5592224726,5,3,751,1581,29.468663044918507,13.329799920498212,10.957996554922486,46.243540479660794,15.183615058977008,-1.721970215459051,-0.0314901199553721,True,False,False
Lead 0.75 X55.00% Y75.00%,0.0075,0.55,0.75,0.4431143024092865,0.3203413877191556,3.1971882439795687,-0.3618685094442792,5936996.158399863,767,6021739.967150381,653851.6266290518,3,3,751,1711,28.87239962899165,11.19650192129323,14.90658539817146,45.02451305154366,14.92071216360651,-1.8153386291205165,-0.0352821386258686,True,False,False
