strategy,trigger_a,trigger_b,lead_pct_below_sma20,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,trading_costs_total,funding_costs_total,tier2_entries,tier3_entries,lead_only_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,simulation
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3857511400092897,0.2353633159364357,3.6604617388207163,-0.22802914163874125,2306.899766612041,272,4012.8345523045873,0.0,3,2,0,39.04761904761905,25.71428571428571,9.523809523809524,25.71428571428571,138
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3949812251731133,0.24289159885557168,3.3878768698864374,-0.2060446942235054,2459.5376664891933,261,3624.065374373109,0.0,4,2,214,32.10317460317461,15.714285714285714,40.992063492063494,11.190476190476192,138
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.41372556850722275,0.24596207891387994,3.448096953308235,-0.20624793055095617,2797.6763592527095,252,3884.856956159896,0.0,5,1,214,30.833333333333336,4.682539682539683,60.83333333333333,3.650793650793651,138
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.16863668397028375,0.2517014981821383,3.2395009696247983,-0.3824061217737605,445.4562437158904,336,1775.668753061978,0.0,4,2,0,41.54761904761905,19.325396825396826,18.69047619047619,20.436507936507937,139
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.21376098739568716,0.2679050181284818,2.9657344402433536,-0.2502689200070605,642.0931960442538,304,2351.053596810731,0.0,3,2,289,32.976190476190474,17.77777777777778,29.841269841269842,19.404761904761905,139
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.24029114984579225,0.26410228457484575,3.0724955473180713,-0.24064937143534998,791.0879784041231,303,2893.494774838557,0.0,3,2,289,31.785714285714285,14.166666666666666,41.19047619047619,12.857142857142856,139
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.20852673794757215,0.24784872991222262,3.4300207531877653,-0.3666846327542254,615.8630420442763,298,2220.0335843021485,0.0,2,1,0,41.66666666666667,6.23015873015873,30.793650793650794,21.30952380952381,140
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.28847571844920594,0.2861378923986642,3.191467881438869,-0.37273615246312536,1142.8062590900884,285,3605.425301394379,0.0,3,2,268,32.06349206349206,6.904761904761905,30.674603174603178,30.357142857142854,140
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.2850536312086316,0.2675440737998189,3.252122729036812,-0.34165268114872904,1113.848010485015,276,3402.0156755490584,0.0,4,2,268,31.26984126984127,0.7142857142857143,49.60317460317461,18.412698412698415,140
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2151379746509523,0.21769392151956296,3.5086138299622824,-0.32118561337151325,649.157929714892,316,1866.8767879010986,0.0,4,2,0,41.11111111111111,25.67460317460317,16.11111111111111,17.103174603174605,141
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.260085819361209,0.22120089344729807,3.1172498082399343,-0.2464877803821113,921.699103405493,264,1470.934551329533,0.0,4,2,313,31.9047619047619,15.119047619047619,45.07936507936508,7.896825396825396,141
