strategy,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,calmar,trading_costs_total,funding_costs_total,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_cash
Buy & hold 1x,0.08821825979202358,0.1599042226259311,0.41803434372665055,-0.5403411074615765,1260.3549710138425,2,0.0,,,,,,,,,,,
SMA20 1x/cash,0.10503998035545914,0.09818984509587518,1.1192167492981147,-0.31481956375975384,1996.420529596553,757,40.479585223590405,,,,,,,,,,,
Guarded A5/B25 SMA20 Lead (max 1x),0.11633423792149644,0.10857762671832118,1.0872876879290816,-0.25168471555672045,2708.1526222274956,646,29.52689565780946,0.46222210063160946,884.3319863310293,0.0,70.47310434219054,0.0,0.0,12.0,7.0,959.0,2052.0,29.539857420609202
