simulation,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,worst_daily_return
297,0.3357946647266119,0.30236671072295435,3.4641548810318463,-0.33113313686804013,1618.599976844186,312,42.698412698412696,11.26984126984127,4.246031746031746,41.785714285714285,2,2,-0.11482686346025912
298,0.10365300505986141,0.26107535375607577,3.4130786090862517,-0.5695737582885528,256.45364832555157,318,46.111111111111114,10.03968253968254,9.96031746031746,33.88888888888889,1,1,-0.10583369511396025
299,0.4038368034474331,0.3320363253339891,3.2005869832884093,-0.3003178113330144,2614.4283171721318,275,45.51587301587301,5.158730158730158,11.785714285714285,37.53968253968254,1,1,-0.15810903942915186
300,0.3685064306402128,0.24152519919432394,3.212072043178424,-0.2096812859805065,2044.2928998012264,298,39.007936507936506,32.857142857142854,13.412698412698413,14.722222222222223,2,3,-0.0920797839073836
301,0.2348402275914303,0.23481997393346565,3.3993993125965845,-0.25375519936930857,758.1650619688414,267,47.5,17.976190476190474,5.119047619047619,29.404761904761905,2,1,-0.08423210223565161
302,0.3788888729236992,0.29446041145639407,2.9388487331714703,-0.29260635233335963,2198.9813696937717,265,37.5,36.547619047619044,2.976190476190476,22.976190476190474,1,1,-0.1581090394291512
303,0.2266138826187818,0.28196654420391626,3.4621723359455086,-0.33251169859582874,710.8012173495066,322,41.70634920634921,13.571428571428571,6.071428571428571,38.65079365079365,2,2,-0.1300076973539412
304,0.41218874853171994,0.25421080639327565,3.4396512175095797,-0.21735691415088054,2768.462897287087,275,37.06349206349206,21.825396825396826,22.142857142857142,18.96825396825397,4,1,-0.10539306332320135
305,0.2373323323690093,0.21789921477887578,3.3715424307197184,-0.3079004975877337,773.0614957865345,308,38.2936507936508,31.666666666666664,16.626984126984127,13.412698412698413,2,1,-0.0892952436107991
306,0.24941578115884266,0.2976325469702717,3.4947395825372456,-0.32212628813394756,849.0768111676986,295,49.404761904761905,4.444444444444445,0.5555555555555556,45.595238095238095,1,1,-0.09620415519423153
307,0.27178206503827496,0.17008857807202776,3.8118767560704225,-0.18639957351569522,1007.6604022512854,296,33.96825396825397,47.26190476190476,9.801587301587302,8.968253968253968,2,1,-0.06164125073046966
308,0.3324616026334455,0.1801825914028102,3.54384548623219,-0.18752323782674568,1580.0406538894829,280,36.94444444444444,43.76984126984127,17.42063492063492,1.8650793650793651,2,1,-0.05853541401410298
309,0.342356959990161,0.2096033987722075,3.82076002315775,-0.24386027729856596,1696.9917475538857,304,39.56349206349206,22.61904761904762,29.761904761904763,8.055555555555555,5,1,-0.10543308670169749
310,0.38345690777363894,0.292427478008143,3.7110868882116788,-0.3881830384094701,2270.3030861584925,301,38.96825396825397,13.333333333333334,0.3968253968253968,47.3015873015873,1,1,-0.10186107241277823
