strategy,cagr,ann_volatility,sharpe,sortino,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,win_rate,profit_factor,beta,alpha,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,avg_leverage,total_trades
Buy & Hold SPY 1x,0.19226992756845784,0.1912979390606796,0.5175911331374742,0.6644123537814491,-0.48576313977023583,0.39581003955837574,19520.436890990564,2,0.19990000000000002,0.0,0.5385839299920445,1.1021774943164697,nan,nan,0.0,100.0,0.0,0.0,1.0,0
Buy & Hold SSO 2x,0.22968598540939622,0.3769449780807251,0.4855740427239106,0.6254345708081189,-0.8144743699273909,0.28200517277157827,49320.04080546813,2,0.2998,0.0,0.5399840595111584,1.0951389196815673,nan,nan,0.0,0.0,100.0,0.0,2.0,0
Buy & Hold UPRO 3x,0.20499780469863582,0.5715947544243057,0.44878436923144005,0.575101497595127,-0.9744877646000125,0.2103646778805674,26842.351974955393,2,0.39970000000000006,0.0,0.5361741669985397,1.0880880590436839,nan,nan,0.0,0.0,0.0,100.0,3.0,0
SMA200 ±3% Band 3x,0.29480846490991497,0.3524491445853709,0.6501230186855559,0.7191408074915923,-0.48562760105248476,0.6070669465058952,231883.8937927226,32,3334.6468845837367,0.0,0.676088110403397,1.142859227461158,nan,nan,28.772022784474764,0.0,0.0,100.0,3.0,31
SMA200 ±3% Band 2x,0.2566742566534119,0.2349884059188032,0.6945142540842231,0.7674967887931009,-0.32413855490755145,0.791865863431824,94588.7656975547,32,1044.2058591924053,0.0,0.6791926702961094,1.1532442968023475,nan,nan,28.772022784474764,0.0,100.0,0.0,2.0,31
SMA200 ±3% Band + RSI>30 Exit 3x,0.30289926708540027,0.35798082846635254,0.6631422506648181,0.7304567385219806,-0.485627601052485,0.6237274537710304,279523.7850752281,32,3730.3455932251004,0.0,0.6754246284501062,1.1468639246166694,nan,nan,28.599814544972844,0.0,0.0,71.40018545502716,3.0,31
SMA200 ±3% Band + RSI>30 Exit 2x,0.26253722692407133,0.23864455591463632,0.7070919906777983,0.7780780150060264,-0.3275121192538517,0.8016107236647969,108761.57198132429,32,1134.7293497833448,0.0,0.678528747842252,1.1572335035644588,nan,nan,28.599814544972844,0.0,71.40018545502716,0.0,2.0,31
SMA200 ±3% Band + RSI>30 Exit + RSI Scale 1-3x,0.2339081242617287,0.19315816650007311,0.817958092316484,0.8339317481823428,-0.29167870260515255,0.8019376189367233,54660.71664264611,707,6007.600101165808,0.0,0.680622009569378,1.215093736895467,nan,nan,28.599814544972844,51.84792687773216,18.929659557557294,0.6225990197377136,1.282560296846011,706
SMA200 ±3% Band + RSI>30 Exit + VIX Scale 1-3x,0.2442832165103792,0.2041404491187043,0.7808826075901936,0.7862114591728704,-0.30486243709189126,0.8012899812801394,70267.2523752861,427,5948.89910131077,0.0,0.6823013553016211,1.2099502785399856,nan,nan,28.599814544972844,51.46377003576633,18.61173665386144,1.3246787653993908,1.297773654916512,426
