scenario,dd_stop_pct,pause_sessions,cagr,ann_volatility,sharpe,start_$,end_$,max_drawdown,risk_off_days,rebalances
Baseline (no DD pause),n/a,none,0.4852062485712254,0.32945421261829,3.7586118900357235,100.0,14077733.40455974,-0.43885569830026244,0,868
-7% DD vs session peak -> cash 63d -> reset peak | 3 months (~63 sessions),7.0,63,0.12775260917415854,0.18952844754643075,1.9965258529319572,100.0,3646.1621693596653,-0.3538146257220812,4906,331
-7% DD vs session peak -> cash 42d -> reset peak | 2 months (~42 sessions),7.0,42,0.1369735424013896,0.20827597263909167,2.309389566423303,100.0,4654.971227758399,-0.40582929447304605,4242,420
-7% DD vs session peak -> cash 21d -> reset peak | 1 month (~21 sessions),7.0,21,0.08202761212473852,0.24650200132419922,2.552895115599802,100.0,1053.5251166706712,-0.7019364565828898,3045,606
-7% DD vs session peak -> cash 10d -> reset peak | 2 weeks (~10 sessions),7.0,10,0.14093001701067687,0.27829706768862306,2.965482576502834,100.0,5166.188305152595,-0.7614708670834615,1820,738
-7% DD vs session peak -> cash 5d -> reset peak | 1 week (5 sessions),7.0,5,0.1647322502262718,0.2983914835133899,3.2169295739485775,100.0,9597.237512287344,-0.6070810163353246,1025,844
