label,w_sp500,w_gold,w_tbills,cagr,ann_volatility,sharpe,max_drawdown,final_value,start_value
Equal weight 33/33/33,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.18251969339236984,0.1354955481823307,0.6538474877035525,-0.22961304259079973,7436.861764295392,100.0
Max CAGR (5% grid),0.0,1.0,0.0,0.2297643648222416,0.20699429270875033,0.610364822565867,-0.29734846906222734,20355.759060767745,100.0
Max Sharpe (5% grid),0.30000000000000004,0.6000000000000001,0.09999999999999987,0.2102809779233077,0.16048649023695175,0.69163157589584,-0.2745671096845779,13502.664678759244,100.0
