strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days
Guarded A5/B25 SMA20 Lead,0.09810349524442596,0.28869274945930534,0.4552832904850973,-0.8268955190349039,0.11864073874644487,1654.1904801424641,774,421.23407171482324,0.0,28.739896647674573,8.930700940771167,48.70809593215847,13.621306479395786,10,4,749
