name,fast,slow,signal,hist_pct,confirm_days,req_sma200,exit_sma200,final,full_return,full_max_dd,crash_return,crash_max_dd,y2008_return,bh_crash_return,crash_vs_bh,avg_leverage,rebalances,trading_costs
MACD 8/21/5 3x,8,21,5,0.1,3,True,True,19670.60829654066,195.7060829654066,-0.4857631397702356,-0.37595493994012186,-0.4857631397702356,-0.3758465002718241,-0.37595493994012186,0.0,1.0,0,0.0
MACD 8/21/5 3x,8,21,5,0.2,1,False,False,34667.52252963484,345.67522529634846,-0.4843175765768526,-0.16502980491871466,-0.4843175765768526,-0.3515597410084117,-0.37595493994012186,0.2109251350214072,1.0659777424483308,48,2481.785707288268
MACD 8/21/5 3x,8,21,5,0.2,1,True,False,17068.553556557927,169.68553556557927,-0.48576313977023483,-0.37595493994011975,-0.48576313977023483,-0.3758465002718232,-0.37595493994012186,2.1094237467877974e-15,1.017753047164812,18,481.8858662480754
MACD 8/21/5 3x,8,21,5,0.2,1,True,True,17756.592925266446,176.56592925266446,-0.48576313977023483,-0.37595493994011975,-0.48576313977023483,-0.3758465002718232,-0.37595493994012186,2.1094237467877974e-15,1.0174880763116056,18,490.35442859675317
MACD 8/21/5 3x,8,21,5,0.2,3,False,False,19670.60829654066,195.7060829654066,-0.4857631397702356,-0.37595493994012186,-0.4857631397702356,-0.3758465002718241,-0.37595493994012186,0.0,1.0,0,0.0
MACD 8/21/5 3x,8,21,5,0.2,3,True,False,19670.60829654066,195.7060829654066,-0.4857631397702356,-0.37595493994012186,-0.4857631397702356,-0.3758465002718241,-0.37595493994012186,0.0,1.0,0,0.0
MACD 8/21/5 3x,8,21,5,0.2,3,True,True,19670.60829654066,195.7060829654066,-0.4857631397702356,-0.37595493994012186,-0.4857631397702356,-0.3758465002718241,-0.37595493994012186,0.0,1.0,0,0.0
MACD 8/21/9 3x,8,21,9,0.0,1,False,False,5062.668624058477,49.62668624058477,-0.8248452336748692,-0.5474942834393572,-0.6872979376875825,-0.4942413524736523,-0.37595493994012186,-0.17153934349923539,1.9939056703762585,769,13158.17514234856
MACD 8/21/9 3x,8,21,9,0.0,1,True,False,1549.2969821787708,14.492969821787709,-0.7091595958254108,-0.4250916404680488,-0.518164104761835,-0.375846500271823,-0.37595493994012186,-0.04913670052792696,1.6605723370429253,567,5602.555691838916
MACD 8/21/9 3x,8,21,9,0.0,1,True,True,1439.0015416658405,13.390015416658406,-0.7182931787654534,-0.40091037847337696,-0.49789757040377314,-0.37584650027182354,-0.37595493994012186,-0.024955438533255103,1.645998940116587,567,5062.146207320648
MACD 8/21/9 3x,8,21,9,0.0,3,False,False,19670.60829654066,195.7060829654066,-0.4857631397702356,-0.37595493994012186,-0.4857631397702356,-0.3758465002718241,-0.37595493994012186,0.0,1.0,0,0.0
MACD 8/21/9 3x,8,21,9,0.0,3,True,False,19670.60829654066,195.7060829654066,-0.4857631397702356,-0.37595493994012186,-0.4857631397702356,-0.3758465002718241,-0.37595493994012186,0.0,1.0,0,0.0
