strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_cash,simulation
Guarded A5/B25 SMA20 Lead (max 1x),0.08446640788879334,0.114935890943244,0.52251597905492,-0.2224838958800487,0.37965178358047574,218.49093953398904,268,48.722952342261856,0.0,26.785714285714285,73.21428571428571,0.0,0.0,3,1,288,441,26.785714285714285,0
Guarded A5/B25 SMA20 Lead (max 1x),0.09732409888612858,0.1084730379205071,0.6054078418123213,-0.20120951688595806,0.4836953062279362,244.81313104094926,264,43.800969327893476,0.0,28.253968253968253,71.74603174603175,0.0,0.0,3,0,287,558,28.293650793650794,1
Guarded A5/B25 SMA20 Lead (max 1x),0.1622173369388329,0.11217886031331056,1.1602270176234364,-0.16647545173832295,0.9744219657911891,426.2346369698362,228,52.7355587459765,0.0,25.436507936507937,74.56349206349206,0.0,0.0,4,0,282,434,25.476190476190474,2
Guarded A5/B25 SMA20 Lead (max 1x),0.10848276259336709,0.10833278406730872,0.7239524972074022,-0.2081944610818276,0.5210645952330577,269.9237685738537,258,49.77972194591483,0.0,27.3015873015873,72.6984126984127,0.0,0.0,4,0,290,499,27.341269841269842,3
Guarded A5/B25 SMA20 Lead (max 1x),0.06576178908044761,0.10598623788982992,0.3380388454099056,-0.23796579193190398,0.27634975828486275,184.7189492915553,277,43.02401298917587,0.0,29.20634920634921,70.7936507936508,0.0,0.0,2,0,328,629,29.246031746031747,4
Guarded A5/B25 SMA20 Lead (max 1x),0.10110609119174363,0.11165870098930221,0.6733610854222764,-0.23128118089594632,0.4371565848984115,253.07869288675795,267,50.67637761174014,0.0,25.71428571428571,74.28571428571429,0.0,0.0,3,0,342,485,25.714285714285715,5
Guarded A5/B25 SMA20 Lead (max 1x),0.10073660147621455,0.11828316020943065,0.6097223052279281,-0.19830784396518583,0.5079809222972516,252.26028955446102,266,48.056376933993334,0.0,26.547619047619047,73.45238095238096,0.0,0.0,3,0,309,535,26.58730158730159,6
Guarded A5/B25 SMA20 Lead (max 1x),0.09913884517061233,0.12082887076857621,0.4839656338014765,-0.25780744807003736,0.38454608628560544,248.74857089807068,269,38.011996386615834,0.0,25.793650793650798,74.20634920634922,0.0,0.0,4,0,331,468,25.793650793650794,7
Guarded A5/B25 SMA20 Lead (max 1x),0.10674951689521839,0.1271441843473958,0.6188205495650418,-0.2606728492673382,0.40951528782247404,265.87795657083933,280,54.330845340156934,0.0,28.174603174603174,71.82539682539682,0.0,0.0,3,0,315,504,28.214285714285715,8
Guarded A5/B25 SMA20 Lead (max 1x),0.0961635590309009,0.10892407667283119,0.508521916883134,-0.25502107892812625,0.3770808257697126,242.32574714082097,262,39.389311404068,0.0,27.65873015873016,72.34126984126983,0.0,0.0,3,0,356,542,27.6984126984127,9
Guarded A5/B25 SMA20 Lead (max 1x),0.09554534890062438,0.1145923676689645,0.48493152555681024,-0.195729086603873,0.4881509976797377,241.01000736765752,256,36.994654823305936,0.0,25.912698412698415,74.0873015873016,0.0,0.0,3,0,324,453,25.952380952380953,10
Guarded A5/B25 SMA20 Lead (max 1x),0.13658365164788666,0.11237273032611986,0.924851369188359,-0.17761042851140094,0.7690069372200139,343.6927912729605,230,51.31440130986832,0.0,26.23015873015873,73.76984126984128,0.0,0.0,5,0,300,464,26.23015873015873,11
Guarded A5/B25 SMA20 Lead (max 1x),0.10502595491318645,0.11449391443095637,0.7053692358364274,-0.19729183260821778,0.5323380776828559,261.90873720022574,287,53.68013083859678,0.0,27.65873015873016,72.34126984126983,0.0,0.0,4,0,340,490,27.658730158730158,12
Guarded A5/B25 SMA20 Lead (max 1x),0.11757300197120335,0.11940091010054552,0.8147823776141007,-0.22620030925293616,0.519773833906362,292.06031373535035,264,58.46189616133975,0.0,25.873015873015877,74.12698412698413,0.0,0.0,4,0,344,573,25.91269841269841,13
Guarded A5/B25 SMA20 Lead (max 1x),0.0930631627521541,0.10706164045204872,0.5760316594210804,-0.3209734340872113,0.28994039029058094,235.79138918993223,254,42.59301266464571,0.0,24.92063492063492,75.07936507936508,0.0,0.0,3,0,295,514,24.96031746031746,14
Guarded A5/B25 SMA20 Lead (max 1x),0.08214143544440322,0.11242240786132274,0.4133111318453975,-0.3238172398499701,0.25366603545401323,214.01194998074308,280,40.34124910717074,0.0,29.365079365079367,70.63492063492063,0.0,0.0,4,1,302,648,29.404761904761905,15
Guarded A5/B25 SMA20 Lead (max 1x),0.148725657390969,0.10639515441287552,1.134777726325636,-0.1080616226202331,1.3763041289287663,380.8102511876787,209,52.397034382886346,0.0,24.484126984126984,75.51587301587301,0.0,0.0,4,0,280,419,24.484126984126984,16
Guarded A5/B25 SMA20 Lead (max 1x),0.0838911547290444,0.11185505020528035,0.42491339592361926,-0.2751745920262271,0.3048651916273166,217.37497862200937,269,40.013693979627774,0.0,26.150793650793652,73.84920634920636,0.0,0.0,4,1,364,505,26.150793650793652,17
Guarded A5/B25 SMA20 Lead (max 1x),0.07370377465853895,0.1048468214598612,0.30443214192496604,-0.17018357629814357,0.4330839453592029,198.4400177646661,265,35.23202790539707,0.0,26.944444444444443,73.05555555555556,0.0,0.0,3,0,380,458,26.944444444444443,18
Guarded A5/B25 SMA20 Lead (max 1x),0.0932686039217665,0.11536522416665232,0.49682572665512353,-0.2678734235697715,0.3481816250333372,236.21943687494777,262,39.32258553125951,0.0,27.1031746031746,72.89682539682539,0.0,0.0,4,1,337,521,27.142857142857142,19
Guarded A5/B25 SMA20 Lead (max 1x),0.11621885994079029,0.11012791259999043,0.7717523013521067,-0.2161724826095847,0.5376209707073853,288.6628513352373,269,46.882272959126794,0.0,25.357142857142854,74.64285714285714,0.0,0.0,3,0,313,339,25.357142857142858,20
Guarded A5/B25 SMA20 Lead (max 1x),0.11801822892237634,0.10642016357882508,0.7389858183465605,-0.23262426848653928,0.5073341216297277,293.1851659924848,258,40.108352891942545,0.0,23.253968253968253,76.74603174603175,0.0,0.0,5,0,303,457,23.293650793650794,21
Guarded A5/B25 SMA20 Lead (max 1x),0.16565013375056026,0.10802410087884218,1.2376223058353222,-0.10583099566604927,1.5652326873430433,438.541099513274,234,55.29245504847596,0.0,21.865079365079364,78.13492063492063,0.0,0.0,5,0,317,350,21.904761904761905,22
Guarded A5/B25 SMA20 Lead (max 1x),0.11999405981020939,0.10492906376142142,0.7963765132183185,-0.18461482554336592,0.6499697922798884,298.2240445067431,241,40.396045457452146,0.0,26.42857142857143,73.57142857142858,0.0,0.0,4,0,304,453,26.428571428571427,23
Guarded A5/B25 SMA20 Lead (max 1x),0.09238930405494261,0.11804411802907605,0.5099411406761984,-0.14394014364355856,0.6418591903293346,234.39224456137111,264,43.160589432127374,0.0,27.936507936507937,72.06349206349206,0.0,0.0,3,0,325,596,27.976190476190474,24
Guarded A5/B25 SMA20 Lead (max 1x),0.11272981516089331,0.10474590524585979,0.6941867505456498,-0.2605692003903444,0.43262908659971694,280.0716818004437,268,39.130993826526584,0.0,25.476190476190474,74.52380952380952,0.0,0.0,3,0,319,545,25.515873015873016,25
Guarded A5/B25 SMA20 Lead (max 1x),0.11309411068469699,0.10635387760841453,0.6912106186815122,-0.19419057804959264,0.5823872188887294,280.95785230797674,270,38.9645945469671,0.0,26.944444444444443,73.05555555555556,0.0,0.0,3,0,354,495,26.984126984126984,26
Guarded A5/B25 SMA20 Lead (max 1x),0.0858550926232573,0.10899817869718088,0.526753338564559,-0.25081412921816065,0.34230564637999195,221.20610669598477,247,44.810239867291976,0.0,28.174603174603174,71.82539682539682,0.0,0.0,3,0,285,599,28.174603174603174,27
Guarded A5/B25 SMA20 Lead (max 1x),0.10507990933483602,0.10912173379343777,0.6421600404592409,-0.21410066905186695,0.4907967350133777,262.03217983117446,265,41.977114054503716,0.0,29.761904761904763,70.23809523809523,0.0,0.0,3,0,299,456,29.761904761904763,28
Guarded A5/B25 SMA20 Lead (max 1x),0.11166753851683331,0.10522820952646829,0.6294617994666938,-0.2801197224798191,0.3986421860205801,277.5019173328647,248,37.75483933189796,0.0,28.293650793650794,71.7063492063492,0.0,0.0,6,2,310,574,28.333333333333332,29
Guarded A5/B25 SMA20 Lead (max 1x),0.062024471958382676,0.10597067729975991,0.25095995879742256,-0.1984153119732911,0.3125992210053419,178.56148771742804,288,39.68925394577946,0.0,30.198412698412696,69.8015873015873,0.0,0.0,2,0,342,643,30.238095238095237,30
Guarded A5/B25 SMA20 Lead (max 1x),0.06568777645284607,0.10285795874045471,0.24897639233369326,-0.25616811875152895,0.2564244792559847,184.59518493971183,288,36.1341277343438,0.0,29.365079365079367,70.63492063492063,0.0,0.0,3,1,351,521,29.404761904761905,31
Guarded A5/B25 SMA20 Lead (max 1x),0.07124109739648121,0.10871653083692429,0.4161960217873121,-0.25419587160175905,0.28026063896148745,194.09074764593097,265,44.13494033278192,0.0,30.753968253968257,69.24603174603175,0.0,0.0,2,1,319,624,30.753968253968253,32
Guarded A5/B25 SMA20 Lead (max 1x),0.21417736899305861,0.10938084915822908,1.5467925463193515,-0.13901060548659447,1.5407268261536555,650.0787326263895,200,55.64949151739979,0.0,24.92063492063492,75.07936507936508,0.0,0.0,4,0,287,410,24.96031746031746,33
Guarded A5/B25 SMA20 Lead (max 1x),0.10704936902840823,0.11199973093145542,0.7135980529937272,-0.23100009816137507,0.463416985016276,266.5739706642178,244,48.05362654879945,0.0,25.833333333333336,74.16666666666667,0.0,0.0,4,0,307,503,25.873015873015873,34
Guarded A5/B25 SMA20 Lead (max 1x),0.09434565441959353,0.11104624292264596,0.5219534531903933,-0.27869493801333045,0.33852661656553235,238.47494854730104,245,44.71224899019091,0.0,25.873015873015877,74.12698412698413,0.0,0.0,3,0,348,479,25.873015873015873,35
Guarded A5/B25 SMA20 Lead (max 1x),0.11463766004572018,0.11865285309218887,0.6894032081050548,-0.1766360997099094,0.6490047064784058,284.74058011652403,230,39.91195131705125,0.0,24.325396825396826,75.67460317460318,0.0,0.0,4,0,269,439,24.365079365079364,36
Guarded A5/B25 SMA20 Lead (max 1x),0.10284489076220171,0.11366989850377827,0.6080455180467765,-0.19161377643308466,0.5367301489312132,256.9621016026563,270,42.821397166324054,0.0,28.015873015873016,71.98412698412699,0.0,0.0,3,0,333,484,28.055555555555557,37
Guarded A5/B25 SMA20 Lead (max 1x),0.1107639172073216,0.10519414990864952,0.7096017520886576,-0.14015817502529118,0.7902779640740508,275.33261569607595,258,45.62616735146003,0.0,28.65079365079365,71.34920634920636,0.0,0.0,4,1,298,597,28.69047619047619,38
Guarded A5/B25 SMA20 Lead (max 1x),0.08625764002726855,0.1157486949109274,0.4794531284450501,-0.18372102336495671,0.46950337227286254,221.99880453035388,256,42.45596245104845,0.0,28.92857142857143,71.07142857142857,0.0,0.0,4,0,319,603,28.96825396825397,39
Guarded A5/B25 SMA20 Lead (max 1x),0.1506292729880594,0.10848910405446022,0.9658968910332114,-0.1604834039797722,0.9385971960505346,386.9444162742477,232,36.19023923914427,0.0,26.23015873015873,73.76984126984128,0.0,0.0,2,0,309,448,26.23015873015873,40
Guarded A5/B25 SMA20 Lead (max 1x),0.12077333661387812,0.10778363301914982,0.7264273662329184,-0.1437838814215573,0.8399643647105688,300.2326515735031,250,38.86786486829023,0.0,24.166666666666668,75.83333333333333,0.0,0.0,4,0,329,459,24.206349206349206,41
Guarded A5/B25 SMA20 Lead (max 1x),0.1042692144816244,0.11384227711725911,0.686140911093149,-0.18138081812597867,0.574863514008432,260.1828705393897,274,49.44360460227779,0.0,24.325396825396826,75.67460317460318,0.0,0.0,5,0,313,416,24.365079365079364,42
Guarded A5/B25 SMA20 Lead (max 1x),0.1408016705346966,0.10863456175005617,0.946704589138199,-0.15149186474885581,0.92943387269091,356.20194334365164,250,43.15809716082165,0.0,27.53968253968254,72.46031746031746,0.0,0.0,3,0,273,476,27.57936507936508,43
Guarded A5/B25 SMA20 Lead (max 1x),0.07949981643794835,0.11803232021790289,0.45956270242617725,-0.2622242241144121,0.3031749515378925,209.02297005049448,288,46.77248386208467,0.0,26.42857142857143,73.57142857142858,0.0,0.0,2,0,316,469,26.46825396825397,44
Guarded A5/B25 SMA20 Lead (max 1x),0.08546643950429589,0.11038886724721511,0.4004120061447114,-0.22966192553206485,0.37214022004863523,220.44317787963178,271,36.53473096088863,0.0,27.063492063492063,72.93650793650794,0.0,0.0,3,0,316,559,27.063492063492063,45
Guarded A5/B25 SMA20 Lead (max 1x),0.151592946231756,0.11498324325232893,1.0416259829344479,-0.14426355467581534,1.0508055660517381,390.083375482472,268,52.084186182456655,0.0,26.904761904761905,73.09523809523809,0.0,0.0,4,0,300,460,26.944444444444443,46
Guarded A5/B25 SMA20 Lead (max 1x),0.06186835680745517,0.10705872592616086,0.3384501986525316,-0.3259912689949138,0.1897853184786383,178.308330042436,256,46.27441864956602,0.0,28.65079365079365,71.34920634920636,0.0,0.0,4,3,314,630,28.69047619047619,47
Guarded A5/B25 SMA20 Lead (max 1x),0.1388044057528368,0.11189159820763463,0.954146230353371,-0.16542510863129867,0.8390770113514365,350.22878431640993,258,51.34355691437775,0.0,24.960317460317462,75.03968253968254,0.0,0.0,4,0,307,356,24.96031746031746,48
Guarded A5/B25 SMA20 Lead (max 1x),0.11971801307156227,0.10429585018236684,0.850903288293637,-0.15749974310569048,0.7601156085138836,297.51542109741825,227,44.97006356811288,0.0,27.3015873015873,72.6984126984127,0.0,0.0,4,0,280,424,27.3015873015873,49
Guarded A5/B25 SMA20 Lead (max 1x),0.06051706101401089,0.1115774998348658,0.19310318593173842,-0.25234753684958305,0.23981633333747707,176.13046525488076,285,37.17759090625179,0.0,27.460317460317462,72.53968253968253,0.0,0.0,4,1,353,618,27.5,50
Guarded A5/B25 SMA20 Lead (max 1x),0.13847058398837842,0.10501140987964305,1.0154270252901343,-0.12920684231549953,1.0716969899338498,349.2392390921157,238,45.36191099818657,0.0,26.50793650793651,73.4920634920635,0.0,0.0,3,0,276,516,26.547619047619047,51
Guarded A5/B25 SMA20 Lead (max 1x),0.06911156343830838,0.10100163618431517,0.35384822942202326,-0.18055149834617923,0.38278033730740785,190.3989353103966,267,40.6645316700039,0.0,29.365079365079367,70.63492063492063,0.0,0.0,2,1,335,486,29.365079365079364,52
Guarded A5/B25 SMA20 Lead (max 1x),0.08001674215195242,0.11360174469497107,0.46371742662979293,-0.18475095190672616,0.4331059803813616,209.9909540651084,270,45.468164596788476,0.0,27.936507936507937,72.06349206349206,0.0,0.0,4,0,333,573,27.976190476190474,53
Guarded A5/B25 SMA20 Lead (max 1x),0.0832637388720463,0.10675675389102356,0.5109526839662065,-0.1814973879148101,0.4587599845300695,216.16365240068293,252,45.99982003242273,0.0,24.444444444444443,75.55555555555556,0.0,0.0,4,0,333,509,24.484126984126984,54
Guarded A5/B25 SMA20 Lead (max 1x),0.10951734421353732,0.11188627370495183,0.7564026490797744,-0.205218986667478,0.533660876081565,272.36494832503035,270,52.771191406103235,0.0,26.50793650793651,73.4920634920635,0.0,0.0,5,0,328,427,26.547619047619047,55
Guarded A5/B25 SMA20 Lead (max 1x),0.07508503887133888,0.11316087122068812,0.3870853016223898,-0.3474743266701988,0.21608801890737953,200.91748694535744,279,44.00604466085559,0.0,29.20634920634921,70.7936507936508,0.0,0.0,3,0,323,564,29.206349206349206,56
Guarded A5/B25 SMA20 Lead (max 1x),0.07955907341924129,0.11820883982112117,0.2832234406076966,-0.268907317452019,0.29586057446516667,209.13373005938922,234,32.62050712370321,0.0,25.71428571428571,74.28571428571429,0.0,0.0,3,0,333,590,25.753968253968253,57
Guarded A5/B25 SMA20 Lead (max 1x),0.05988034002870557,0.10341210129726401,0.2920617501575612,-0.26713351985703665,0.22415884034602646,175.11256012348852,298,46.32283454342008,0.0,33.57142857142857,66.42857142857143,0.0,0.0,3,0,324,465,33.611111111111114,58
Guarded A5/B25 SMA20 Lead (max 1x),0.13602114704085544,0.11929366456615757,0.9231100891134674,-0.17434264463786622,0.780194354189075,342.05471364103596,256,55.19909552626245,0.0,25.039682539682538,74.96031746031746,0.0,0.0,5,0,301,415,25.07936507936508,59
Guarded A5/B25 SMA20 Lead (max 1x),0.14940551915101863,0.10575985621040598,1.0930313862734875,-0.10460754747657652,1.428247987407153,382.99094083093416,228,51.48356132834441,0.0,25.555555555555554,74.44444444444444,0.0,0.0,3,0,283,464,25.595238095238095,60
Guarded A5/B25 SMA20 Lead (max 1x),0.10104765734772836,0.10437500652208206,0.6928577496527051,-0.23689683882719614,0.4265470904887732,252.9491062903785,228,44.77103257089678,0.0,22.6984126984127,77.3015873015873,0.0,0.0,5,0,311,450,22.738095238095237,61
Guarded A5/B25 SMA20 Lead (max 1x),0.0780373999524655,0.10481944925617033,0.34789482034084496,-0.15827675725254148,0.4930439649325861,206.30610615218708,276,36.34984016576674,0.0,27.34126984126984,72.65873015873015,0.0,0.0,3,0,320,555,27.38095238095238,62
Guarded A5/B25 SMA20 Lead (max 1x),0.11692042230395416,0.11527108698309657,0.7556782723122962,-0.2465829046992871,0.4741627261084503,290.4185811798276,266,48.57434299899733,0.0,27.063492063492063,72.93650793650794,0.0,0.0,4,0,290,522,27.103174603174605,63
Guarded A5/B25 SMA20 Lead (max 1x),0.0940553323695199,0.10877185417198293,0.540077592890006,-0.2036757151751336,0.46178962616453817,237.8650763196037,278,42.0131556922568,0.0,24.960317460317462,75.03968253968254,0.0,0.0,4,0,347,496,25.0,64
Guarded A5/B25 SMA20 Lead (max 1x),0.05066351941499736,0.1100219571410784,0.15661117250557363,-0.2685138973010807,0.18868118158587932,160.95689084044614,295,40.851654770765315,0.0,30.119047619047617,69.88095238095238,0.0,0.0,3,0,326,471,30.11904761904762,65
Guarded A5/B25 SMA20 Lead (max 1x),0.10537032974872229,0.10791127251657663,0.739532191162789,-0.25477692615066483,0.4135787778772812,262.697530685306,264,53.11337498912912,0.0,26.746031746031747,73.25396825396825,0.0,0.0,3,0,329,507,26.785714285714285,66
Guarded A5/B25 SMA20 Lead (max 1x),0.07434175775272522,0.11518613805994586,0.3075186348988897,-0.26031947621643764,0.2855789310628268,199.58089601321575,254,34.64944960454608,0.0,28.849206349206348,71.15079365079366,0.0,0.0,4,3,325,641,28.88888888888889,67
Guarded A5/B25 SMA20 Lead (max 1x),0.0775788075231909,0.10901007977944344,0.35959924549037153,-0.29461570462893144,0.26332203716329866,205.46068122724978,296,39.553506388004074,0.0,27.34126984126984,72.65873015873015,0.0,0.0,3,0,380,551,27.38095238095238,68
Guarded A5/B25 SMA20 Lead (max 1x),0.08273635407112634,0.10520157539328201,0.43183444350655764,-0.2258160749416398,0.36638823915661817,215.15013645248374,266,38.06837178407158,0.0,29.88095238095238,70.11904761904762,0.0,0.0,3,0,348,624,29.92063492063492,69
