strategy,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,calmar,trading_costs_total,funding_costs_total,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_cash
Buy & hold (always in 3BAL),0.21876159641854698,0.8594412968769237,0.40212069071248846,-0.9753928217298906,975.4155093832052,2,0.0,,,,,,,,,,,
SMA20 1x/cash,0.1548357110019256,0.5289726826123857,0.3348766553335409,-0.8776025273737939,524.4231500071363,378,46.909827760891595,,,,,,,,,,,
Guarded A5/B25 SMA20 Lead (max 1x),0.15770887484742935,0.5431031236588661,0.27549493179573414,-0.8968276189102314,539.6494507946932,382,43.363728470111454,0.1758519380113062,40.60457111924189,0.0,56.636271529888546,0.0,0.0,3.0,2.0,105.0,1283.0,43.397500844309356
