asset,ticker,strategy,start_date,end_date,trading_days,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,pct_cash,pct_invested,pct_days_cash,pct_days_1x,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days
3BAL.L (3x EURO STOXX Banks ETP),3BAL.L,Buy & hold (always in 3BAL),2014-12-08,2026-06-04,2954,0.20565409827124936,0.8594529792799487,0.3892740221842759,-0.9754238057694905,0.21083563580756914,857.212437763348,0,0.0,0.0,100.0,,,,,,
3BAL.L (3x EURO STOXX Banks ETP),3BAL.L,SMA20 1x/cash,2014-12-08,2026-06-04,2954,3.8078576092662866,0.5123639520840253,3.8690676989393475,-0.3394478141899584,11.217799762102375,6759430043.607031,376,1355947906.3068898,46.9532836831415,53.0467163168585,46.95328368314151,,,,,
3BAL.L (3x EURO STOXX Banks ETP),3BAL.L,Guarded A5/B25 SMA20 Lead (max 1x),2014-12-08,2026-06-04,2954,3.608421848382376,0.523989028847974,3.721226810674932,-0.3394478141899585,10.63026980154029,4154681261.909638,380,758467763.9151675,43.39878131347326,56.60121868652674,43.39878131347326,56.60121868652674,3.0,2.0,105.0,1281.0
