strategy,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,simulation
SMA20 1x/cash,4.994298592928605,0.5361178853380129,4.063964655310603,-0.2566603006246575,3173431581.3542366,305,41.15079365079365,148
SMA20 1x/cash,3.68316667587228,0.5071133205252292,3.7245999993325167,-0.18737578887622675,293063729.67467046,271,49.404761904761905,149
SMA20 1x/cash,4.286658364788935,0.5356777980866324,3.8057070069260854,-0.32394098288072337,944066220.3162985,290,45.07936507936508,150
SMA20 1x/cash,4.654665415907766,0.5331272018599281,4.070180153845651,-0.3394478141899585,1807411942.8051317,355,43.333333333333336,151
SMA20 1x/cash,3.625003060659389,0.535247586553691,3.5795192233440547,-0.33944781418995834,259765105.04051855,296,50.595238095238095,152
SMA20 1x/cash,3.7089547535748615,0.5224983505542037,3.6867370877032077,-0.3271403353623224,309014307.0951669,299,46.94444444444444,153
SMA20 1x/cash,5.151746443281836,0.5584881331268001,3.930522159501062,-0.32714033536232223,4075670514.739105,284,41.74603174603175,154
SMA20 1x/cash,4.014591417263976,0.5112767906249275,3.9763828123081018,-0.2745952953145639,566963781.1532693,345,45.0,155
SMA20 1x/cash,3.245918711261422,0.46689773410922397,3.8069917963955584,-0.27751405917644273,113799963.38620073,276,51.86507936507937,156
SMA20 1x/cash,3.8682325341190156,0.4978827219372438,3.930580197408651,-0.14539799578510718,425994043.47086537,308,46.54761904761905,157
SMA20 1x/cash,4.5813621724301505,0.5317029172419355,3.9047576666139334,-0.24715465803868963,1593559103.466373,275,42.89682539682539,158
SMA20 1x/cash,4.941250457052439,0.5619788252930608,3.8391473113064962,-0.3394478141899583,2912538216.997043,285,43.84920634920635,159
SMA20 1x/cash,4.935269978082252,0.599864476460642,3.656985959081582,-0.32714033536232257,2884366815.879814,300,47.77777777777778,160
SMA20 1x/cash,2.846585877565469,0.4521062045560639,3.7289358798170102,-0.1664848297986893,43868597.008856,284,46.62698412698413,161
SMA20 1x/cash,4.811563482372311,0.5131659518362934,4.1081482800893285,-0.1809691784665657,2353795545.5211363,277,43.333333333333336,162
SMA20 1x/cash,3.3812944838593477,0.49271634589089974,3.7448692600240205,-0.33932436171337726,154060620.67918557,301,51.34920634920634,163
SMA20 1x/cash,4.015227482239785,0.5048356236637492,3.891350916523822,-0.1940842520230093,567658211.0840387,283,51.388888888888886,164
SMA20 1x/cash,6.02728102138232,0.6197232028681259,3.7835879727513335,-0.33944781418995856,14720253798.79932,272,44.32539682539682,165
SMA20 1x/cash,3.8147282027120513,0.5001277296735919,3.917274490382252,-0.18259995105984742,382898392.632265,317,45.67460317460317,166
SMA20 1x/cash,4.456036800990471,0.49266439965321074,4.233101631720292,-0.3394478141899585,1279917406.234862,324,45.23809523809524,167
SMA20 1x/cash,3.0952709642663994,0.504400954823154,3.5358462794808827,-0.3394478141899583,80302387.23179743,297,48.37301587301587,168
SMA20 1x/cash,5.129491862697546,0.5949157412624373,3.756186777272349,-0.3394478141899586,3935581922.0334787,308,45.23809523809524,169
SMA20 1x/cash,4.961595834949556,0.5794855186921215,3.8567649940607307,-0.1931979326121556,3010232645.060418,345,46.07142857142857,170
SMA20 1x/cash,3.143384649619451,0.5128600130222395,3.499924263398646,-0.33944781418995856,89884298.84914482,292,50.99206349206349,171
SMA20 1x/cash,3.4542553011404937,0.547827802639883,3.500582117813034,-0.3391692232834055,180681816.1143048,332,51.388888888888886,172
SMA20 1x/cash,3.600370193301397,0.5123708882589578,3.734258015991632,-0.18856834169071177,246716370.38740078,310,43.492063492063494,173
SMA20 1x/cash,6.216433539587586,0.5641511055479357,4.200428464889006,-0.33944781418995834,19021359474.79622,303,41.269841269841265,174
SMA20 1x/cash,3.9760477030853547,0.47866670157269503,4.002066612369279,-0.20941501475699037,526277613.5110769,253,46.19047619047619,175
SMA20 1x/cash,3.82355838438063,0.536234173251475,3.628265836135022,-0.3394478141899588,389729607.5237942,286,48.492063492063494,176
SMA20 1x/cash,5.945458302742928,0.6021760576169275,3.881510029100408,-0.3394478141899585,13147001504.487972,290,44.920634920634924,177
SMA20 1x/cash,3.1435643755286193,0.5438186964144794,3.351979628458212,-0.3271403353623224,89921933.65271014,307,49.32539682539683,178
SMA20 1x/cash,3.7926429573007256,0.4883874914801775,3.9125918301016616,-0.1924763356705495,366280288.0251575,279,44.88095238095238,179
SMA20 1x/cash,4.874519787422717,0.5512730232571894,3.879026317258336,-0.3394738855007468,2611735090.3561826,281,42.65873015873016,180
SMA20 1x/cash,4.23845935963316,0.5409768794757408,3.755994733638722,-0.32714033536232234,864200062.7086022,289,45.27777777777778,181
SMA20 1x/cash,4.730592306893545,0.5161136823774699,4.075892126689007,-0.1473049020148599,2055706383.7293024,287,43.492063492063494,182
SMA20 1x/cash,3.3356911195483994,0.5041219233060975,3.723760399720943,-0.2745952953145639,139263332.717678,336,49.76190476190476,183
SMA20 1x/cash,4.066089958645501,0.5494351809299313,3.716886952123152,-0.32969113334765265,625719642.6993638,326,50.67460317460317,184
SMA20 1x/cash,4.6121706600225005,0.5552513553249557,3.747138012862624,-0.20941501475699023,1680506883.237657,267,48.888888888888886,185
SMA20 1x/cash,5.0748674044274384,0.5552418439874832,4.0321193811203475,-0.32636363219375547,3609851624.6905975,342,41.23015873015873,186
SMA20 1x/cash,3.3133139162526373,0.4978572462004886,3.722369122840239,-0.19247633567054934,132479465.7518148,324,47.182539682539684,187
SMA20 1x/cash,3.467888650766981,0.49890201268365075,3.7485567511771927,-0.28486927702796044,186090197.25301072,303,45.357142857142854,188
