strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,pct_cash,family,exit_pct,entry_pct,y_le_x,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,max_leverage,beats_cagr_vs_sma,beats_sharpe_vs_sma,beats_max_dd_vs_sma,fewer_rebalances_vs_sma,cagr_delta_pp_vs_sma,sharpe_delta_vs_sma,max_dd_delta_pp_vs_sma,rebalances_delta_vs_sma,cagr_delta_pp_vs_guard,sharpe_delta_vs_guard,max_dd_delta_pp_vs_guard,rebalances_delta_vs_guard,beats_cagr_vs_guard,beats_sharpe_vs_guard,beats_max_dd_vs_guard,fewer_rebalances_vs_guard,sharpe_delta_vs_ref,cagr_delta_pp_vs_ref,rebalances_delta_vs_ref,score
SMA20 1x/cash entry-0.5%/exit-1%,2.0939023327464303,0.373693269232597,3.7227184807079405,-0.23145760382142566,9.04659124684415,401987752.4587923,298.0,74778116.80346385,32.627610208816705,asymmetric_xy,0.01,0.005,True,,,,,,,,,,True,True,True,False,26.54194783235524,0.4379844093298719,3.5165397840491552,200.0,16.868746535100865,0.5149153692332251,-1.3877787807814457e-14,240.0,True,True,False,False,0.4379844093298719,26.54194783235524,200.0,0.3034038876534243
SMA20 1x/cash entry-0.5%/exit-0.5%,2.2000584682795066,0.36986283883888776,3.935879794291696,-0.23861861161111672,9.219978498010047,633299924.5797979,342.0,141318695.12306878,33.75870069605568,asymmetric_xy,0.005,0.005,True,,,,,,,,,,True,True,True,False,19.470084181978464,0.5677042178363396,3.51653978404915,276.0,9.79688288472409,0.6446351777396928,-1.942890293094024e-14,316.0,True,True,False,False,0.5677042178363396,19.470084181978464,276.0,0.21040505965612422
SMA20 1x/cash entry-1.5%/exit-1%,2.2759909900408486,0.37778159656875226,3.9350641138607547,-0.2223211663027443,10.237401269034068,868617707.682142,348.0,177667055.24372098,30.858468677494198,asymmetric_xy,0.01,0.015,False,,,,,,,,,,True,False,True,True,0.9927610721968794,-0.23188681906159436,2.602896032181029,-72.0,-8.680440225057495,-0.15495585915824117,-0.9136437518681401,-32.0,False,False,False,True,-0.23188681906159436,0.9927610721968794,-72.0,-0.22195920833962557
SMA20 1x/cash entry-2%/exit-1.5%,2.2874327742804543,0.3819596164999138,3.916374788518355,-0.22232116630274448,10.288866383354415,910393601.494653,354.0,179045617.27657098,28.973317865429234,asymmetric_xy,0.015,0.02,False,,,,,,,,,,True,False,True,True,1.291756212126982,-0.26093896434425945,2.4593842571792397,-70.0,-8.381445085127393,-0.18400800444090626,-1.0571555268699295,-30.0,False,False,False,True,-0.26093896434425945,1.291756212126982,-70.0,-0.24802140222298963
SMA20 1x/cash entry-1.5%/exit-1.5%,2.203020997014277,0.3802703528287482,3.794147811868132,-0.2223211663027443,9.909182439310923,641244785.5340264,318.0,125635670.24254659,29.988399071925755,asymmetric_xy,0.015,0.015,True,,,,,,,,,,False,False,False,True,-8.388226781071717,-0.3672153123095758,-0.4111374469973006,-88.0,-18.06142807832609,-0.29028435240622263,-3.9276772310464696,-48.0,False,False,False,True,-0.3672153123095758,-8.388226781071717,-88.0,-0.451097580120293
SMA20 1x/cash entry-1%/exit-1%,2.184190263898234,0.37521668982003303,3.8329849042710595,-0.22921755740673022,9.528895991254911,592273921.5509764,322.0,112172121.3557937,31.728538283062644,asymmetric_xy,0.01,0.01,True,,,,,,,,,,False,False,False,True,-17.43848745794141,-0.3923338562988108,-0.3232963430675695,-82.0,-27.111688755195786,-0.3154028963954576,-3.8398361271167385,-42.0,False,False,False,True,-0.3923338562988108,-17.43848745794141,-82.0,-0.5667187308782249
SMA20 1x/cash entry-2%/exit-2%,2.1856236188109572,0.3865453389014158,3.7205130634224806,-0.22232116630274418,9.83092907957626,595876057.3212879,316.0,99623204.78419471,28.045243619489558,asymmetric_xy,0.02,0.02,True,,,,,,,,,,False,False,True,True,-11.441738009189972,-0.45662323784538517,2.459387211175454,-94.0,-21.11493930644435,-0.379692277942032,-1.0571525728737152,-54.0,False,False,False,True,-0.45662323784538517,-11.441738009189972,-94.0,-0.5710406179372849
SMA20 1x/cash entry-1%/exit-1.5%,2.0968922841457314,0.3776883371340141,3.6936663354252754,-0.23289272157144356,9.003683197984683,407253411.6111014,300.0,78155065.11586565,30.916473317865428,asymmetric_xy,0.015,0.01,True,,,,,,,,,,False,False,False,True,-25.80887361481161,-0.5193731983062264,-3.2325301997224223,-96.0,-35.48207491206598,-0.4424422384028732,-6.749069983771591,-56.0,False,False,False,True,-0.5193731983062264,-25.80887361481161,-96.0,-0.7774619344543425
