strategy,sma_type,period,leverage,cagr,total_return,max_drawdown,avg_drawdown,ulcer_index,max_dd_duration_days,volatility,downside_volatility,sharpe,sortino,calmar,win_rate,profit_factor,expectancy_ann,best_day,worst_day,best_month,worst_month,beta,alpha,information_ratio,tracking_error,skewness,excess_kurtosis,final_value,total_trading_costs,turnover_notional,cost_drag_pct,pct_days_in_market,borrowing_costs,trading_costs
SMA200d @ 3x/cash,daily,200,3.0,0.3631026263811319,10845.863097945383,-0.31345207764040706,-0.10972461360417007,0.12794568920183783,473.0,0.3460051562107714,0.28961742130633844,1.3974939989370394,1.6695823311484037,1.1583991693865372,0.6813303299324235,1.3291980060498745,0.48354012940582586,0.1530050741685178,-0.20641098531369442,0.3473681207764707,-0.20835153438676068,0.8625152532772032,0.19095173708195198,0.9703537636580791,0.2926236140275713,-0.13374376269671004,5.123621985347211,1073839.446696593,0.0,0.0,0.0,71.78060413354531,161982.03209026696,316212.2002990135
SMA3m @ 3x/cash,monthly,3,3.0,0.3759070745884412,14357.330858088942,-0.3412522496918139,-0.12079440405384524,0.13891903294952465,727.0,0.3324442968940742,0.2655077488887404,2.1909082225535754,2.7432530562845545,1.1015519309482185,0.7095534649529615,1.5919067967496783,0.7283549436062692,0.21220994752996766,-0.17689193972784956,0.2970418134294066,-0.21405484212996173,0.8165921973152112,0.21292204629073871,1.860794894693153,0.28415987216824334,0.42078920573436246,6.772631425950489,1421474.7549508053,0.0,0.0,0.0,68.20349761526232,199628.41938790795,1522970.1494838917
SMA10m @ 3x/cash,monthly,10,3.0,0.37223376700147415,13250.91592687139,-0.35729363469012776,-0.10600484720813491,0.1237748368217214,561.0,0.34791388871390333,0.2901709504931838,1.3817067662937663,1.656661265735037,1.041814717254349,0.6785477673247649,1.3238308954679363,0.48071497412357655,0.1530050741685178,-0.20641098531369442,0.3473681207764703,-0.2199059429644168,0.8718715012869976,0.1982154482171114,0.9582145578458025,0.2933823824975455,-0.13239396452226046,5.053970674937184,1311939.6767602677,0.0,0.0,0.0,72.28404875463698,201520.26986368155,378339.05723979656
SMA12m @ 3x/cash,monthly,12,3.0,0.35452730432397095,8975.182912088883,-0.39158910209729647,-0.11398234836534972,0.13221681014257966,695.0,0.35700769884857164,0.302328520660721,1.2337679457321094,1.456907387554242,0.9053553901913314,0.6728501391281304,1.2844998188636045,0.4404646552189497,0.1530050741685178,-0.20641098531369442,0.34736812077646984,-0.27062851311765046,0.9135636903618402,0.17218757047037583,0.8093979586316824,0.2975952044989235,-0.2321377160803161,5.40206957020873,888642.1082967995,0.0,0.0,0.0,73.13195548489666,134626.09507092193,256320.10860463028
SMA300d @ 3x/cash,daily,300,3.0,0.3301661261201738,5206.960293388788,-0.39158910209729675,-0.11952632186940726,0.13701350931023104,548.0,0.36240277101568474,0.30754134538103295,1.0919312230278335,1.2867177273141948,0.8431443172239728,0.6687425467073009,1.247806973765754,0.39571890098383244,0.1530050741685178,-0.20641098531369442,0.34736812077647095,-0.27062851311765057,0.9440747724262231,0.14173663340039472,0.6553067324532855,0.29929067881027877,-0.232432116825123,5.4928177746123135,515588.06904549006,0.0,0.0,0.0,73.59565447800742,83155.20693294292,104960.69731980957
SMA250d @ 3x/cash,daily,250,3.0,0.34900249522109394,7939.514736181699,-0.392857769289144,-0.11897730618878394,0.1385571546714153,784.0,0.35409277388315064,0.30056861783985017,1.2696621311879133,1.4957589024356044,0.888368571283689,0.675632701735789,1.2946849203906468,0.44957818592672083,0.1530050741685178,-0.20641098531369442,0.3473681207764716,-0.2781936194678385,0.9023067892635336,0.1689095454417088,0.8448734620308396,0.2958862989102301,-0.23077560338471548,5.519904124184266,786110.9588819882,0.0,0.0,0.0,72.76099629040806,120819.34019635012,293679.442340856
SMA8m @ 3x/cash,monthly,8,3.0,0.35928235343143666,9970.095853822322,-0.39405322469943693,-0.12809730039828665,0.15130018948726534,561.0,0.34526947699517657,0.2884349833302357,1.5213183219639483,1.8210855538500497,0.9117609777346153,0.6835828806148139,1.364504054821661,0.5252647813676721,0.1530050741685178,-0.20641098531369442,0.3473681207764707,-0.2303755196252033,0.859531076371286,0.1877270810865399,1.114426050471625,0.2922339055434896,-0.11212355846464922,5.173447545661602,987138.4895284099,0.0,0.0,0.0,71.54213036565977,140123.33188635015,405893.3131297416
SMA150d @ 3x/cash,daily,150,3.0,0.3607006159420898,10286.932551990893,-0.3966965469808319,-0.13722852330189583,0.15834929560237138,510.0,0.3388460207918244,0.27650309926971656,1.7026213580705638,2.0865099654257993,0.9092607906151464,0.6898105207367166,1.416315580443664,0.5769264720973825,0.1530050741685178,-0.12310100774162806,0.3473681207764707,-0.1934429864894065,0.8364498411037026,0.19375216667926676,1.3083551088310188,0.2884039396884981,0.05414082117839801,4.218642835775367,1018505.3226470983,0.0,0.0,0.0,70.90620031796503,146773.68695160164,413301.659352445
SMA80d @ 3x/cash,daily,80,3.0,0.37010429268015743,12647.73791643503,-0.4175016976177369,-0.1407618036869855,0.16725209458169202,863.0,0.32880566471536493,0.2680685296359188,2.0627749608283565,2.5301444114852143,0.8864737432014554,0.7058433814760832,1.5388739004392955,0.6782520921533786,0.16593400865021427,-0.17689193972784956,0.29704181342940705,-0.1851967352553312,0.7908900413924271,0.21224920148467036,1.6843610468538748,0.28417920780612865,0.15430780672474748,5.25860324728029,1252225.053727068,0.0,0.0,0.0,68.60095389507154,189217.7664114238,1000051.5119335226
SMA15m @ 3x/cash,monthly,15,3.0,0.3140037435234293,3608.200638171177,-0.42092657548493834,-0.1315734166171465,0.15127735500885237,800.0,0.3673708265341837,0.3143769760882172,1.0045891972733434,1.1739306367844804,0.7459822254312974,0.6670200079501789,1.2265786690614862,0.36905676372962015,0.1530050741685178,-0.20641098531369442,0.3473681207764703,-0.27062851311765046,0.9696088746748569,0.12047785582065532,0.5623919205059454,0.3013291147181154,-0.2782272104761586,5.723908573654966,357310.86317894654,0.0,0.0,0.0,73.75463698993111,56215.60194712553,67990.18708488756
