strategy,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,calmar,trading_costs_total,funding_costs_total,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_cash
Buy & hold (always in 3x ETP),0.43553313169760366,0.5628463715811636,0.88545281766699,-0.7912833773668311,12978.306016637958,2,0.0,,,,,,,,,,,
SMA20 1x/cash,0.06103628882786105,0.3821055613685667,0.8360167996335895,-0.7338740614556942,220.11517281958123,371,36.19240799768183,,,,,,,,,,,
Guarded A5/B25 SMA20 Lead (max 1x),0.13488778851171745,0.3919580684167098,0.9501746584758233,-0.6225344100798658,545.4641308202234,331,33.2657200811359,0.2166752332524278,851.1660370083082,0.0,66.73427991886409,0.0,0.0,22.0,12.0,114.0,1105.0,33.2657200811359
