strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_cash,simulation
Guarded A5/B25 SMA20 Lead (max 1x),0.2852469239201303,0.4042493549293619,0.8249000391333559,-0.4430192612678953,0.643870253188925,1125.6065846960514,262,224.53227147639572,0.0,32.8968253968254,67.1031746031746,0.0,0.0,19,8,96,808,32.93650793650794,0
Guarded A5/B25 SMA20 Lead (max 1x),0.2990333135601251,0.3908027207076062,0.8597148021486649,-0.5037163968571955,0.5936541185195954,1247.6887569341295,264,156.8615247152194,0.0,40.35714285714286,59.64285714285714,0.0,0.0,15,17,85,1003,40.3968253968254,1
Guarded A5/B25 SMA20 Lead (max 1x),0.46894180173579714,0.42820650828440004,1.0890992012826746,-0.43468231366100496,1.0788150035050887,4086.148027186064,250,411.02825384080336,0.0,33.69047619047619,66.30952380952381,0.0,0.0,25,15,76,835,33.73015873015873,2
Guarded A5/B25 SMA20 Lead (max 1x),0.5775645928648823,0.4097036161908586,1.299455739609077,-0.6407916589658369,0.901329761059943,8134.37957167458,241,348.3317524932097,0.0,32.182539682539684,67.81746031746032,0.0,0.0,23,10,83,787,32.182539682539684,3
Guarded A5/B25 SMA20 Lead (max 1x),0.01867029764551864,0.3850940151366089,0.15692514042793723,-0.611473724166204,0.030533278712796964,119.425637536642,293,43.543647994142155,0.0,40.1984126984127,59.8015873015873,0.0,0.0,12,10,84,997,40.198412698412696,4
Guarded A5/B25 SMA20 Lead (max 1x),0.395329774501606,0.3939933867335622,1.003665220657366,-0.5738934818228796,0.688855662284062,2487.888357086954,236,112.24355082117673,0.0,30.5952380952381,69.4047619047619,0.0,0.0,20,9,85,752,30.634920634920636,5
Guarded A5/B25 SMA20 Lead (max 1x),0.3044814076091158,0.38403889068872427,0.8523542199471045,-0.6315930280264677,0.48208481426801963,1299.1156930939283,237,107.80154977950914,0.0,36.62698412698413,63.37301587301587,0.0,0.0,9,3,70,913,36.62698412698413,6
Guarded A5/B25 SMA20 Lead (max 1x),0.2731288858926828,0.39902760920661673,0.6857870437973816,-0.5728596904698972,0.4767814709892479,1027.2609561322688,262,70.27905201052984,0.0,37.301587301587304,62.698412698412696,0.0,0.0,13,7,74,904,37.301587301587304,7
Guarded A5/B25 SMA20 Lead (max 1x),0.3568583943279855,0.39117402300740894,0.9828092998902048,-0.596982263166555,0.5977705140436037,1899.5298704863462,246,282.5277332083156,0.0,32.182539682539684,67.81746031746032,0.0,0.0,16,9,80,787,32.22222222222222,8
Guarded A5/B25 SMA20 Lead (max 1x),0.1969709139622411,0.45452273329220083,0.5775686262711686,-0.46871605582719356,0.4202350474523971,566.4275303429256,260,66.0448567534838,0.0,36.904761904761905,63.095238095238095,0.0,0.0,20,13,91,919,36.94444444444444,9
Guarded A5/B25 SMA20 Lead (max 1x),0.2375381756855519,0.3834039575821655,0.7202897009366813,-0.48572516073497185,0.4890382357918675,781.342688559971,274,118.18627946709879,0.0,35.87301587301587,64.12698412698413,0.0,0.0,18,11,84,896,35.91269841269841,10
Guarded A5/B25 SMA20 Lead (max 1x),0.08181071936063655,0.36812582946556244,0.32799046054735964,-0.5888495420351981,0.13893314594060832,213.3815674374104,276,50.570491161910816,0.0,39.24603174603175,60.753968253968246,0.0,0.0,8,5,98,973,39.285714285714285,11
Guarded A5/B25 SMA20 Lead (max 1x),0.36374873261078045,0.3877193741762716,0.984602049192151,-0.4657211265640606,0.7810440881099825,1994.6952798672726,255,154.03552367859143,0.0,32.73809523809524,67.26190476190477,0.0,0.0,20,7,102,776,32.77777777777778,12
Guarded A5/B25 SMA20 Lead (max 1x),0.4263649737025963,0.44943499561232897,0.990742052959323,-0.5262837745852991,0.8101427296301568,3076.337109550984,254,176.77071177179786,0.0,35.992063492063494,64.0079365079365,0.0,0.0,17,8,88,880,36.03174603174603,13
Guarded A5/B25 SMA20 Lead (max 1x),0.03347956302530797,0.40255115783660145,0.20136486345727786,-0.723600067751387,0.04626804849444929,137.27516364722882,309,48.27823732788781,0.0,39.8015873015873,60.198412698412696,0.0,0.0,17,11,92,986,39.801587301587304,14
Guarded A5/B25 SMA20 Lead (max 1x),0.41032279688014994,0.4400926004565499,0.9582128438894771,-0.4800419745806935,0.8547644135464576,2758.2094267028106,250,175.92270768780998,0.0,32.817460317460316,67.18253968253968,0.0,0.0,20,11,99,820,32.857142857142854,15
Guarded A5/B25 SMA20 Lead (max 1x),0.1519563885866526,0.39606128923197587,0.5165945725583788,-0.8359797658394987,0.18177041454353454,391.2731257594875,308,67.04873146837024,0.0,36.42857142857142,63.57142857142857,0.0,0.0,19,8,89,891,36.46825396825397,16
Guarded A5/B25 SMA20 Lead (max 1x),0.10458586399000169,0.3902364214630918,0.36318560336497185,-0.6756941272288322,0.15478285184885499,260.9037956920566,263,40.627463591254475,0.0,38.69047619047619,61.30952380952381,0.0,0.0,13,17,84,969,38.69047619047619,17
Guarded A5/B25 SMA20 Lead (max 1x),0.5129858263920362,0.45402150529803487,1.116592156388439,-0.42277371451421314,1.2133815532535672,5434.230492631747,234,293.02840209931406,0.0,34.007936507936506,65.9920634920635,0.0,0.0,24,12,100,834,34.04761904761905,18
Guarded A5/B25 SMA20 Lead (max 1x),0.23458111965958484,0.4014072529096233,0.6574970806199677,-0.5828837205685701,0.4024492559695512,763.5095863955689,294,69.36389379473648,0.0,31.98412698412698,68.01587301587301,0.0,0.0,20,11,99,785,32.023809523809526,19
