strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,sortino,end_value,rebalances,trading_costs_total,funding_costs_total,turnover_notional,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,win_rate,profit_factor
Dual SMA200+RSI 3x,0.09333522778033787,0.3172523934581859,0.45607695215401073,-0.7460460997291561,0.12510651528668565,0.5892725865805728,1452.1336256208108,715,496.42732126252395,0.0,496427.3212625246,0.013246787653993907,45.2245330507352,0.0,54.76222016161081,0.5415172047296399,1.0844073056372237
BB Mean Reversion 2x,0.13448789769664127,0.28966567517528413,0.5272621618990881,-0.6816576326845735,0.19729537417044293,0.6278136761595404,4398.82270401936,266,242.49667139430449,0.0,242496.67139430437,0.013246787653993907,80.38150748443502,19.605245727910983,0.0,0.5424427887174029,1.1221681189272228
DD Recovery 3x,0.057313602587600876,0.2758628182989378,0.3754393855613769,-0.9323147860620173,0.061474518525750796,0.4370769614771347,531.5947397540159,1864,361.4754643923437,0.0,361475.4643923441,0.013246787653993907,87.65399390647768,0.0,12.332759305868327,0.5441606810321894,1.08352792071629
DD Scale 2x/3x,0.1460986743128727,0.3692628556842081,0.47388616832639346,-0.8660913563062648,0.16868737142922105,0.5720893463962117,5970.113423743332,9,11.029645127018222,0.0,11029.64512701822,0.013246787653993907,50.93389852960657,35.117234070737844,13.935620612001589,0.5403429482919049,1.1060570500467717
MACD 12/26/9 3x,0.1158068457744097,0.3751379224222902,0.45258318824372273,-0.8862193363844235,0.1306751511954994,0.5608759207753591,2673.256913376543,648,668.601059049028,0.0,668601.059049028,0.013246787653993907,49.754934428401114,0.0,50.231818783944895,0.5418549030029232,1.0938136990720984
MACD 5/35/5 3x,0.08479957129568416,0.38516584121760067,0.3625018882908864,-0.9530443327407918,0.0889775725876415,0.42945223866211857,1147.9037179328639,1103,600.8649212190044,0.0,600864.9212190039,0.013246787653993907,49.45025831235925,0.0,50.53649489998676,0.5416002126528442,1.075609040996634
MACD 8/17/9 3x,0.10834735064868006,0.38217987411024745,0.4027459798196547,-0.923136295423573,0.11736874737328558,0.48175814485610685,2186.0426920461164,796,626.0576902681686,0.0,626057.6902681683,0.013246787653993907,50.51000132467877,0.0,49.47675188766724,0.5417442169635736,1.0842259887538552
MACD 12/26/9 2x,0.12612675872046597,0.27366687933318495,0.5288090236454516,-0.6620838308194632,0.19049968123275038,0.6806567575278262,3523.481343792361,648,476.8527856411445,0.0,476852.78564114444,0.013246787653993907,49.754934428401114,50.231818783944895,0.0,0.5437267410951622,1.1047706108026605
MACD 12/26/9 +SMA200 3x,0.11833401519399134,0.2603981565724346,0.5312968414147793,-0.6793392593847107,0.17418986693212532,0.6912696448595556,2860.961761231694,488,750.7208982603622,0.0,750720.8982603617,0.013246787653993907,67.85004636375679,0.0,32.13670684858922,0.5426026850990296,1.1012125566956894
MACD 5/35/5 +SMA200 3x,0.09713032098161922,0.26936417112808897,0.520586723705255,-0.623812657049971,0.15570431263923284,0.6670037827801916,1611.1897356868647,809,817.7815995567171,0.0,817781.5995567173,0.013246787653993907,66.43264008477944,0.0,33.554113127566566,0.5427242524916943,1.1003234421529486
MACD 12/26/9 2d Confirm 3x,0.13013804963380426,0.19308457022788816,0.6054111568529019,-0.5244834464703275,0.24812613345494172,0.7781094991655824,3920.055363016173,2,0.19990000000000002,0.0,199.9,0.013246787653993907,99.986753212346,0.0,0.0,0.5456964214447253,1.1205735313273821
MACD 12/26/9 3d Confirm 3x,0.13013804963380426,0.19308457022788816,0.6054111568529019,-0.5244834464703275,0.24812613345494172,0.7781094991655824,3920.055363016173,2,0.19990000000000002,0.0,199.9,0.013246787653993907,99.986753212346,0.0,0.0,0.5456964214447253,1.1205735313273821
RSI14 Range 30-70 3x,0.12757256918217497,0.5093103051453646,0.4096394780226876,-0.9726310177324106,0.1311623491913689,0.4857956827663241,3661.7307376582776,56,76.73567428023668,0.0,76735.67428023666,0.013246787653993907,36.86581004106504,0.0,63.12094317128096,0.5397289396757906,1.0892254745503105
RSI14 Range 40-80 3x,0.12744302283467124,0.49820538506386686,0.36105597996858696,-0.9823678779862071,0.12973044588542684,0.4579504174203084,3649.1326199978284,251,235.42999141303167,0.0,235429.99141303162,0.013246787653993907,7.736123989932441,0.0,92.25062922241356,0.5380326563122262,1.0676833957234941
RSI14 Range 45-75 2x,0.1383660207781534,0.3119138544199181,0.4994774049539283,-0.7949338839805316,0.17405978480286052,0.6517348997764297,4872.951285914518,363,269.7590652230394,0.0,269759.06522303954,0.013246787653993907,17.710955093389853,82.27579811895615,0.0,0.5435706695005313,1.0937720241429003
RSI21 Range 30-70 3x,0.13709098879875836,0.515614216248684,0.40667338206909004,-0.9745273396835452,0.14067433843700622,0.4934008705709842,4711.865504249841,17,13.190095724861255,0.0,13190.095724861254,0.013246787653993907,27.1691614783415,0.0,72.81759173400451,0.5382470119521913,1.0860377884803554
"BB(20,2.0) Reversion 2x",0.13448789769664127,0.28966567517528413,0.5272621618990881,-0.6816576326845735,0.19729537417044293,0.6278136761595404,4398.82270401936,266,242.49667139430449,0.0,242496.67139430437,0.013246787653993907,80.38150748443502,19.605245727910983,0.0,0.5424427887174029,1.1221681189272228
"BB(20,2.0) Reversion 3x",0.13204403711095147,0.4074591019060742,0.4910216374157309,-0.8569078841212002,0.15409361911329467,0.559481182616029,4123.290444633781,266,445.83563286962215,0.0,445835.63286962226,0.013246787653993907,80.38150748443502,0.0,19.605245727910983,0.5418882978723404,1.1300795665767298
"BB(20,2.5) Reversion 2x",0.13192024599765695,0.25892317355059197,0.5363536251879258,-0.6376440502815708,0.20688697077845175,0.6324491356470762,4109.787032898227,134,126.8970164086901,0.0,126897.01640869012,0.013246787653993907,89.42906345211286,10.557689760233144,0.0,0.5434348809365438,1.123414719060597
"BB(50,2.0) Reversion 2x",0.12036321651168214,0.29941951519008186,0.45760077314576125,-0.7508977532136236,0.16029241797110544,0.5370464033968546,3020.8421653441433,118,74.21180710398286,0.0,74211.80710398288,0.013246787653993907,81.3087826202146,18.67797059213141,0.0,0.5432410856838744,1.1075496213461085
Guarded A5/B25/X40/Y15 (current),0.0993446159033542,0.28872218383550013,0.4591314499818182,-0.8268955479610862,0.12014167466291566,0.47891913347451703,1711.639002080205,774,421.23353431636616,0.0,421233.5343163661,28.745529209166776,8.928334878791892,48.7084382037356,13.617697708305736,0.670205706702057,1.1112885482214687
Guarded A5/B20/X40/Y15,0.09746109519578283,0.31112368456861966,0.43538654440750546,-0.8567719955809525,0.11375382913828463,0.46109064320850424,1625.824354106741,770,432.2602532783784,0.0,432260.2532783784,28.427606305470924,6.663134189958935,41.02530136441913,23.883958140151012,0.6683036899389434,1.104080279918662
Guarded A10/B25/X40/Y15,0.10651556415493624,0.2775709915736593,0.48757241025280995,-0.787716547419848,0.13522067614781755,0.4977063352151936,2080.2272262785277,771,433.4965024627705,0.0,433496.50246277085,29.540336468406412,17.101602861306134,39.74036296198172,13.617697708305736,0.6747675962815405,1.1226953509870274
Guarded A5/B25/L1.0/X50/Y20,0.08135943540021784,0.307699167326208,0.3875296750121494,-0.8783239103314436,0.09263033198027833,0.41854635133611784,1043.5858976355175,752,362.5289718273968,0.0,362528.97182739683,25.963703801828057,6.8750827924228375,45.70141740627898,21.459795999470128,0.6569304301646309,1.0892482485573052
Guarded A5/B25/L0.5/X30/Y10,0.08955487206830437,0.2782632789438856,0.42448605240517545,-0.7893274976667485,0.11345718010968642,0.4307487697306069,1308.837487539201,829,387.6144572171994,0.0,387614.4572171985,31.341899589349584,10.438468671347199,45.767651344548945,12.451980394754273,0.6817578332448221,1.1057688812958792
Guarded A10/B30/X50/Y20,0.10990554062792723,0.28161561645624295,0.4839074140666867,-0.8142841240560992,0.13497198014922296,0.502351550689674,2280.132529009187,766,448.69793640570225,0.0,448697.93640570185,29.050205325208637,12.995098688568023,43.02556630017221,14.929129686051132,0.6725992827732766,1.1184073621426416
Guarded A5/B25/X25/Y10,0.0984014977652059,0.28910896780956435,0.4854369003068503,-0.8173631097556409,0.12038896371849232,0.5065431500108606,1668.1364966330361,763,470.0446405883432,0.0,470044.64058834367,28.877997085706717,11.100808054046894,45.251026626043185,14.770168234203206,0.6724641529474243,1.1183183575943154
Guarded A3/B20/X40/Y15,0.09475544721292017,0.31476344196696476,0.4384814494673264,-0.8485011677945398,0.11167391490952518,0.47133215019080704,1509.7932025710288,757,441.6737183835024,0.0,441673.71838350245,27.56656510796132,3.7091005431182937,44.84037620876937,23.883958140151012,0.6643662906436629,1.1029591392313074
