strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days
Guarded A5/B25 SMA20 Lead,0.08814509826859163,0.4475574461883602,0.37033066310074486,-0.96077313809314,0.09174392452679771,1258.6897108405617,824,527.2084751556372,0.0,31.230952696435672,5.220617463892937,31.469458062806417,32.078971776864975,13,3,560
