strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,simulation
Guarded A5/B25 SMA20 Lead,1.1077108012469972,0.5051586014310182,2.9353277972785565,-0.3880666335932547,2.8544345361266616,132041.59382416608,300,193610.58259413516,0.0,35.714285714285715,7.817460317460317,36.269841269841265,20.1984126984127,4,2,199,83
Guarded A5/B25 SMA20 Lead,0.8718730910901951,0.39078704008624954,3.2368171827124783,-0.3056402636114582,2.852612024306307,42010.1329647504,283,35297.07669692346,0.0,30.833333333333336,7.936507936507936,40.51587301587302,20.714285714285715,8,3,191,84
Guarded A5/B25 SMA20 Lead,0.8257618812139416,0.4851780006856623,3.067385231420529,-0.4005692817217378,2.061470808906338,33022.70790470342,313,28612.056002936548,0.0,37.89682539682539,2.6984126984126986,23.373015873015873,36.03174603174603,8,6,197,85
Guarded A5/B25 SMA20 Lead,0.8961289811137929,0.4068880077146029,3.147359111477246,-0.28099674592065144,3.1891080381651253,47568.22614760783,260,83567.80523973216,0.0,37.5,2.8968253968253967,39.56349206349206,20.03968253968254,6,4,154,86
Guarded A5/B25 SMA20 Lead,0.8037916082885186,0.3354187574505588,3.2269167713480376,-0.19710703416691863,4.077944816560091,29381.25292620923,282,27427.317885406974,0.0,29.642857142857142,22.53968253968254,47.817460317460316,0.0,5,0,208,87
Guarded A5/B25 SMA20 Lead,0.8144625571737034,0.3542194309251771,3.297228243739796,-0.26051386342225846,3.1263693473908045,31102.3057742179,269,30840.69158653663,0.0,36.07142857142857,7.5,49.72222222222222,6.7063492063492065,7,4,169,88
Guarded A5/B25 SMA20 Lead,0.9544291539191281,0.3472473261361279,3.6055626733553536,-0.26703440036109677,3.5741805274095886,63715.69886912782,282,47978.206872816154,0.0,32.420634920634924,6.031746031746032,59.8015873015873,1.746031746031746,6,1,195,89
Guarded A5/B25 SMA20 Lead,1.0271834856539108,0.35923550429711526,3.5170763420909634,-0.24209487661613951,4.242896421482686,90664.40096703882,282,79014.66283081833,0.0,29.04761904761905,8.80952380952381,59.88095238095238,2.261904761904762,9,1,205,90
Guarded A5/B25 SMA20 Lead,1.0636858032116976,0.4099755369241373,3.2487717411627757,-0.291581794160162,3.6479842861088545,107705.14418444182,259,76476.11932475801,0.0,33.17460317460317,2.8174603174603177,47.85714285714286,16.150793650793652,6,2,175,91
Guarded A5/B25 SMA20 Lead,1.0839846888763618,0.4397095698569493,3.3467234476630847,-0.3003430196453221,3.609155592017585,118375.5517415859,250,100468.19788246874,0.0,35.0,0.15873015873015872,15.595238095238095,49.24603174603175,4,5,175,92
Guarded A5/B25 SMA20 Lead,0.9387209599148507,0.40479601402850207,3.188817396516066,-0.3465058241092518,2.7091058637411995,58941.823096649554,291,88492.67287283829,0.0,34.56349206349206,7.896825396825396,50.39682539682539,7.142857142857142,6,2,166,93
Guarded A5/B25 SMA20 Lead,0.6657048570290907,0.4874585879530898,3.0258141115114405,-0.42887165077451783,1.5522239715002508,13622.636223052612,304,41955.113460009656,0.0,39.920634920634924,1.8253968253968256,6.071428571428571,52.182539682539684,3,3,180,94
Guarded A5/B25 SMA20 Lead,1.0103264044778233,0.4676459890284037,3.1310443726815707,-0.33859569151086577,2.9838725943900597,83644.59592286106,305,49853.00747058942,0.0,36.58730158730158,5.119047619047619,35.079365079365076,23.214285714285715,5,2,183,95
Guarded A5/B25 SMA20 Lead,0.48593764052354316,0.4004936651014733,3.0458232500534286,-0.5483221014450816,0.8862266161492913,4524.80391149842,299,13860.89214919007,0.0,37.420634920634924,0.7936507936507936,22.896825396825395,38.88888888888889,4,5,211,96
Guarded A5/B25 SMA20 Lead,0.8461402694294227,0.3799202068714195,3.370760590466861,-0.3269597291494909,2.5879036284696535,36756.61775525734,294,30870.212616941415,0.0,33.095238095238095,9.880952380952381,33.96825396825397,23.055555555555557,8,3,204,97
Guarded A5/B25 SMA20 Lead,0.9975667245095641,0.34281006390958063,3.5836874970060895,-0.2622800079242045,3.8034417201857336,78659.35142728417,267,71682.22436634435,0.0,30.198412698412696,11.468253968253968,51.031746031746025,7.301587301587302,7,2,170,98
Guarded A5/B25 SMA20 Lead,1.075715680029075,0.381720675945484,3.323877086450416,-0.20148664707340047,5.338893150756525,113919.52685508419,284,68826.29327378441,0.0,33.13492063492063,14.920634920634921,49.56349206349206,2.380952380952381,7,2,158,99
Guarded A5/B25 SMA20 Lead,0.8337096254500895,0.36563124291436017,3.71085504558191,-0.2584845458633138,3.225375128967879,34436.45739907473,328,37500.66107346682,0.0,34.44444444444444,2.619047619047619,47.6984126984127,15.238095238095239,5,5,201,100
Guarded A5/B25 SMA20 Lead,0.6302852860931298,0.4297966395867107,3.059992856097081,-0.4973205409222313,1.2673622628261616,11070.70191571004,295,30933.932610721327,0.0,39.404761904761905,3.293650793650794,19.126984126984127,38.17460317460317,5,4,202,101
Guarded A5/B25 SMA20 Lead,1.047659502011486,0.3829551088166653,3.581607526866963,-0.23485202161091664,4.460934569884867,99898.73879046849,307,74323.97515966499,0.0,30.753968253968257,7.5,51.031746031746025,10.714285714285714,8,4,208,102
Guarded A5/B25 SMA20 Lead,0.8247233154726803,0.3934576315027462,3.282230802417768,-0.28543887558601333,2.889316718963043,32841.864325614624,291,41697.863394857784,0.0,33.730158730158735,5.7936507936507935,41.74603174603175,18.73015873015873,7,4,177,103
Guarded A5/B25 SMA20 Lead,1.0282634778160542,0.44438165327883156,3.3068330455726147,-0.3508856359072348,2.9304803975729024,91131.63475045304,277,50060.69437643371,0.0,32.77777777777778,3.5317460317460316,29.603174603174605,34.08730158730159,7,4,198,104
Guarded A5/B25 SMA20 Lead,0.8028178701695992,0.2996823160639867,3.56493111271738,-0.1887706753044055,4.252873858055553,29228.53811858655,268,17984.18168781597,0.0,28.015873015873016,18.174603174603174,53.80952380952381,0.0,5,0,180,105
Guarded A5/B25 SMA20 Lead,0.6564477706029836,0.3804479281087623,3.140824118950933,-0.33657661122271826,1.950366569495827,12909.308396337137,295,13830.599951284212,0.0,35.95238095238095,4.880952380952381,39.36507936507937,19.8015873015873,8,4,194,106
