strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,family,pct_cash,dd_cap_days,lead_blocked_days,cap_type,default_cap,allow_3x_dd,mode,use_spx_lead,min_margin,score_lambda,trigger_a,trigger_b
"flat cap 2x, 3x if DD<=-15% + greedy",0.3393494235657408,0.26064595435131044,3.737615350459244,-0.39770530220270034,0.8532685425269563,633768.8986794377,1176,822842.2919190836,,34.44621091679915,3.7625861155272924,45.62798092209857,16.163222045574987,,,,risk_cap_sweep,34.44621091679915,3303.0,0.0,flat,2.0,0.15,greedy,False,0.0,,,
"flat cap 2x, 3x if DD<=-15% + greedy min_m=0.5%",0.2768421783455963,0.2518957850929509,3.7955705927796624,-0.44136392347779824,0.6272424265313162,151117.9055810501,1058,269353.7155689001,,40.62003179650239,1.4440911499735027,42.51457339692634,15.421303656597773,,,,risk_cap_sweep,40.62003179650238,3094.0,0.0,flat,2.0,0.15,greedy,False,0.005,,,
"flat cap 2x, 3x if DD<=-15% + greedy + SPX lead",0.3388796733256372,0.2594930537032824,3.7830292333259283,-0.39770530220270034,0.852087390961961,627135.148356171,1184,817940.7590038301,,34.85691573926868,3.7625861155272924,45.230524642289346,16.14997350291468,,,,risk_cap_sweep,34.85691573926868,3277.0,31.0,flat,2.0,0.15,greedy,True,0.0,,,
"flat cap 2x, 3x if DD<=-15% + greedy + SPX lead min_m=0.5%",0.28422458599299594,0.2510034323656725,3.8287465091750708,-0.44136392347779824,0.6439687769525938,179646.36428808133,1055,314561.04979092284,,40.85850556438791,1.4440911499735027,42.2760996290408,15.421303656597773,,,,risk_cap_sweep,40.85850556438792,3081.0,18.0,flat,2.0,0.15,greedy,True,0.005,,,
"flat cap 2x, 3x if DD<=-15% + best_margin",0.33053161978919365,0.2474842637263698,4.078978188360273,-0.4155213369947636,0.7954624476801753,519854.54887726496,1435,839091.7550193479,,34.64493905670376,7.114467408585055,43.61420243773185,14.626391096979333,,,,risk_cap_sweep,34.64493905670376,3008.0,0.0,flat,2.0,0.15,best_margin,False,0.0,,,
"flat cap 2x, 3x if DD<=-15% + best_margin min_m=0.5%",0.2802961383369804,0.24414257669867412,4.001467850680496,-0.4825407246993579,0.5808756110929624,163873.05930522236,1168,318970.57042381173,,40.62003179650239,2.437731849496555,42.408585055643876,14.533651298357182,,,,risk_cap_sweep,40.62003179650238,2983.0,0.0,flat,2.0,0.15,best_margin,False,0.005,,,
"flat cap 2x, 3x if DD<=-15% + best_margin + SPX lead",0.33785251111626047,0.2464500647775993,4.12026003407307,-0.4155213369947636,0.8130810166326502,612862.7258645981,1434,983835.621398099,,34.949655537890834,7.114467408585055,43.32273449920509,14.613142554319026,,,,risk_cap_sweep,34.949655537890834,2994.0,23.0,flat,2.0,0.15,best_margin,True,0.0,,,
"flat cap 2x, 3x if DD<=-15% + best_margin + SPX lead min_m=0.5%",0.2877197509144709,0.2432200999847505,4.0369564555753525,-0.4825407246993579,0.5962600381423387,194905.85705710284,1166,372181.66172244656,,40.85850556438791,2.437731849496555,42.170111287758345,14.533651298357182,,,,risk_cap_sweep,40.85850556438792,2970.0,18.0,flat,2.0,0.15,best_margin,True,0.005,,,
"flat cap 2x, 3x if DD<=-15% + momentum",0.09034794723850115,0.24840598621708446,2.6253763953245555,-0.8780121973864462,0.10290056050182138,1325.6663470441172,1284,4173.158765698137,,34.07525172231055,7.631160572337042,43.94541600423953,14.348171701112877,,,,risk_cap_sweep,34.07525172231055,2994.0,0.0,flat,2.0,0.15,momentum,False,0.0,,,
"flat cap 2x, 3x if DD<=-15% + momentum min_m=0.5%",0.09034794723850115,0.24840598621708446,2.6253763953245555,-0.8780121973864462,0.10290056050182138,1325.6663470441172,1284,4173.158765698137,,34.07525172231055,7.631160572337042,43.94541600423953,14.348171701112877,,,,risk_cap_sweep,34.07525172231055,2994.0,0.0,flat,2.0,0.15,momentum,False,0.005,,,
"flat cap 2x, 3x if DD<=-15% + momentum + SPX lead",0.12333392709845237,0.2355264419910499,3.100337971714959,-0.8480809599215677,0.1454270676113971,3241.111988176554,1245,8177.373804135922,,37.86433492315845,6.478537360890302,41.78590355060943,13.871224165341811,,,,risk_cap_sweep,37.86433492315845,2895.0,286.0,flat,2.0,0.15,momentum,True,0.0,,,
"flat cap 2x, 3x if DD<=-15% + momentum + SPX lead min_m=0.5%",0.12333392709845237,0.2355264419910499,3.100337971714959,-0.8480809599215677,0.1454270676113971,3241.111988176554,1245,8177.373804135922,,37.86433492315845,6.478537360890302,41.78590355060943,13.871224165341811,,,,risk_cap_sweep,37.86433492315845,2895.0,286.0,flat,2.0,0.15,momentum,True,0.005,,,
"flat cap 2x, 3x if DD<=-20% + greedy",0.3377485414577013,0.25006465565783853,3.7632756532035936,-0.34826051870579894,0.9698157652576809,611435.6924233641,1148,783237.6565634552,,34.44621091679915,3.7625861155272924,50.092739798622155,11.698463169051404,,,,risk_cap_sweep,34.44621091679915,3640.0,0.0,flat,2.0,0.2,greedy,False,0.0,,,
"flat cap 2x, 3x if DD<=-20% + greedy min_m=0.5%",0.2772913595429747,0.2418541210771285,3.8149176143289356,-0.37412275146335455,0.7411774837493021,152720.70325187992,1038,269264.05125559925,,40.62003179650239,1.4440911499735027,46.7541070482247,11.181770005299416,,,,risk_cap_sweep,40.62003179650238,3414.0,0.0,flat,2.0,0.2,greedy,False,0.005,,,
"flat cap 2x, 3x if DD<=-20% + greedy + SPX lead",0.3363009826780723,0.24887132267428588,3.8110585093905156,-0.34826051870579894,0.9656592252484706,591897.8563997124,1160,771534.6995419569,,34.85691573926868,3.7625861155272924,49.68203497615262,11.698463169051404,,,,risk_cap_sweep,34.85691573926868,3613.0,31.0,flat,2.0,0.2,greedy,True,0.0,,,
"flat cap 2x, 3x if DD<=-20% + greedy + SPX lead min_m=0.5%",0.2846884499506215,0.24092729918812814,3.850098477167373,-0.37412275146335455,0.7609493109870566,181602.98142284207,1036,314454.202819986,,40.85850556438791,1.4440911499735027,46.515633280339166,11.181770005299416,,,,risk_cap_sweep,40.85850556438792,3401.0,18.0,flat,2.0,0.2,greedy,True,0.005,,,
"flat cap 2x, 3x if DD<=-20% + best_margin",0.3282562628046315,0.23818063621720237,4.070384748484202,-0.3572644594956766,0.9188046951773658,493838.6455727379,1400,769333.2142380942,,34.64493905670376,7.114467408585055,47.68150503444621,10.559088500264972,,,,risk_cap_sweep,34.64493905670376,3315.0,0.0,flat,2.0,0.2,best_margin,False,0.0,,,
"flat cap 2x, 3x if DD<=-20% + best_margin min_m=0.5%",0.2790907405639722,0.23471293754066574,3.994999229507235,-0.4203143446791658,0.6640047956893017,159307.7215617452,1138,303735.1309651391,,40.62003179650239,2.437731849496555,46.43614202437732,10.50609432962374,,,,risk_cap_sweep,40.62003179650238,3287.0,0.0,flat,2.0,0.2,best_margin,False,0.005,,,
"flat cap 2x, 3x if DD<=-20% + best_margin + SPX lead",0.33457798541739314,0.23711474349545725,4.11348407497191,-0.3572644594956766,0.9364994936515425,569428.414412021,1402,894050.6174117718,,34.949655537890834,7.114467408585055,47.37678855325914,10.559088500264972,,,,risk_cap_sweep,34.949655537890834,3300.0,23.0,flat,2.0,0.2,best_margin,True,0.0,,,
"flat cap 2x, 3x if DD<=-20% + best_margin + SPX lead min_m=0.5%",0.2865165215653509,0.2337565432139576,4.032478718187749,-0.4203143446791658,0.6816720038048062,189516.4380032116,1137,354410.97317676194,,40.85850556438791,2.437731849496555,46.19766825649179,10.50609432962374,,,,risk_cap_sweep,40.85850556438792,3274.0,18.0,flat,2.0,0.2,best_margin,True,0.005,,,
"flat cap 2x, 3x if DD<=-20% + momentum",0.09712908814829158,0.23902263553527228,2.6465828388505854,-0.8218703044077837,0.11818055431298254,1596.6206961178464,1254,4664.058056224274,,34.07525172231055,7.631160572337042,48.0259671436142,10.267620561738209,,,,risk_cap_sweep,34.07525172231055,3302.0,0.0,flat,2.0,0.2,momentum,False,0.0,,,
"flat cap 2x, 3x if DD<=-20% + momentum min_m=0.5%",0.09712908814829158,0.23902263553527228,2.6465828388505854,-0.8218703044077837,0.11818055431298254,1596.6206961178464,1254,4664.058056224274,,34.07525172231055,7.631160572337042,48.0259671436142,10.267620561738209,,,,risk_cap_sweep,34.07525172231055,3302.0,0.0,flat,2.0,0.2,momentum,False,0.005,,,
"flat cap 2x, 3x if DD<=-20% + momentum + SPX lead",0.1304810699120107,0.22619435958992842,3.1333301092501618,-0.7807886020038894,0.1671144655251521,3920.263747804121,1223,9487.017210185211,,37.86433492315845,6.478537360890302,45.73396926338103,9.923158452570217,,,,risk_cap_sweep,37.86433492315845,3193.0,286.0,flat,2.0,0.2,momentum,True,0.0,,,
"flat cap 2x, 3x if DD<=-20% + momentum + SPX lead min_m=0.5%",0.1304810699120107,0.22619435958992842,3.1333301092501618,-0.7807886020038894,0.1671144655251521,3920.263747804121,1223,9487.017210185211,,37.86433492315845,6.478537360890302,45.73396926338103,9.923158452570217,,,,risk_cap_sweep,37.86433492315845,3193.0,286.0,flat,2.0,0.2,momentum,True,0.005,,,
"flat cap 2x, 3x if DD<=-25% + greedy",0.33906051721887787,0.24166607165896078,3.7991356892258072,-0.33704333642187106,1.0059849300639545,629681.0166850168,1128,769464.4997866354,,34.44621091679915,3.7625861155272924,53.6036036036036,8.187599364069953,,,,risk_cap_sweep,34.44621091679915,3905.0,0.0,flat,2.0,0.25,greedy,False,0.0,,,
"flat cap 2x, 3x if DD<=-25% + greedy min_m=0.5%",0.2768164677867706,0.23355951449989285,3.8438676251674533,-0.34402135514119747,0.8046490825348798,151026.6571844683,1024,253542.10368864832,,40.62003179650239,1.4440911499735027,50.172231054583996,7.763645998940117,,,,risk_cap_sweep,40.62003179650238,3672.0,0.0,flat,2.0,0.25,greedy,False,0.005,,,
"flat cap 2x, 3x if DD<=-25% + greedy + SPX lead",0.3376208431301648,0.24043386003886766,3.849387682842045,-0.33704333642187106,1.001713449416994,609687.3665237314,1141,757862.8757311165,,34.85691573926868,3.7625861155272924,53.192898781134076,8.187599364069953,,,,risk_cap_sweep,34.85691573926868,3878.0,31.0,flat,2.0,0.25,greedy,True,0.0,,,
"flat cap 2x, 3x if DD<=-25% + greedy + SPX lead min_m=0.5%",0.2842168346202243,0.232601741460674,3.880934561298921,-0.34402135514119747,0.8261604414167038,179613.8420914813,1023,296220.0728694187,,40.85850556438791,1.4440911499735027,49.933757286698466,7.763645998940117,,,,risk_cap_sweep,40.85850556438792,3659.0,18.0,flat,2.0,0.25,greedy,True,0.005,,,
"flat cap 2x, 3x if DD<=-25% + best_margin",0.31701008481987425,0.23141760912331516,4.036968502407323,-0.3173845065603989,0.9988202897974372,382663.53983313177,1372,570020.236893245,,34.64493905670376,7.114467408585055,50.82140964493905,7.419183889772126,,,,risk_cap_sweep,34.64493905670376,3552.0,0.0,flat,2.0,0.25,best_margin,False,0.0,,,
"flat cap 2x, 3x if DD<=-25% + best_margin min_m=0.5%",0.2683871427705029,0.2278274664754548,3.960965674953114,-0.3841272885915794,0.6986932476329835,123812.95665665822,1112,225243.74106680666,,40.62003179650239,2.437731849496555,49.57604663487017,7.366189719130896,,,,risk_cap_sweep,40.62003179650238,3524.0,0.0,flat,2.0,0.25,best_margin,False,0.005,,,
"flat cap 2x, 3x if DD<=-25% + best_margin + SPX lead",0.3232704681061953,0.23032399336213363,4.081669814234122,-0.3173845065603989,1.0185452075452093,441158.06182495924,1374,662076.4757528878,,34.949655537890834,7.114467408585055,50.51669316375199,7.419183889772126,,,,risk_cap_sweep,34.949655537890834,3537.0,23.0,flat,2.0,0.25,best_margin,True,0.0,,,
"flat cap 2x, 3x if DD<=-25% + best_margin + SPX lead min_m=0.5%",0.27573566936590055,0.2268450917541702,3.9998972365740286,-0.3841272885915794,0.7178236942678512,147238.64568682332,1111,262555.83496622567,,40.85850556438791,2.437731849496555,49.33757286698463,7.366189719130896,,,,risk_cap_sweep,40.85850556438792,3511.0,18.0,flat,2.0,0.25,best_margin,True,0.005,,,
"flat cap 2x, 3x if DD<=-25% + momentum",0.10158867831517338,0.23369082652858042,2.639252982916786,-0.8112210283311843,0.12522934535382801,1803.2109796508298,1231,4876.375713697102,,34.07525172231055,7.631160572337042,51.02013778484367,7.273449920508744,,,,risk_cap_sweep,34.07525172231055,3528.0,0.0,flat,2.0,0.25,momentum,False,0.0,,,
"flat cap 2x, 3x if DD<=-25% + momentum min_m=0.5%",0.10158867831517338,0.23369082652858042,2.639252982916786,-0.8112210283311843,0.12522934535382801,1803.2109796508298,1231,4876.375713697102,,34.07525172231055,7.631160572337042,51.02013778484367,7.273449920508744,,,,risk_cap_sweep,34.07525172231055,3528.0,0.0,flat,2.0,0.25,momentum,False,0.005,,,
"flat cap 2x, 3x if DD<=-25% + momentum + SPX lead",0.1355932931980186,0.220641739146774,3.138633994779834,-0.761344221785555,0.1780972250370748,4488.4146841624615,1206,10172.064784415224,,37.86433492315845,6.478537360890302,48.70164281928987,6.955484896661367,,,,risk_cap_sweep,37.86433492315845,3417.0,286.0,flat,2.0,0.25,momentum,True,0.0,,,
"flat cap 2x, 3x if DD<=-25% + momentum + SPX lead min_m=0.5%",0.1355932931980186,0.220641739146774,3.138633994779834,-0.761344221785555,0.1780972250370748,4488.4146841624615,1206,10172.064784415224,,37.86433492315845,6.478537360890302,48.70164281928987,6.955484896661367,,,,risk_cap_sweep,37.86433492315845,3417.0,286.0,flat,2.0,0.25,momentum,True,0.005,,,
"flat cap 2x, 3x if DD<=-30% + greedy",0.32451188035609113,0.23646949953029558,3.7804101506839474,-0.30375601600446367,1.0683307103663173,453742.7319823634,1130,556133.7860214455,,34.44621091679915,3.7625861155272924,57.22045574986752,4.5707472178060415,,,,risk_cap_sweep,34.44621091679915,4178.0,0.0,flat,2.0,0.3,greedy,False,0.0,,,
"flat cap 2x, 3x if DD<=-30% + greedy min_m=0.5%",0.26401226642716447,0.22834568063314814,3.829128175715034,-0.3350268755258997,0.7880330973828237,111623.58852648856,1027,188608.53279974198,,40.62003179650239,1.4440911499735027,53.57710651828299,4.358770535241123,,,,risk_cap_sweep,40.62003179650238,3929.0,0.0,flat,2.0,0.3,greedy,False,0.005,,,
"flat cap 2x, 3x if DD<=-30% + greedy + SPX lead",0.3230943543466529,0.23521308419465173,3.8320684459151497,-0.30375601600446367,1.0636640504986905,439400.2882323188,1143,547849.0428833218,,34.85691573926868,3.7625861155272924,56.809750927397985,4.5707472178060415,,,,risk_cap_sweep,34.85691573926868,4151.0,31.0,flat,2.0,0.3,greedy,True,0.0,,,
"flat cap 2x, 3x if DD<=-30% + greedy + SPX lead min_m=0.5%",0.27132057070893056,0.22736796400738507,3.8673221378000884,-0.3350268755258997,0.8098471810150519,132696.438840327,1026,220064.6730944591,,40.85850556438791,1.4440911499735027,53.33863275039745,4.358770535241123,,,,risk_cap_sweep,40.85850556438792,3916.0,18.0,flat,2.0,0.3,greedy,True,0.005,,,
"flat cap 2x, 3x if DD<=-30% + best_margin",0.30249844669260884,0.22676802019216574,4.004767415514283,-0.29210139502226956,1.0355939815677588,274460.75378366356,1367,410530.57600014406,,34.64493905670376,7.114467408585055,54.12029676735559,4.12029676735559,,,,risk_cap_sweep,34.64493905670376,3801.0,0.0,flat,2.0,0.3,best_margin,False,0.0,,,
"flat cap 2x, 3x if DD<=-30% + best_margin min_m=0.5%",0.2539089196091595,0.22309701902070397,3.928476675427752,-0.36035505858012484,0.7046076184128353,87742.77989759299,1110,161058.5713496126,,40.62003179650239,2.437731849496555,52.83518812930578,4.1070482246952835,,,,risk_cap_sweep,40.62003179650238,3770.0,0.0,flat,2.0,0.3,best_margin,False,0.005,,,
"flat cap 2x, 3x if DD<=-30% + best_margin + SPX lead",0.30867916014987995,0.22565456819361582,4.0505897032355245,-0.2914465580253511,1.0591278285847174,316337.7237750771,1369,476443.71861692076,,34.949655537890834,7.114467408585055,53.81558028616852,4.12029676735559,,,,risk_cap_sweep,34.949655537890834,3786.0,23.0,flat,2.0,0.3,best_margin,True,0.0,,,
"flat cap 2x, 3x if DD<=-30% + best_margin + SPX lead min_m=0.5%",0.2611517283537368,0.22209601538862994,3.968426516590706,-0.36035505858012484,0.7247067083856956,104289.73114834247,1109,187410.108322932,,40.85850556438791,2.437731849496555,52.59671436142025,4.1070482246952835,,,,risk_cap_sweep,40.85850556438792,3757.0,18.0,flat,2.0,0.3,best_margin,True,0.005,,,
"flat cap 2x, 3x if DD<=-30% + momentum",0.10312764660961804,0.22934697927672712,2.6316729236335386,-0.777733352464289,0.13260026239437034,1880.326257806375,1210,5075.037584354043,,34.07525172231055,7.631160572337042,54.12029676735559,4.17329093799682,,,,risk_cap_sweep,34.07525172231055,3762.0,0.0,flat,2.0,0.3,momentum,False,0.0,,,
"flat cap 2x, 3x if DD<=-30% + momentum min_m=0.5%",0.10312764660961804,0.22934697927672712,2.6316729236335386,-0.777733352464289,0.13260026239437034,1880.326257806375,1210,5075.037584354043,,34.07525172231055,7.631160572337042,54.12029676735559,4.17329093799682,,,,risk_cap_sweep,34.07525172231055,3762.0,0.0,flat,2.0,0.3,momentum,False,0.005,,,
"flat cap 2x, 3x if DD<=-30% + momentum + SPX lead",0.1379345854391818,0.21605264174008432,3.144175118671409,-0.7226753194854811,0.19086660595713476,4774.453299153247,1191,10765.506506118421,,37.86433492315845,6.478537360890302,51.72231054583995,3.9348171701112875,,,,risk_cap_sweep,37.86433492315845,3645.0,286.0,flat,2.0,0.3,momentum,True,0.0,,,
"flat cap 2x, 3x if DD<=-30% + momentum + SPX lead min_m=0.5%",0.1379345854391818,0.21605264174008432,3.144175118671409,-0.7226753194854811,0.19086660595713476,4774.453299153247,1191,10765.506506118421,,37.86433492315845,6.478537360890302,51.72231054583995,3.9348171701112875,,,,risk_cap_sweep,37.86433492315845,3645.0,286.0,flat,2.0,0.3,momentum,True,0.005,,,
"flat cap 2x, 3x if DD<=-35% + greedy",0.34281575023686695,0.23273919729160644,3.8115591155038375,-0.28116532197185523,1.219267539227981,684860.717608555,1097,835320.1274760606,,34.44621091679915,3.7625861155272924,58.9825119236884,2.808691043985162,,,,risk_cap_sweep,34.44621091679915,4311.0,0.0,flat,2.0,0.35,greedy,False,0.0,,,
"flat cap 2x, 3x if DD<=-35% + greedy min_m=0.5%",0.2781087812148144,0.22494307152613333,3.860416157504341,-0.3080462134110861,0.9028151267799538,155679.7424383872,1000,260342.00916744882,,40.62003179650239,1.4440911499735027,55.233174350821415,2.7027027027027026,,,,risk_cap_sweep,40.62003179650238,4054.0,0.0,flat,2.0,0.35,greedy,False,0.005,,,
"flat cap 2x, 3x if DD<=-35% + greedy + SPX lead",0.3413706680069206,0.23146340375188648,3.8645424552208683,-0.28116532197185484,1.2141279216541947,663094.673905091,1110,822678.2267273263,,34.85691573926868,3.7625861155272924,58.571807101218866,2.808691043985162,,,,risk_cap_sweep,34.85691573926868,4284.0,31.0,flat,2.0,0.35,greedy,True,0.0,,,
"flat cap 2x, 3x if DD<=-35% + greedy + SPX lead min_m=0.5%",0.2855181661318409,0.22395102489349367,3.8995764782525497,-0.30812233999025496,0.9266389647075607,185154.29070767885,999,304345.1575357801,,40.85850556438791,1.4440911499735027,54.99470058293588,2.7027027027027026,,,,risk_cap_sweep,40.85850556438792,4041.0,18.0,flat,2.0,0.35,greedy,True,0.005,,,
"flat cap 2x, 3x if DD<=-35% + best_margin",0.31533810879910296,0.22347806505439866,4.030843833814934,-0.29229028199323925,1.0788525251291003,368356.5723403269,1338,548232.4019837931,,34.64493905670376,7.114467408585055,55.73661897191309,2.5039745627980925,,,,risk_cap_sweep,34.64493905670376,3923.0,0.0,flat,2.0,0.35,best_margin,False,0.0,,,
"flat cap 2x, 3x if DD<=-35% + best_margin min_m=0.5%",0.26584031417585674,0.2197749208258805,3.9532367458747006,-0.32143299953746435,0.8270473615291387,116568.82885138942,1082,211754.33612484272,,40.62003179650239,2.437731849496555,54.43826179120297,2.5039745627980925,,,,risk_cap_sweep,40.62003179650238,3891.0,0.0,flat,2.0,0.35,best_margin,False,0.005,,,
"flat cap 2x, 3x if DD<=-35% + best_margin + SPX lead",0.32158948103640994,0.2223489098899847,4.077762617468554,-0.29144655802535135,1.103425215296029,424653.8609247722,1340,636831.9051921313,,34.949655537890834,7.114467408585055,55.43190249072602,2.5039745627980925,,,,risk_cap_sweep,34.949655537890834,3908.0,23.0,flat,2.0,0.35,best_margin,True,0.0,,,
"flat cap 2x, 3x if DD<=-35% + best_margin + SPX lead min_m=0.5%",0.2731707536838668,0.2187593983416944,3.9941715902092003,-0.32143299953746435,0.8498528591555753,138613.03156542566,1081,246865.17451836527,,40.85850556438791,2.437731849496555,54.19978802331743,2.5039745627980925,,,,risk_cap_sweep,40.85850556438792,3878.0,18.0,flat,2.0,0.35,best_margin,True,0.005,,,
"flat cap 2x, 3x if DD<=-35% + momentum",0.1070876615321874,0.22603172435945826,2.644770012730167,-0.7595500947697298,0.14098828012739936,2093.698137571506,1197,5537.215385000353,,34.07525172231055,7.631160572337042,55.69687334393216,2.5967143614202435,,,,risk_cap_sweep,34.07525172231055,3881.0,0.0,flat,2.0,0.35,momentum,False,0.0,,,
"flat cap 2x, 3x if DD<=-35% + momentum min_m=0.5%",0.1070876615321874,0.22603172435945826,2.644770012730167,-0.7595500947697298,0.14098828012739936,2093.698137571506,1197,5537.215385000353,,34.07525172231055,7.631160572337042,55.69687334393216,2.5967143614202435,,,,risk_cap_sweep,34.07525172231055,3881.0,0.0,flat,2.0,0.35,momentum,False,0.005,,,
"flat cap 2x, 3x if DD<=-35% + momentum + SPX lead",0.14199519243388115,0.2130790585990745,3.156426712811381,-0.7007935952361839,0.20262056245823057,5312.838923362233,1182,11813.236455406422,,37.86433492315845,6.478537360890302,53.20614732379438,2.450980392156863,,,,risk_cap_sweep,37.86433492315845,3757.0,286.0,flat,2.0,0.35,momentum,True,0.0,,,
"flat cap 2x, 3x if DD<=-35% + momentum + SPX lead min_m=0.5%",0.14199519243388115,0.2130790585990745,3.156426712811381,-0.7007935952361839,0.20262056245823057,5312.838923362233,1182,11813.236455406422,,37.86433492315845,6.478537360890302,53.20614732379438,2.450980392156863,,,,risk_cap_sweep,37.86433492315845,3757.0,286.0,flat,2.0,0.35,momentum,True,0.005,,,
"tiered cap base 1x, 2x@<=-5%, 3x@<=-20% + greedy",0.21277484010880587,0.22775266023927335,3.1883727263794093,-0.40372669469935013,0.5270269291141535,32262.386300205286,1098,63466.13397202341,,34.44621091679915,37.82458929517753,16.030736618971915,11.698463169051404,,,,risk_cap_sweep,34.44621091679915,3680.0,0.0,tiered,1.0,,greedy,False,0.0,,0.05,0.2
"tiered cap base 1x, 2x@<=-5%, 3x@<=-20% + greedy + SPX lead",0.222037016230747,0.22671224149603583,3.2566094636523184,-0.40372669469935013,0.5499686276531578,40532.9667988071,1111,73761.33571659161,,34.85691573926868,37.51987281399046,15.924748277689455,11.698463169051404,,,,risk_cap_sweep,34.85691573926868,3653.0,31.0,tiered,1.0,,greedy,True,0.0,,0.05,0.2
"tiered cap base 1x, 2x@<=-5%, 3x@<=-20% + best_margin",0.22312417183150668,0.21677141372362305,3.422377690927991,-0.4149249402124594,0.537745867282062,41628.66091225543,1221,88009.78685541684,,34.64493905670376,39.48065712771595,15.315315315315313,10.559088500264972,,,,risk_cap_sweep,34.64493905670376,3445.0,0.0,tiered,1.0,,best_margin,False,0.0,,0.05,0.2
"tiered cap base 1x, 2x@<=-5%, 3x@<=-20% + best_margin + SPX lead",0.23512124633533626,0.21575962610820323,3.486164534426523,-0.4149249402124594,0.566659710103095,55788.71226118874,1224,107617.03976552743,,34.949655537890834,39.28192898781134,15.209326974032855,10.559088500264972,,,,risk_cap_sweep,34.949655537890834,3426.0,23.0,tiered,1.0,,best_margin,True,0.0,,0.05,0.2
"tiered cap base 1x, 2x@<=-5%, 3x@<=-20% + momentum",0.053492177512204364,0.2138480155249342,2.203870658774715,-0.7934221417976857,0.06741956733272551,472.58693232334923,1096,2142.1431886785217,,34.07525172231055,40.69952305246423,14.957604663487018,10.267620561738209,,,,risk_cap_sweep,34.07525172231055,3443.0,0.0,tiered,1.0,,momentum,False,0.0,,0.05,0.2
"tiered cap base 1x, 2x@<=-5%, 3x@<=-20% + momentum + SPX lead",0.08469731831149896,0.20205567250182968,2.6930647195015447,-0.7403789571217312,0.11439725224061607,1134.3502833849232,1094,3819.566309950567,,37.86433492315845,38.407525172231054,13.804981452040277,9.923158452570217,,,,risk_cap_sweep,37.86433492315845,3316.0,286.0,tiered,1.0,,momentum,True,0.0,,0.05,0.2
"tiered cap base 1x, 2x@<=-5%, 3x@<=-25% + greedy",0.21406125683922506,0.21840856531919797,3.2197470671088095,-0.39217272585182245,0.5458341254463102,33304.83149577701,1078,60138.859563183425,,34.44621091679915,37.82458929517753,19.541600423953366,8.187599364069953,,,,risk_cap_sweep,34.44621091679915,3945.0,0.0,tiered,1.0,,greedy,False,0.0,,0.05,0.25
"tiered cap base 1x, 2x@<=-5%, 3x@<=-25% + greedy + SPX lead",0.22334109984670825,0.2173285082346598,3.291667551318548,-0.39217272585182245,0.569496767939683,41850.6933588803,1092,70109.43473777377,,34.85691573926868,37.51987281399046,19.435612082670907,8.187599364069953,,,,risk_cap_sweep,34.85691573926868,3918.0,31.0,tiered,1.0,,greedy,True,0.0,,0.05,0.25
"tiered cap base 1x, 2x@<=-5%, 3x@<=-25% + best_margin",0.2128630061106791,0.20916556582769683,3.3782444899711632,-0.37921586176019517,0.5613241100270413,32332.812954334284,1193,64473.09048099517,,34.64493905670376,39.48065712771595,18.455219925808162,7.419183889772126,,,,risk_cap_sweep,34.64493905670376,3682.0,0.0,tiered,1.0,,best_margin,False,0.0,,0.05,0.25
"tiered cap base 1x, 2x@<=-5%, 3x@<=-25% + best_margin + SPX lead",0.22473548024955337,0.2081237305064832,3.4446448016540856,-0.37921586176019517,0.5926320676735547,43305.45510828794,1196,78670.0786680341,,34.949655537890834,39.28192898781134,18.3492315845257,7.419183889772126,,,,risk_cap_sweep,34.949655537890834,3663.0,23.0,tiered,1.0,,best_margin,True,0.0,,0.05,0.25
"tiered cap base 1x, 2x@<=-5%, 3x@<=-25% + momentum",0.05714963248686078,0.20782275130751252,2.191624207062901,-0.7816326107211895,0.07311572176361793,524.3604964890088,1073,2160.225502957139,,34.07525172231055,40.69952305246423,17.95177530471648,7.273449920508744,,,,risk_cap_sweep,34.07525172231055,3669.0,0.0,tiered,1.0,,momentum,False,0.0,,0.05,0.25
"tiered cap base 1x, 2x@<=-5%, 3x@<=-25% + momentum + SPX lead",0.08912470013054397,0.19576563112413556,2.6966994444638157,-0.7185171703734483,0.12403976384339087,1281.7730887539883,1077,3950.4742881479597,,37.86433492315845,38.407525172231054,16.772655007949126,6.955484896661367,,,,risk_cap_sweep,37.86433492315845,3540.0,286.0,tiered,1.0,,momentum,True,0.0,,0.05,0.25
"tiered cap base 1x, 2x@<=-5%, 3x@<=-30% + greedy",0.20126927550762375,0.21254741934390908,3.1948157185391532,-0.35636354651031266,0.5647863746967152,24239.251868598574,1080,44592.77643119902,,34.44621091679915,37.82458929517753,23.158452570217275,4.5707472178060415,,,,risk_cap_sweep,34.44621091679915,4218.0,0.0,tiered,1.0,,greedy,False,0.0,,0.05,0.3
"tiered cap base 1x, 2x@<=-5%, 3x@<=-30% + greedy + SPX lead",0.21043473089344467,0.21144293826253302,3.2689798148340303,-0.35636354651031266,0.5905057712948621,30446.394050350693,1094,51829.876191176256,,34.85691573926868,37.51987281399046,23.052464228934817,4.5707472178060415,,,,risk_cap_sweep,34.85691573926868,4191.0,31.0,tiered,1.0,,greedy,True,0.0,,0.05,0.3
