Strategy,Variant,Leverage,CAGR_pct,Vol_pct,Sharpe,Sortino,Calmar,MaxDD_pct,End_Value,Trades_Per_Year,Total_Trades,Pct_Cash_Time,Avg_Leverage,Direction,SMA,UpBand,LoBand,Stop,Trail,Bmode,N,Param,Class
A' conv SMA50 +3/-5% TS5% 2x,A-trail,2,6.062487606081124,12.764546421326873,0.15641045226830963,0.10448343782255316,0.08411448627752319,-72.07423922294254,9008.452805647863,1.8565829037800687,142,74.23998337057631,2.0,conv,50,0.03,0.05,0.0,0.05,,0,,Neither
A' conv SMA50 +3/-5% TS5% 3x,A-trail,3,5.57814609627687,19.14551584173504,0.150553203763751,0.10057636723186086,0.06217901911711583,-89.71106613583409,6347.692279505264,1.8565829037800687,142,74.23998337057631,3.0,conv,50,0.03,0.05,0.0,0.05,,0,,Neither
A' conv SMA50 +3/-5% TS8% 1x,A-trail,1,8.171570088539436,10.246052879909223,0.3260359824872889,0.3473969542563245,0.17716630344531276,-46.12372629348118,40615.78401297587,1.8565829037800687,142,34.901002962116095,1.0,conv,50,0.03,0.05,0.0,0.08,,0,,Neither
A' conv SMA50 +3/-5% TS8% 2x,A-trail,2,9.61539331252732,20.432770904297968,0.3273751826096544,0.3487671531697339,0.12533941367126636,-76.71484197098664,111975.95033015452,1.8565829037800687,142,34.901002962116095,2.0,conv,50,0.03,0.05,0.0,0.08,,0,,Neither
A' conv SMA50 +3/-5% TS8% 3x,A-trail,3,9.733971479557813,30.668531853787307,0.318648744752788,0.33932222409846496,0.10562557487977585,-92.15544143203122,121629.28996838846,1.8565829037800687,142,34.901002962116095,3.0,conv,50,0.03,0.05,0.0,0.08,,0,,Neither
A' conv SMA100 +1/-1% TS3% 1x,A-trail,1,6.959220690716172,6.486074412842713,0.29883812419054306,0.235481853424039,0.3195596619226585,-21.77753177245656,17151.81599036533,4.589159149484536,351,66.11235254378215,1.0,conv,100,0.01,0.01,0.0,0.03,,0,,Neither
A' conv SMA100 +1/-1% TS3% 2x,A-trail,2,7.706885465619084,12.938139932254284,0.30136008250006757,0.23672462106056347,0.16966749370215073,-45.42346502240689,29220.941394398425,4.589159149484536,351,66.11235254378215,2.0,conv,100,0.01,0.01,0.0,0.03,,0,,Neither
A' conv SMA100 +1/-1% TS3% 3x,A-trail,3,7.93302322217897,19.397530206083022,0.29586300100617113,0.23282699354914424,0.11145781239992716,-71.17512044569926,34305.36563731648,4.589159149484536,351,66.11235254378215,3.0,conv,100,0.01,0.01,0.0,0.03,,0,,Neither
A' conv SMA100 +1/-1% TS5% 1x,A-trail,1,7.3980672826650995,8.810502521692097,0.30114373887879087,0.30648496818634063,0.2135068579231058,-34.65025599004179,23459.44722723611,4.576084621993127,350,42.919503195967366,1.0,conv,100,0.01,0.01,0.0,0.05,,0,,Neither
A' conv SMA100 +1/-1% TS5% 2x,A-trail,2,8.304452645621986,17.565619278913264,0.3035534175906997,0.3085277090794877,0.1273634487560341,-65.20279347593079,44614.37121344775,4.576084621993127,350,42.919503195967366,2.0,conv,100,0.01,0.01,0.0,0.05,,0,,Neither
A' conv SMA100 +1/-1% TS5% 3x,A-trail,3,8.269318436667028,26.36080486461872,0.29652929856261345,0.30140703078994,0.0993160338552964,-83.26267286020943,43520.854172753265,4.576084621993127,350,42.919503195967366,3.0,conv,100,0.01,0.01,0.0,0.05,,0,,Neither
A' conv SMA100 +1/-1% TS8% 1x,A-trail,1,7.7870839781218,10.016814277778192,0.3239043422541313,0.3518118307709022,0.17183529993414853,-45.317137870425924,30932.72978205405,4.576084621993127,350,32.947045678948186,1.0,conv,100,0.01,0.01,0.0,0.08,,0,,Neither
A' conv SMA100 +1/-1% TS8% 2x,A-trail,2,8.945902758414492,19.97109219503752,0.32746972471262986,0.3552114107083557,0.11822349342748928,-75.66941645064259,70085.2170096211,4.576084621993127,350,32.947045678948186,2.0,conv,100,0.01,0.01,0.0,0.08,,0,,Neither
A' conv SMA100 +1/-1% TS8% 3x,A-trail,3,8.925668094110083,29.973338928603336,0.3212409879458506,0.34856629981267495,0.0988518895406692,-90.29334831721073,69096.56257603486,4.576084621993127,350,32.947045678948186,3.0,conv,100,0.01,0.01,0.0,0.08,,0,,Neither
A' conv SMA100 +2/-2% TS3% 1x,A-trail,1,6.258755968479046,5.252430391752715,0.19052802293759272,0.11592606067258324,0.3303972926455271,-18.943121229488614,10376.743498308017,2.8371724656357387,217,78.16348802161825,1.0,conv,100,0.02,0.02,0.0,0.03,,0,,Neither
A' conv SMA100 +2/-2% TS3% 2x,A-trail,2,6.439497120107052,10.473604073432906,0.1939454905272116,0.11761536212224838,0.15737166129590707,-40.91903883507221,11817.166844996407,2.8371724656357387,217,78.16348802161825,2.0,conv,100,0.02,0.02,0.0,0.03,,0,,Neither
A' conv SMA100 +2/-2% TS3% 3x,A-trail,3,6.323287200079797,15.7000287430262,0.19165432734312038,0.11647737113712897,0.09717965143587366,-65.06801688059532,10869.952233327253,2.8371724656357387,217,78.16348802161825,3.0,conv,100,0.02,0.02,0.0,0.03,,0,,Neither
A' conv SMA100 +2/-2% TS5% 1x,A-trail,1,6.992857041496281,7.966586147535688,0.2540861303344601,0.22894981268419684,0.21013967534765216,-33.277185899937244,17569.299284558794,2.82409793814433,216,53.780595541235776,1.0,conv,100,0.02,0.02,0.0,0.05,,0,,Neither
A' conv SMA100 +2/-2% TS5% 2x,A-trail,2,7.593171004232602,15.883132113448717,0.2543700670595221,0.22893636088793562,0.12020061584786519,-63.17081614492792,26952.93719949802,2.82409793814433,216,53.780595541235776,2.0,conv,100,0.02,0.02,0.0,0.05,,0,,Neither
A' conv SMA100 +2/-2% TS5% 3x,A-trail,3,7.491713399831834,23.841478982790193,0.2493331833861776,0.22438980315557255,0.09319732565263283,-80.38549762420347,25076.602336912518,2.82409793814433,216,53.780595541235776,3.0,conv,100,0.02,0.02,0.0,0.05,,0,,Neither
A' conv SMA100 +2/-2% TS8% 1x,A-trail,1,7.697314914496611,9.952962386158662,0.2963925633121788,0.31507562914291526,0.1732702038533594,-44.42376555989361,29023.013973318706,2.82409793814433,216,35.28555838486723,1.0,conv,100,0.02,0.02,0.0,0.08,,0,,Neither
A' conv SMA100 +2/-2% TS8% 2x,A-trail,2,8.693172011100625,19.84748751152271,0.29685607222238797,0.31516285584817694,0.1160842235258229,-74.88676537657877,58678.78059034568,2.82409793814433,216,35.28555838486723,2.0,conv,100,0.02,0.02,0.0,0.08,,0,,Neither
A' conv SMA100 +2/-2% TS8% 3x,A-trail,3,8.574905235334619,29.795241576587937,0.29169114070785207,0.3096395231921112,0.09598837438220693,-89.33274774704509,53990.686779163116,2.82409793814433,216,35.28555838486723,3.0,conv,100,0.02,0.02,0.0,0.08,,0,,Neither
A' conv SMA100 +3/-3% TS3% 1x,A-trail,1,5.980545003499915,4.566209504308451,0.11280089869387042,0.057176774004835486,0.3840448923343669,-15.572515408675144,8491.362046320408,2.052700816151203,157,84.61258639505274,1.0,conv,100,0.03,0.03,0.0,0.03,,0,,Neither
A' conv SMA100 +3/-3% TS3% 2x,A-trail,2,5.9001137253546165,9.11272342447681,0.11347624546553255,0.057409652119164746,0.1374432423606155,-42.92763779447406,8012.327633153563,2.052700816151203,157,84.61258639505274,2.0,conv,100,0.03,0.03,0.0,0.03,,0,,Neither
A' conv SMA100 +3/-3% TS3% 3x,A-trail,3,5.597613039195637,13.646730088766237,0.11148852330715656,0.05650489869714208,0.08149141293407569,-68.68960590637877,6437.836771790426,2.052700816151203,157,84.61258639505274,3.0,conv,100,0.03,0.03,0.0,0.03,,0,,Neither
A' conv SMA100 +3/-3% TS5% 1x,A-trail,1,6.420876154815169,6.8986463079305365,0.18699104115911092,0.14205733531024398,0.20211974282666773,-31.767684170870602,11660.086381759877,2.0396262886597936,156,68.3417346567583,1.0,conv,100,0.03,0.03,0.0,0.05,,0,,Neither
A' conv SMA100 +3/-3% TS5% 2x,A-trail,2,6.590605099142377,13.756427245440086,0.1876226096590808,0.14237797851965966,0.1036271872689892,-63.599189294165456,13171.54045032682,2.0396262886597936,156,68.3417346567583,2.0,conv,100,0.03,0.03,0.0,0.05,,0,,Neither
A' conv SMA100 +3/-3% TS5% 3x,A-trail,3,6.238570828949008,20.6500419088632,0.18271424325603206,0.13855602765592356,0.0721257393087418,-86.49576266031951,10227.05380074241,2.0396262886597936,156,68.3417346567583,3.0,conv,100,0.03,0.03,0.0,0.05,,0,,Neither
A' conv SMA100 +3/-3% TS8% 1x,A-trail,1,7.747476623360683,9.92745833985924,0.2952036900113561,0.31361059748027287,0.16383503672273086,-47.288277149607886,30075.314092596247,2.0396262886597936,156,35.311541859377435,1.0,conv,100,0.03,0.03,0.0,0.08,,0,,Neither
A' conv SMA100 +3/-3% TS8% 2x,A-trail,2,8.792638968428168,19.80240455147114,0.29499586558129154,0.31309909592162044,0.11162073878576442,-78.77244913513813,62930.97652691297,2.0396262886597936,156,35.311541859377435,2.0,conv,100,0.03,0.03,0.0,0.08,,0,,Neither
A' conv SMA100 +3/-3% TS8% 3x,A-trail,3,8.698027277612464,29.72067170920599,0.28874284937786965,0.3064175799093593,0.09312945918830215,-93.39716297531136,58879.5965720769,2.0396262886597936,156,35.311541859377435,3.0,conv,100,0.03,0.03,0.0,0.08,,0,,Neither
A' conv SMA100 +5/-5% TS3% 1x,A-trail,1,6.822257527977182,3.824865384323106,0.3401308629859858,0.1457935352494901,0.8495744559931783,-8.030205569212596,15550.63418849349,1.1113348367697593,85,89.3363820610092,1.0,conv,100,0.05,0.05,0.0,0.03,,0,,Neither
A' conv SMA100 +5/-5% TS3% 2x,A-trail,2,7.698983069242571,7.610968690362181,0.3421301093559022,0.1470596875127008,0.37068865409945717,-20.769405764377414,29057.41741417119,1.1113348367697593,85,89.3363820610092,2.0,conv,100,0.05,0.05,0.0,0.03,,0,,Neither
A' conv SMA100 +5/-5% TS3% 3x,A-trail,3,8.451298255868856,11.426440672773895,0.3399664539750527,0.14602799179144083,0.24992774670458012,-33.814965994385844,49485.91855979321,1.1113348367697593,85,89.3363820610092,3.0,conv,100,0.05,0.05,0.0,0.03,,0,,Neither
A' conv SMA100 +5/-5% TS5% 1x,A-trail,1,7.270037930111073,5.522705900806201,0.35254075910273364,0.2187652800598267,0.5209795806184754,-13.954554459659482,21413.927259705637,1.0982603092783505,84,79.38990801850024,1.0,conv,100,0.05,0.05,0.0,0.05,,0,,Neither
A' conv SMA100 +5/-5% TS5% 2x,A-trail,2,8.44674045797249,11.008204420732218,0.34748305242653,0.21572998153107797,0.26287132248153905,-32.132605330372954,49327.105120461325,1.0982603092783505,84,79.38990801850024,2.0,conv,100,0.05,0.05,0.0,0.05,,0,,Neither
A' conv SMA100 +5/-5% TS5% 3x,A-trail,3,9.394841084860772,16.527246612358468,0.344513764577612,0.2136203147203995,0.19612144141377844,-47.903181911861786,95989.4079976338,1.0982603092783505,84,79.38990801850024,3.0,conv,100,0.05,0.05,0.0,0.05,,0,,Neither
A' conv SMA100 +5/-5% TS8% 1x,A-trail,1,9.093532094572732,8.75096069813078,0.4548090232618766,0.43586421601086117,0.45075225035024247,-20.17412467160596,77733.29901809366,1.0982603092783505,84,48.42280309723016,1.0,conv,100,0.05,0.05,0.0,0.08,,0,,Neither
A' conv SMA100 +5/-5% TS8% 2x,A-trail,2,11.743427301121079,17.446823926738503,0.45179851667796905,0.43254450795109817,0.2520749448969302,-46.587046982883585,487309.52149234037,1.0982603092783505,84,48.42280309723016,2.0,conv,100,0.05,0.05,0.0,0.08,,0,,Neither
A' conv SMA100 +5/-5% TS8% 3x,A-trail,3,13.627531957508099,26.190794838832186,0.44737115894211027,0.42833076542266224,0.20879114106451763,-65.26872686277966,1750670.472088828,1.0982603092783505,84,48.42280309723016,3.0,conv,100,0.05,0.05,0.0,0.08,,0,,Neither
A' conv SMA100 +3/-1% TS3% 1x,A-trail,1,6.098104538683891,5.67564455509394,0.13341800313742955,0.09023321333126767,0.2811475942140098,-21.690047022212852,9242.786254762816,3.334004510309278,255,73.62157667723328,1.0,conv,100,0.03,0.01,0.0,0.03,,0,,Neither
A' conv SMA100 +3/-1% TS3% 2x,A-trail,2,6.0519783069356015,11.314591375187893,0.13565806478327289,0.0914684891741543,0.1292562171413608,-46.821564492459714,8940.43651163345,3.334004510309278,255,73.62157667723328,2.0,conv,100,0.03,0.01,0.0,0.03,,0,,Neither
A' conv SMA100 +3/-1% TS3% 3x,A-trail,3,5.657388998110302,16.956144982434715,0.13261295228744543,0.08955601961661125,0.08029056174861161,-70.46144496813326,6722.608149276183,3.334004510309278,255,73.62157667723328,3.0,conv,100,0.03,0.01,0.0,0.03,,0,,Neither
A' conv SMA100 +3/-1% TS5% 1x,A-trail,1,6.624154223749046,8.168512521283585,0.19456895032984386,0.18095996917269852,0.1794082482162291,-36.922239025294886,13492.4196857294,3.3209299828178693,254,51.26019851374526,1.0,conv,100,0.03,0.01,0.0,0.05,,0,,Neither
A' conv SMA100 +3/-1% TS5% 2x,A-trail,2,6.791017510688135,16.28012954396234,0.19634744835729206,0.18240149833999952,0.10105874304984658,-67.1987133991812,15206.612070335661,3.3209299828178693,254,51.26019851374526,2.0,conv,100,0.03,0.01,0.0,0.05,,0,,Neither
A' conv SMA100 +3/-1% TS5% 3x,A-trail,3,6.19416859724069,24.43240607252306,0.19100199274197316,0.17737569823095267,0.07211147002110062,-85.89713391542577,9905.233470607742,3.3209299828178693,254,51.26019851374526,3.0,conv,100,0.03,0.01,0.0,0.05,,0,,Neither
A' conv SMA100 +3/-1% TS8% 1x,A-trail,1,6.993758781933579,9.457335936586267,0.23057242451637064,0.2321946075301446,0.1481243454941395,-47.215457787189244,17580.628330876596,3.3209299828178693,254,41.28774099672608,1.0,conv,100,0.03,0.01,0.0,0.08,,0,,Neither
A' conv SMA100 +3/-1% TS8% 2x,A-trail,2,7.375191410731086,18.850905361522425,0.23364321816507974,0.2349968985075386,0.09571547242689443,-77.05328327522083,23080.319070080717,3.3209299828178693,254,41.28774099672608,2.0,conv,100,0.03,0.01,0.0,0.08,,0,,Neither
A' conv SMA100 +3/-1% TS8% 3x,A-trail,3,6.7665541940801655,28.293051827916806,0.22898032775487415,0.23031384006835132,0.07369194598050847,-91.82216732164895,14942.470141340307,3.3209299828178693,254,41.28774099672608,3.0,conv,100,0.03,0.01,0.0,0.08,,0,,Neither
A' conv SMA100 +1/-3% TS3% 1x,A-trail,1,6.3450280346780685,4.9544341487512185,0.20314669418612863,0.11398435343043183,0.41567091179907445,-15.26454667519556,11041.271101154724,2.4710856958762886,189,82.3468274177623,1.0,conv,100,0.01,0.03,0.0,0.03,,0,,Neither
A' conv SMA100 +1/-3% TS3% 2x,A-trail,2,6.621076973943785,9.897470384119677,0.20493649567688046,0.11453439531599872,0.17759166346090854,-37.28258886094175,13462.668929458525,2.4710856958762886,189,82.3468274177623,2.0,conv,100,0.01,0.03,0.0,0.03,,0,,Neither
A' conv SMA100 +1/-3% TS3% 3x,A-trail,3,6.611496725025878,14.82058649316033,0.20144999271796188,0.11293215611659282,0.10544601478163995,-62.700299662506154,13370.461297020978,2.4710856958762886,189,82.3468274177623,3.0,conv,100,0.01,0.03,0.0,0.03,,0,,Neither
A' conv SMA100 +1/-3% TS5% 1x,A-trail,1,6.9823387321047425,7.524715994453364,0.25695760569670645,0.21394813378361996,0.24299629804562262,-28.734341997234075,17437.68314845844,2.4580111683848798,188,63.067089331185365,1.0,conv,100,0.01,0.03,0.0,0.05,,0,,Neither
A' conv SMA100 +1/-3% TS5% 2x,A-trail,2,7.666079929738179,15.008934074546426,0.25875512442592363,0.21513277247203036,0.13236741038741173,-57.91516134750363,28386.207811438744,2.4580111683848798,188,63.067089331185365,2.0,conv,100,0.01,0.03,0.0,0.05,,0,,Neither
A' conv SMA100 +1/-3% TS5% 3x,A-trail,3,7.674250824298179,22.53118385218611,0.2520066512955003,0.2094337848036672,0.09695247169937005,-79.15477233107036,28551.44834713778,2.4580111683848798,188,63.067089331185365,3.0,conv,100,0.01,0.03,0.0,0.05,,0,,Neither
A' conv SMA100 +1/-3% TS8% 1x,A-trail,1,8.2309017170211,10.386014202993188,0.33575417186544265,0.3742554960088775,0.1850777264186569,-44.47267575787216,42355.433978942834,2.4580111683848798,188,29.96933950007795,1.0,conv,100,0.01,0.03,0.0,0.08,,0,,Neither
A' conv SMA100 +1/-3% TS8% 2x,A-trail,2,9.711395749748664,20.71970506150107,0.33641688105766043,0.3745779111834715,0.12738876262806334,-76.23432043298044,119730.20321927535,2.4580111683848798,188,29.96933950007795,2.0,conv,100,0.01,0.03,0.0,0.08,,0,,Neither
A' conv SMA100 +1/-3% TS8% 3x,A-trail,3,9.888059009715477,31.098221507806407,0.32885232304426365,0.3661459804842541,0.10666396121833696,-92.70290449343999,135409.22867212747,2.4580111683848798,188,29.96933950007795,3.0,conv,100,0.01,0.03,0.0,0.08,,0,,Neither
A' conv SMA100 +5/-2% TS3% 1x,A-trail,1,6.856715881348507,4.621983844932403,0.29209651025526734,0.15799032197868476,0.8755201202409383,-7.831591442423479,15939.0102630804,1.8696574312714775,143,82.88208699267267,1.0,conv,100,0.05,0.02,0.0,0.03,,0,,Neither
A' conv SMA100 +5/-2% TS3% 2x,A-trail,2,7.719869795032386,9.205813196872974,0.2982873410790855,0.16099651677185844,0.36832259839531806,-20.959533378255287,29491.59990337913,1.8696574312714775,143,82.88208699267267,2.0,conv,100,0.05,0.02,0.0,0.03,,0,,Neither
A' conv SMA100 +5/-2% TS3% 3x,A-trail,3,8.333931940972272,13.80840838192055,0.2955575365950962,0.15983430269538368,0.23142356716661022,-36.01159572038043,45552.77190406648,1.8696574312714775,143,82.88208699267267,3.0,conv,100,0.05,0.02,0.0,0.03,,0,,Neither
A' conv SMA100 +5/-2% TS5% 1x,A-trail,1,7.341185649909865,6.914826157895215,0.29263283330655,0.22717897738648832,0.453808578976642,-16.176833118634637,22527.88172992658,1.8565829037800687,142,65.30166813906355,1.0,conv,100,0.05,0.02,0.0,0.05,,0,,Neither
A' conv SMA100 +5/-2% TS5% 2x,A-trail,2,8.357672323122213,13.79407337852156,0.28860455156751175,0.22369728333649275,0.22729676087807044,-36.76986988655569,46322.62647078489,1.8565829037800687,142,65.30166813906355,2.0,conv,100,0.05,0.02,0.0,0.05,,0,,Neither
A' conv SMA100 +5/-2% TS5% 3x,A-trail,3,8.874729127986791,20.694984555155465,0.2841523118180661,0.22029259411895313,0.1629962585686619,-54.447440732195254,66668.24022175245,1.8565829037800687,142,65.30166813906355,3.0,conv,100,0.05,0.02,0.0,0.05,,0,,Neither
A' conv SMA100 +5/-2% TS8% 1x,A-trail,1,7.8551120994933,8.820203288860515,0.31337066815007614,0.2901253859125352,0.29297463545487096,-26.811577347975845,32462.04835257107,1.8565829037800687,142,49.4465519929325,1.0,conv,100,0.05,0.02,0.0,0.08,,0,,Neither
A' conv SMA100 +5/-2% TS8% 2x,A-trail,2,9.175612297301484,17.59324025476684,0.31288701167265365,0.2892342440534404,0.1666990287142213,-55.0429859614335,82335.95241678659,1.8565829037800687,142,49.4465519929325,2.0,conv,100,0.05,0.02,0.0,0.08,,0,,Neither
A' conv SMA100 +5/-2% TS8% 3x,A-trail,3,9.63920993742664,26.400206390930066,0.3084778683038362,0.2852620493352151,0.1317439759068941,-73.16622920382217,113852.12573327454,1.8565829037800687,142,49.4465519929325,3.0,conv,100,0.05,0.02,0.0,0.08,,0,,Neither
A' conv SMA100 +2/-5% TS3% 1x,A-trail,1,6.254029634546243,3.895051808214501,0.19247056368280285,0.0809937958135207,0.6161739827209708,-10.149778812355873,10341.501066120258,1.4251234965635737,109,89.53385646728681,1.0,conv,100,0.02,0.05,0.0,0.03,,0,,Neither
A' conv SMA100 +2/-5% TS3% 2x,A-trail,2,6.52686554947195,7.758054420568662,0.19458612233088524,0.08178558453535362,0.31683567067619,-20.60016012572804,12582.515301997726,1.4251234965635737,109,89.53385646728681,2.0,conv,100,0.02,0.05,0.0,0.03,,0,,Neither
A' conv SMA100 +2/-5% TS3% 3x,A-trail,3,6.669561557007997,11.632766529945078,0.19508543148036966,0.0820579804065599,0.19210940864735973,-34.71751646089751,13939.033736008034,1.4251234965635737,109,89.53385646728681,3.0,conv,100,0.02,0.05,0.0,0.03,,0,,Neither
A' conv SMA100 +2/-5% TS5% 1x,A-trail,1,6.626891978727234,5.862095495614572,0.24498901771170015,0.15705718531985835,0.3105109731686305,-21.341893045204362,13518.94275350399,1.412048969072165,108,77.57106480278543,1.0,conv,100,0.02,0.05,0.0,0.05,,0,,Neither
A' conv SMA100 +2/-5% TS5% 2x,A-trail,2,7.210823021861401,11.668534758729484,0.24750365971811467,0.15884094417884587,0.17094299209822975,-42.18261850545949,20528.394865537957,1.412048969072165,108,77.57106480278543,2.0,conv,100,0.02,0.05,0.0,0.05,,0,,Neither
A' conv SMA100 +2/-5% TS5% 3x,A-trail,3,7.478362627261892,17.538324913657675,0.2443263180928156,0.15641788048745683,0.12409542995408479,-60.2629978398792,24839.497852989793,1.412048969072165,108,77.57106480278543,3.0,conv,100,0.02,0.05,0.0,0.05,,0,,Neither
A' conv SMA100 +2/-5% TS8% 1x,A-trail,1,8.840773976053807,9.479377565177877,0.40825952420039613,0.42204186895304835,0.44936602518406327,-19.67388160338238,65096.542314159386,1.412048969072165,108,40.73169464220756,1.0,conv,100,0.02,0.05,0.0,0.08,,0,,Neither
A' conv SMA100 +2/-5% TS8% 2x,A-trail,2,11.101127744418338,18.892332986665224,0.4062782214749838,0.4197984713452966,0.23796546910407607,-46.65016225342834,313562.52635597024,1.412048969072165,108,40.73169464220756,2.0,conv,100,0.02,0.05,0.0,0.08,,0,,Neither
A' conv SMA100 +2/-5% TS8% 3x,A-trail,3,12.398655720358898,28.37118712048421,0.4011512673414186,0.41420784727684185,0.18020900657822952,-68.80153193107242,762095.1660805428,1.412048969072165,108,40.73169464220756,3.0,conv,100,0.02,0.05,0.0,0.08,,0,,Neither
A' conv SMA100 +3/-2% TS3% 1x,A-trail,1,5.988564866262047,5.051582092684554,0.11965504065000063,0.07038695529871308,0.32857818744466183,-18.225692072973114,8540.649125176165,2.6279800257731956,201,79.2132203918308,1.0,conv,100,0.03,0.02,0.0,0.03,,0,,Neither
A' conv SMA100 +3/-2% TS3% 2x,A-trail,2,5.913188944206582,10.070689676055663,0.12395449875686167,0.07270855162997486,0.1439867602908944,-41.06758796614529,8088.344596129022,2.6279800257731956,201,79.2132203918308,2.0,conv,100,0.03,0.02,0.0,0.03,,0,,Neither
