strategy,sell_buffer_x,sell_label,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,pct_days_cash,pct_cash_sessions,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,buffer_exits,pct_days_1x,delta_cagr_pp,delta_sharpe,delta_max_dd_pp,delta_end_$,beats_baseline
Guarded max 1x (X=-0.017),-0.017,cross below SMA20-1.70%,0.18166465021525813,0.14395524146825997,2.312444203717948,-0.19291270547740394,0.9416935487255229,7293.23471321036,453,7942.149082838021,26.539114334207685,26.539114334207685,10,2,814,1964,158,73.46088566579232,-0.403889750655817,-0.8633919679619178,2.333307797553261,-670.0069978756865,False
Guarded max 1x (X=0.006),0.006,cross below SMA20+0.60%,0.1779191633798738,0.15059386076003833,2.2859423068527343,-0.3518526173463362,0.5056638905281869,6720.5775464068865,484,8540.799208198328,21.8176207375405,21.8176207375405,10,2,814,1964,366,78.1823792624595,-0.7784384341942507,-0.8898938648271315,-13.560683389339967,-1242.6641646791595,False
Guarded max 1x (X=-0.018),-0.018,cross below SMA20-1.80%,0.18149591168487933,0.14438367282954775,2.2635326310200274,-0.20576070435328078,0.8820727565806733,7266.456610993753,437,7906.368320228958,26.091652522758835,26.091652522758835,10,2,814,1964,152,73.90834747724116,-0.4207636036936968,-0.9123035406598383,1.0485079099655765,-696.7851000922929,False
Guarded max 1x (X=0.007),0.007,cross below SMA20+0.70%,0.18163225793544524,0.1514086007870071,2.213448036931881,-0.3495017652864487,0.5196891002441174,7288.08684781991,452,8251.038226608374,20.9226971146428,20.9226971146428,10,2,814,1964,367,79.0773028853572,-0.40712897863710573,-0.9623881347479846,-13.325598183351218,-675.1548632661361,False
Guarded max 1x (X=-0.019),-0.019,cross below SMA20-1.90%,0.1883578346247008,0.1450478367668068,2.19879879477972,-0.1926354456315868,0.9777942683764083,8435.359042620876,401,7631.521306868846,24.857275111865455,24.85727511186545,10,2,814,1964,141,75.14272488813455,0.2654286902884495,-0.9770373769001459,2.3610337821349745,472.11733153482965,False
Guarded max 1x (X=-0.02),-0.02,cross below SMA20-2.00%,0.18371703492001856,0.14657415918264466,2.082630189090787,-0.1967005201086157,0.933993640782303,7626.62832074879,377,6387.128432253056,24.07035951242092,24.07035951242092,10,2,814,1964,133,75.92964048757908,-0.19865128017977352,-1.0932059825890788,1.9545263344320856,-336.6133903372556,False
Guarded max 1x (X=-0.021),-0.021,cross below SMA20-2.10%,0.1797976427717507,0.14721260576972656,2.0260311628873446,-0.1963406944999947,0.9157431332797672,7002.157469696553,369,5702.842136377137,23.71547600678908,23.715476006789075,10,2,814,1964,131,76.28452399321093,-0.5905904950065599,-1.1498050087925211,1.9905088952941852,-961.0842413894934,False
Guarded max 1x (X=0.008),0.008,cross below SMA20+0.80%,0.17472890540167407,0.15451419202892944,1.9966197523874387,-0.39917586166996677,0.4377241265809243,6267.124882718027,398,6536.658981497995,17.913902175590188,17.913902175590188,10,2,814,1964,360,82.0860978244098,-1.0974642320142225,-1.179216419292427,-18.29300782170302,-1696.116828368019,False
Guarded max 1x (X=-0.022),-0.022,cross below SMA20-2.20%,0.18107791968439102,0.14788510077514677,1.9754316149252982,-0.19655408777195119,0.9212625478157638,7200.529396781119,349,5693.4929131788185,22.5273877488042,22.5273877488042,10,2,814,1964,123,77.4726122511958,-0.4625628037425278,-1.2004045567545676,1.9691695680985362,-762.7123143049266,False
Guarded max 1x (X=0.009),0.009,cross below SMA20+0.90%,0.17817781495380358,0.15558784265587475,1.9389463087652576,-0.4014345561149255,0.44385270834231216,6758.692400580183,372,6468.271136322549,16.787532788149978,16.787532788149978,10,2,814,1964,366,83.21246721185003,-0.7525732768012716,-1.2368898629146081,-18.518877266198896,-1204.549310505863,False
