strategy,sell_buffer_x,sell_label,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,pct_days_cash,pct_cash_sessions,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,buffer_exits,pct_days_1x,delta_cagr_pp,delta_sharpe,delta_max_dd_pp,delta_end_$,beats_baseline
Guarded max 1x (X=0.025),0.025,cross below SMA20+2.50%,0.1574121036520577,0.16983521853253464,1.0377129651408732,-0.4176429152341169,0.3769059593979169,4275.043837261485,98,1272.7361958604968,3.4562567505014656,3.4562567505014656,10,2,814,1964,261,96.54374324949853,-2.8291444069758587,-2.1381232065389923,-20.139713178118036,-3688.1978738245607,False
Guarded max 1x (X=0.026),0.026,cross below SMA20+2.60%,0.15804873905674066,0.17001506437370076,1.0303834144519588,-0.41740120263244807,0.3786494577877726,4336.027056302671,94,1161.0891700370669,3.3791081623206294,3.3791081623206294,10,2,814,1964,247,96.62089183767937,-2.7654808665075636,-2.1454527572279067,-20.115541917951152,-3627.2146547833754,False
Guarded max 1x (X=-0.05),-0.05,cross below SMA20-5.00%,0.15873002001694037,0.16387071888343194,1.0298857737336573,-0.3405889620566897,0.4660456964266516,4402.212798270818,78,789.8161048359817,6.310754513192409,6.310754513192409,10,2,814,1964,29,93.6892454868076,-2.6973527704875933,-2.1459503979462085,-12.434317860375316,-3561.028912815228,False
Guarded max 1x (X=-0.048),-0.048,cross below SMA20-4.80%,0.15590427036541699,0.16360046153189348,1.0272204383600234,-0.34156906060674147,0.4564355743710469,4133.8794880308005,82,882.2067312585791,6.495911124826416,6.495911124826415,10,2,814,1964,31,93.50408887517358,-2.979927735639931,-2.1486157333198426,-12.532327715380493,-3829.3622230552455,False
Guarded max 1x (X=-0.049),-0.049,cross below SMA20-4.90%,0.15632740722799876,0.1638147701717551,1.0221736050107733,-0.3405889620566897,0.4589914079540213,4173.035019962184,80,828.8138288648997,6.403332819009412,6.403332819009412,10,2,814,1964,30,93.5966671809906,-2.9376140493817537,-2.1536625666690927,-12.434317860375316,-3790.2066911238617,False
Guarded max 1x (X=0.028),0.028,cross below SMA20+2.80%,0.15588508283204683,0.17024119272108962,1.013129167581733,-0.4167996963255524,0.3740047898458368,4132.112339972106,92,1115.677673476098,3.178521833050455,3.178521833050455,10,2,814,1964,237,96.82147816694955,-2.981846488976947,-2.1627070040981327,-20.055391287261585,-3831.1293711139397,False
Guarded max 1x (X=0.027),0.027,cross below SMA20+2.70%,0.1575473818035149,0.1702598064546656,1.0090810954185285,-0.41755003661692786,0.377313777960588,4287.932734995179,86,1087.40946212804,3.132232680141953,3.1322326801419536,10,2,814,1964,243,96.86776731985805,-2.815616591830139,-2.166755076261337,-20.13042531639913,-3675.308976090867,False
Guarded max 1x (X=0.029),0.029,cross below SMA20+2.90%,0.1504380287127307,0.17162691476402972,0.960110168665234,-0.41360557407406895,0.36372340737794334,3658.7438647646095,86,920.752852080269,2.5921925628760993,2.5921925628760993,10,2,814,1964,225,97.4078074371239,-3.526551900908559,-2.2157260030146317,-19.73597906211324,-4304.497846321437,False
Guarded max 1x (X=0.03),0.03,cross below SMA20+3.00%,0.14869835099920747,0.17231789626657099,0.9335199127237888,-0.42153767187693875,0.3527522233946806,3518.8700744998328,80,809.735327498994,2.268168492516587,2.268168492516587,10,2,814,1964,220,97.7318315074834,-3.7005196722608824,-2.242316258956077,-20.52918884240022,-4444.371636586213,False
Guarded max 1x (X=0.031),0.031,cross below SMA20+3.10%,0.1477067865269961,0.17278391016932854,0.9177389239100715,-0.4212109685333058,0.350671747797367,3441.4610572763772,76,804.6066852484289,2.0984415985187472,2.0984415985187472,10,2,814,1964,204,97.90155840148125,-3.7996761194820206,-2.2580972477697943,-20.496518508036925,-4521.780653809668,False
Guarded max 1x (X=0.032),0.032,cross below SMA20+3.20%,0.1483987089260339,0.1728687674375374,0.9077145562985148,-0.4213778823456164,0.35217488896181903,3495.303016075392,70,739.9934605901245,2.0521524456102456,2.052152445610245,10,2,814,1964,202,97.94784755438975,-3.730483879578239,-2.268121615381351,-20.513209889267987,-4467.938695010655,False
Guarded max 1x (X=0.034),0.034,cross below SMA20+3.40%,0.14909193166440615,0.17291747860407355,0.9022596840471394,-0.4216470750006799,0.35359413240128784,3550.0576185784525,66,666.386355666141,1.9904335750655762,1.9904335750655764,10,2,814,1964,178,98.00956642493442,-3.6611616057410146,-2.2735764876327265,-20.540129154774334,-4413.184092507594,False
Guarded max 1x (X=0.033),0.033,cross below SMA20+3.30%,0.14742800320817073,0.1729534198249235,0.8982473661698556,-0.42169240092499805,0.3496102914939465,3419.993607514367,68,710.3901508620169,2.0058632927017435,2.0058632927017435,10,2,814,1964,195,97.99413670729825,-3.8275544513645565,-2.2775888055100104,-20.54466174720615,-4543.248103571679,False
Guarded max 1x (X=0.035),0.035,cross below SMA20+3.50%,0.14345486751374503,0.17444462602425576,0.8605960847357683,-0.4182270492360993,0.3430071483319131,3127.688207135795,66,593.1174273176017,1.604690634161395,1.604690634161395,10,2,814,1964,175,98.3953093658386,-4.2248680208071265,-2.3152400869440974,-20.198126578316277,-4835.553503950251,False
Guarded max 1x (X=0.036),0.036,cross below SMA20+3.60%,0.144274389997048,0.17456221113820972,0.847120591591638,-0.4193754923179877,0.3440219865963299,3185.9428066862183,56,598.1334484728028,1.3578151519827186,1.3578151519827186,10,2,814,1964,167,98.64218484801728,-4.1429157724768295,-2.328715580088228,-20.312970886505116,-4777.298904399828,False
Guarded max 1x (X=0.04),0.04,cross below SMA20+4.00%,0.14396485519359126,0.17534567138902235,0.8275278469715098,-0.41853651110701007,0.34397203439387103,3163.8184433046463,50,532.7821201202246,1.0492207992593736,1.0492207992593736,10,2,814,1964,141,98.95077920074063,-4.173869252822504,-2.348308324708356,-20.229072765407352,-4799.4232677814,False
Guarded max 1x (X=0.039),0.039,cross below SMA20+3.90%,0.1426500413825722,0.17540539355018067,0.8244907547584169,-0.4182295816691922,0.34108070694866427,3071.4755365205033,52,507.3591679623928,1.0646505168955407,1.064650516895541,10,2,814,1964,146,98.93534948310446,-4.30535063392441,-2.3513454169214487,-20.19837982162557,-4891.766174565542,False
Guarded max 1x (X=0.041),0.041,cross below SMA20+4.10%,0.14282911685170951,0.17541239165186046,0.8240734399406984,-0.417785631519342,0.3418717784340485,3083.8983442923773,52,524.6097950038921,1.0646505168955407,1.064650516895541,10,2,814,1964,136,98.93534948310446,-4.287443087010678,-2.3517627317391674,-20.153984806640544,-4879.343366793669,False
Guarded max 1x (X=0.038),0.038,cross below SMA20+3.80%,0.14048663188133537,0.1753932716324947,0.8207933974765633,-0.416812066369095,0.33705029968333927,2925.145192390669,56,517.0959427847131,1.1263693874402099,1.1263693874402099,10,2,814,1964,153,98.8736306125598,-4.521691584048093,-2.3550427742033024,-20.056628291615848,-5038.096518695377,False
Guarded max 1x (X=0.043),0.043,cross below SMA20+4.30%,0.14435277062704666,0.1754727019022179,0.8203345056564678,-0.4189746704626362,0.34453818047675966,3191.5687056075626,46,486.25633917899273,1.0029316463508717,1.0029316463508717,10,2,814,1964,123,98.99706835364913,-4.135077709476964,-2.355501666023398,-20.272888700969965,-4771.673005478484,False
Guarded max 1x (X=0.037),0.037,cross below SMA20+3.70%,0.1396126516522438,0.17539272987568688,0.8201638925883521,-0.41618934751197556,0.3354546493966344,2867.951045340086,58,529.6236882067071,1.1417991050763772,1.1417991050763772,10,2,814,1964,162,98.85820089492363,-4.609089606957251,-2.3556722790915137,-19.9943564059039,-5095.290665745961,False
Guarded max 1x (X=0.042),0.042,cross below SMA20+4.20%,0.14255984082751683,0.17543763056093395,0.8188600771359132,-0.4183186066298472,0.3407924930139723,3065.2363813410875,50,530.8840238198746,1.0492207992593736,1.0492207992593736,10,2,814,1964,130,98.95077920074063,-4.314370689429947,-2.3569760945439526,-20.207282317691067,-4898.0053297449585,False
Guarded max 1x (X=0.048),0.048,cross below SMA20+4.80%,0.14417591820755637,0.17556241440098921,0.8132106914743282,-0.4183524800982874,0.34462785585419214,3178.888340809841,44,360.02216642909997,0.9875019287147044,0.9875019287147045,10,2,814,1964,91,99.0124980712853,-4.152762951425992,-2.3626254802055375,-20.210669664535086,-4784.353370276205,False
Guarded max 1x (X=0.052),0.052,cross below SMA20+5.20%,0.14529067492408432,0.17554286420990628,0.8127214379879668,-0.41944223716095846,0.34639018690034756,3259.633464971099,40,342.5459553920583,0.9566424934423701,0.95664249344237,10,2,814,1964,80,99.04335750655763,-4.041287279773198,-2.3631147336918987,-20.319645370802192,-4703.608246114947,False
Guarded max 1x (X=0.05),0.05,cross below SMA20+5.00%,0.14543207284415693,0.17554243065884273,0.812277876514951,-0.4189624019455027,0.3471244010651683,3270.0151302127997,40,310.23312724997015,0.9566424934423701,0.95664249344237,10,2,814,1964,88,99.04335750655763,-4.027147487765936,-2.363558295164915,-20.271661849256617,-4693.226580873246,False
Guarded max 1x (X=0.051),0.051,cross below SMA20+5.10%,0.14452901587506273,0.17554244478480646,0.8121921013907336,-0.4189624019455027,0.34496894042024945,3204.2538956450267,42,341.4697219454034,0.9720722110785374,0.9720722110785373,10,2,814,1964,84,99.02792778892146,-4.117453184675357,-2.363644070289132,-20.271661849256617,-4758.98781544102,False
Guarded max 1x (X=0.053),0.053,cross below SMA20+5.30%,0.14521866492230817,0.17554900272513368,0.8121384907408248,-0.41939733839224685,0.346255571098762,3254.3585560389247,40,336.9709065034571,0.9566424934423701,0.95664249344237,10,2,814,1964,74,99.04335750655763,-4.048488279950813,-2.363697680939041,-20.31515549393103,-4708.883155047121,False
Guarded max 1x (X=0.046),0.046,cross below SMA20+4.60%,0.14479023406162939,0.1755670757033149,0.8118294253620344,-0.4183524800982874,0.3460962727593069,3223.1441620546193,42,328.8878487189022,0.9720722110785374,0.9720722110785373,10,2,814,1964,101,99.02792778892146,-4.091331366018691,-2.3640067463178314,-20.210669664535086,-4740.097549031427,False
Guarded max 1x (X=0.047),0.047,cross below SMA20+4.70%,0.14479023406162939,0.1755670757033149,0.8118294253620344,-0.4183524800982874,0.3460962727593069,3223.1441620546193,42,328.8878487189022,0.9720722110785374,0.9720722110785373,10,2,814,1964,93,99.02792778892146,-4.091331366018691,-2.3640067463178314,-20.210669664535086,-4740.097549031427,False
Guarded max 1x (X=0.044),0.044,cross below SMA20+4.40%,0.14511228373766505,0.17557228893602192,0.8112717338076508,-0.419392717491928,0.3460057308707512,3246.5808848606057,40,412.6803300912236,0.9566424934423701,0.95664249344237,10,2,814,1964,112,99.04335750655763,-4.059126398415125,-2.364564437872215,-20.31469340389915,-4716.66082622544,False
Guarded max 1x (X=0.045),0.045,cross below SMA20+4.50%,0.14445858105151665,0.1755693606673121,0.8108707361123089,-0.4186185600974903,0.3450840331061153,3199.1785711028865,42,359.9895125956473,0.9720722110785374,0.9720722110785373,10,2,814,1964,104,99.02792778892146,-4.124496667029964,-2.364965435567557,-20.237277664455377,-4764.06313998316,False
Guarded max 1x (X=0.054),0.054,cross below SMA20+5.40%,0.14492670728812973,0.1755616146790849,0.8105989468559213,-0.41921430709554375,0.3457103081529593,3233.055890254158,40,353.4787069615036,0.9566424934423701,0.95664249344237,10,2,814,1964,72,99.04335750655763,-4.077684043368657,-2.3652372248239444,-20.29685236426072,-4730.185820831888,False
Guarded max 1x (X=0.049),0.049,cross below SMA20+4.90%,0.1450107373983156,0.17558424942582124,0.8090924545215434,-0.41869248063401887,0.3463418716732823,3239.173364666523,40,304.4857516219114,0.9566424934423701,0.95664249344237,10,2,814,1964,88,99.04335750655763,-4.069281032350069,-2.3667437171583225,-20.244669718108234,-4724.068346419523,False
Guarded max 1x (X=0.055),0.055,cross below SMA20+5.50%,0.14623724151558948,0.17557038846860923,0.8087548062090426,-0.41946883871828944,0.3486248036026361,3329.740385188864,36,318.840201547145,0.9257830581700355,0.9257830581700355,10,2,814,1964,69,99.07421694182996,-3.946630620622682,-2.367081365470823,-20.32230552653529,-4633.501325897182,False
Guarded max 1x (X=0.056),0.056,cross below SMA20+5.60%,0.1468260583234422,0.17564281633797163,0.7980737377375577,-0.41950897783964974,0.3499950324771452,3374.0795241030646,30,269.89683654417433,0.8794939052615337,0.8794939052615337,10,2,814,1964,63,99.12050609473847,-3.88774893983741,-2.377762433942308,-20.32631943867132,-4589.162186982981,False
Guarded max 1x (X=0.057),0.057,cross below SMA20+5.70%,0.14590668725816003,0.1756801778502492,0.7933960964916036,-0.41955391379522167,0.34776624042976995,3305.094971602549,30,291.6693615185673,0.8794939052615337,0.8794939052615337,10,2,814,1964,61,99.12050609473847,-3.979686046365627,-2.382440075188262,-20.330813034228512,-4658.146739483497,False
Guarded max 1x (X=0.058),0.058,cross below SMA20+5.80%,0.14791410279725858,0.17569453443504854,0.7905513065221921,-0.41979935576447985,0.3523447589096418,3457.509163537492,24,221.66494123856967,0.833204752353032,0.8332047523530319,10,2,814,1964,56,99.16679524764696,-3.7789444924557714,-2.385284865157674,-20.35535723115433,-4505.732547548554,False
Guarded max 1x (X=0.059),0.059,cross below SMA20+5.90%,0.14791410279725858,0.17569453443504854,0.7905513065221921,-0.41979935576447985,0.3523447589096418,3457.509163537492,24,221.66494123856967,0.833204752353032,0.8332047523530319,10,2,814,1964,51,99.16679524764696,-3.7789444924557714,-2.385284865157674,-20.35535723115433,-4505.732547548554,False
Guarded max 1x (X=0.06),0.06,cross below SMA20+6.00%,0.1410125960237263,0.177144017327905,0.7356989991014501,-0.4151127591348472,0.3396970893345128,2960.09153537332,20,180.92652528854268,0.4320320938126832,0.4320320938126832,10,2,814,1964,43,99.56796790618732,-4.469095169809001,-2.4401371725784156,-19.886697568191064,-5003.150175712726,False
Guarded max 1x (X=0.061),0.061,cross below SMA20+6.10%,0.1410125960237263,0.177144017327905,0.7356989991014501,-0.4151127591348472,0.3396970893345128,2960.09153537332,20,180.92652528854268,0.4320320938126832,0.4320320938126832,10,2,814,1964,41,99.56796790618732,-4.469095169809001,-2.4401371725784156,-19.886697568191064,-5003.150175712726,False
Guarded max 1x (X=0.069),0.069,cross below SMA20+6.90%,0.1415022012096352,0.17730613462843348,0.725085865556313,-0.4154337394843445,0.34061316585714546,2992.9824811278404,14,210.51760563983504,0.3857429409041815,0.38574294090418143,10,2,814,1964,30,99.61425705909582,-4.4201346512181106,-2.4507503061235525,-19.918795603140794,-4970.259229958206,False
Guarded max 1x (X=0.065),0.065,cross below SMA20+6.50%,0.1414465652770296,0.1773082912879959,0.7247232844279805,-0.4153923469797287,0.3405131709947758,2989.227326068468,14,208.84284972295083,0.3857429409041815,0.38574294090418143,10,2,814,1964,34,99.61425705909582,-4.425698244478671,-2.4511128872518855,-19.914656352679216,-4974.014385017578,False
Guarded max 1x (X=0.064),0.064,cross below SMA20+6.40%,0.14070240930946487,0.17730779988898693,0.7241759988218583,-0.41483176522947085,0.3391794484003246,2939.4337304878845,16,210.59825043912355,0.4011726585403487,0.4011726585403487,10,2,814,1964,35,99.59882734145965,-4.500113841235143,-2.4516601728580074,-19.85859817765343,-5023.8079805981615,False
Guarded max 1x (X=0.068),0.068,cross below SMA20+6.80%,0.14055477657958293,0.17730401349855426,0.7240118692466244,-0.41471899813016105,0.3389156928264697,2929.6504293833614,16,227.19803574544204,0.4011726585403487,0.4011726585403487,10,2,814,1964,32,99.59882734145965,-4.514877114223337,-2.4518243024332413,-19.847321467722452,-5033.591281702685,False
Guarded max 1x (X=0.066),0.066,cross below SMA20+6.60%,0.14196414633246124,0.17731143459441615,0.7236089157690777,-0.41577467888597724,0.3414449064402831,3024.3371349425984,12,205.43825283315834,0.3703132232680142,0.3703132232680142,10,2,814,1964,33,99.62968677673199,-4.373940138935506,-2.4522272559107883,-19.95288954330407,-4938.904576143448,False
Guarded max 1x (X=0.067),0.067,cross below SMA20+6.70%,0.14196414633246124,0.17731143459441615,0.7236089157690777,-0.41577467888597724,0.3414449064402831,3024.3371349425984,12,205.43825283315834,0.3703132232680142,0.3703132232680142,10,2,814,1964,30,99.62968677673199,-4.373940138935506,-2.4522272559107883,-19.95288954330407,-4938.904576143448,False
Guarded max 1x (X=0.076),0.076,cross below SMA20+7.60%,0.1411638562726638,0.1773417331744656,0.7231759071957234,-0.41758483428605936,0.3380483309792853,2970.2157058123685,14,177.38224255485588,0.3857429409041815,0.38574294090418143,10,2,814,1964,19,99.61425705909582,-4.4539691449152485,-2.4526602644841424,-20.133905083312282,-4993.026005273678,False
Guarded max 1x (X=0.077),0.077,cross below SMA20+7.70%,0.1411638562726638,0.1773417331744656,0.7231759071957234,-0.41758483428605936,0.3380483309792853,2970.2157058123685,14,177.38224255485588,0.3857429409041815,0.38574294090418143,10,2,814,1964,18,99.61425705909582,-4.4539691449152485,-2.4526602644841424,-20.133905083312282,-4993.026005273678,False
Guarded max 1x (X=0.081),0.081,cross below SMA20+8.10%,0.14091898366829447,0.17736830592867192,0.7215260747091248,-0.4174019556629829,0.3376097829835631,2953.842486056928,14,177.26141614039295,0.3857429409041815,0.38574294090418143,10,2,814,1964,18,99.61425705909582,-4.4784564053521825,-2.454310096970741,-20.115617221004634,-5009.399225029118,False
Guarded max 1x (X=0.062),0.062,cross below SMA20+6.20%,0.13881195913535316,0.17734427964544608,0.7214856248320178,-0.4133964589528756,0.3357841029576327,2816.497572515209,20,173.49681076432262,0.4320320938126832,0.4320320938126832,10,2,814,1964,41,99.56796790618732,-4.689158858646314,-2.4543505468478477,-19.715067549993904,-5146.744138570837,False
Guarded max 1x (X=0.063),0.063,cross below SMA20+6.30%,0.13881195913535316,0.17734427964544608,0.7214856248320178,-0.4133964589528756,0.3357841029576327,2816.497572515209,20,173.49681076432262,0.4320320938126832,0.4320320938126832,10,2,814,1964,40,99.56796790618732,-4.689158858646314,-2.4543505468478477,-19.715067549993904,-5146.744138570837,False
Guarded max 1x (X=0.082),0.082,cross below SMA20+8.20%,0.14137968473621232,0.1773736006517139,0.7200497702593776,-0.4177448724661886,0.33843547594388557,2984.7192083120412,12,171.9622439840217,0.3703132232680142,0.3703132232680142,10,2,814,1964,16,99.62968677673199,-4.432386298560398,-2.455786401420488,-20.149908901325205,-4978.522502774005,False
Guarded max 1x (X=0.083),0.083,cross below SMA20+8.30%,0.14137968473621232,0.1773736006517139,0.7200497702593776,-0.4177448724661886,0.33843547594388557,2984.7192083120412,12,171.9622439840217,0.3703132232680142,0.3703132232680142,10,2,814,1964,16,99.62968677673199,-4.432386298560398,-2.455786401420488,-20.149908901325205,-4978.522502774005,False
Guarded max 1x (X=0.084),0.084,cross below SMA20+8.40%,0.14137968473621232,0.1773736006517139,0.7200497702593776,-0.4177448724661886,0.33843547594388557,2984.7192083120412,12,171.9622439840217,0.3703132232680142,0.3703132232680142,10,2,814,1964,15,99.62968677673199,-4.432386298560398,-2.455786401420488,-20.149908901325205,-4978.522502774005,False
Guarded max 1x (X=0.085),0.085,cross below SMA20+8.50%,0.14137968473621232,0.1773736006517139,0.7200497702593776,-0.4177448724661886,0.33843547594388557,2984.7192083120412,12,171.9622439840217,0.3703132232680142,0.3703132232680142,10,2,814,1964,14,99.62968677673199,-4.432386298560398,-2.455786401420488,-20.149908901325205,-4978.522502774005,False
Guarded max 1x (X=0.086),0.086,cross below SMA20+8.60%,0.14137968473621232,0.1773736006517139,0.7200497702593776,-0.4177448724661886,0.33843547594388557,2984.7192083120412,12,171.9622439840217,0.3703132232680142,0.3703132232680142,10,2,814,1964,14,99.62968677673199,-4.432386298560398,-2.455786401420488,-20.149908901325205,-4978.522502774005,False
Guarded max 1x (X=0.087),0.087,cross below SMA20+8.70%,0.14137968473621232,0.1773736006517139,0.7200497702593776,-0.4177448724661886,0.33843547594388557,2984.7192083120412,12,171.9622439840217,0.3703132232680142,0.3703132232680142,10,2,814,1964,14,99.62968677673199,-4.432386298560398,-2.455786401420488,-20.149908901325205,-4978.522502774005,False
Guarded max 1x (X=0.088),0.088,cross below SMA20+8.80%,0.14137968473621232,0.1773736006517139,0.7200497702593776,-0.4177448724661886,0.33843547594388557,2984.7192083120412,12,171.9622439840217,0.3703132232680142,0.3703132232680142,10,2,814,1964,14,99.62968677673199,-4.432386298560398,-2.455786401420488,-20.149908901325205,-4978.522502774005,False
Guarded max 1x (X=0.089),0.089,cross below SMA20+8.90%,0.14137968473621232,0.1773736006517139,0.7200497702593776,-0.4177448724661886,0.33843547594388557,2984.7192083120412,12,171.9622439840217,0.3703132232680142,0.3703132232680142,10,2,814,1964,13,99.62968677673199,-4.432386298560398,-2.455786401420488,-20.149908901325205,-4978.522502774005,False
Guarded max 1x (X=0.07),0.07,cross below SMA20+7.00%,0.1413107641369864,0.17737192807879723,0.7195243129393831,-0.4154337394843445,0.34015235332688154,2980.080416533307,12,156.18748631679392,0.3703132232680142,0.3703132232680142,10,2,814,1964,29,99.62968677673199,-4.43927835848299,-2.4563118587404826,-19.918795603140794,-4983.1612945527395,False
Guarded max 1x (X=0.071),0.071,cross below SMA20+7.10%,0.14056798482898847,0.17737175430989252,0.7191701154975161,-0.41487507131178125,0.33882003173757996,2930.524435071667,14,160.61430470245804,0.3857429409041815,0.38574294090418143,10,2,814,1964,28,99.61425705909582,-4.513556289282783,-2.4566660561823497,-19.86292878588447,-5032.7172760143785,False
Guarded max 1x (X=0.072),0.072,cross below SMA20+7.20%,0.14056798482898847,0.17737175430989252,0.7191701154975161,-0.41487507131178125,0.33882003173757996,2930.524435071667,14,160.61430470245804,0.3857429409041815,0.38574294090418143,10,2,814,1964,26,99.61425705909582,-4.513556289282783,-2.4566660561823497,-19.86292878588447,-5032.7172760143785,False
Guarded max 1x (X=0.073),0.073,cross below SMA20+7.30%,0.14056798482898847,0.17737175430989252,0.7191701154975161,-0.41487507131178125,0.33882003173757996,2930.524435071667,14,160.61430470245804,0.3857429409041815,0.38574294090418143,10,2,814,1964,25,99.61425705909582,-4.513556289282783,-2.4566660561823497,-19.86292878588447,-5032.7172760143785,False
Guarded max 1x (X=0.074),0.074,cross below SMA20+7.40%,0.14056798482898847,0.17737175430989252,0.7191701154975161,-0.41487507131178125,0.33882003173757996,2930.524435071667,14,160.61430470245804,0.3857429409041815,0.38574294090418143,10,2,814,1964,22,99.61425705909582,-4.513556289282783,-2.4566660561823497,-19.86292878588447,-5032.7172760143785,False
Guarded max 1x (X=0.075),0.075,cross below SMA20+7.50%,0.14056798482898847,0.17737175430989252,0.7191701154975161,-0.41487507131178125,0.33882003173757996,2930.524435071667,14,160.61430470245804,0.3857429409041815,0.38574294090418143,10,2,814,1964,21,99.61425705909582,-4.513556289282783,-2.4566660561823497,-19.86292878588447,-5032.7172760143785,False
Guarded max 1x (X=0.078),0.078,cross below SMA20+7.80%,0.1411459196915228,0.17738888427146066,0.7185084603240177,-0.4175714858706978,0.33801618277936973,2969.013435189698,12,170.67490563438358,0.3703132232680142,0.3703132232680142,10,2,814,1964,17,99.62968677673199,-4.455762803029351,-2.4573277113558483,-20.132570241776126,-4994.228275896348,False
Guarded max 1x (X=0.079),0.079,cross below SMA20+7.90%,0.1411459196915228,0.17738888427146066,0.7185084603240177,-0.4175714858706978,0.33801618277936973,2969.013435189698,12,170.67490563438358,0.3703132232680142,0.3703132232680142,10,2,814,1964,17,99.62968677673199,-4.455762803029351,-2.4573277113558483,-20.132570241776126,-4994.228275896348,False
Guarded max 1x (X=0.08),0.08,cross below SMA20+8.00%,0.1411459196915228,0.17738888427146066,0.7185084603240177,-0.4175714858706978,0.33801618277936973,2969.013435189698,12,170.67490563438358,0.3703132232680142,0.3703132232680142,10,2,814,1964,18,99.62968677673199,-4.455762803029351,-2.4573277113558483,-20.132570241776126,-4994.228275896348,False
Guarded max 1x (X=0.093),0.093,cross below SMA20+9.30%,0.1414437005945719,0.17741211038020216,0.7158946616180482,-0.4177921349422387,0.33855041482321585,2989.0340965646806,10,151.65736881488039,0.3548835056318469,0.35488350563184695,10,2,814,1964,9,99.64511649436815,-4.42598471272444,-2.4599415100618174,-20.15463514893022,-4974.207614521365,False
Guarded max 1x (X=0.09),0.09,cross below SMA20+9.00%,0.1405524566701959,0.17740862922399592,0.714602549130492,-0.4171256036972652,0.3369547575703452,2929.496944069577,12,155.89206556873202,0.3703132232680142,0.3703132232680142,10,2,814,1964,12,99.62968677673199,-4.515109105162041,-2.461233622549374,-20.087982024432865,-5033.744767016469,False
Guarded max 1x (X=0.091),0.091,cross below SMA20+9.10%,0.1405524566701959,0.17740862922399592,0.714602549130492,-0.4171256036972652,0.3369547575703452,2929.496944069577,12,155.89206556873202,0.3703132232680142,0.3703132232680142,10,2,814,1964,11,99.62968677673199,-4.515109105162041,-2.461233622549374,-20.087982024432865,-5033.744767016469,False
Guarded max 1x (X=0.092),0.092,cross below SMA20+9.20%,0.1405524566701959,0.17740862922399592,0.714602549130492,-0.4171256036972652,0.3369547575703452,2929.496944069577,12,155.89206556873202,0.3703132232680142,0.3703132232680142,10,2,814,1964,11,99.62968677673199,-4.515109105162041,-2.461233622549374,-20.087982024432865,-5033.744767016469,False
Guarded max 1x (X=0.094),0.094,cross below SMA20+9.40%,0.14138300876570997,0.17746322273345788,0.7110326723302666,-0.4177921349422387,0.33840514682081485,2984.943111847982,8,94.43662893338025,0.33945378799567966,0.33945378799567966,10,2,814,1964,8,99.66054621200432,-4.432053895610633,-2.4648034993495993,-20.15463514893022,-4978.298599238064,False
Guarded max 1x (X=0.095),0.095,cross below SMA20+9.50%,0.14138300876570997,0.17746322273345788,0.7110326723302666,-0.4177921349422387,0.33840514682081485,2984.943111847982,8,94.43662893338025,0.33945378799567966,0.33945378799567966,10,2,814,1964,8,99.66054621200432,-4.432053895610633,-2.4648034993495993,-20.15463514893022,-4978.298599238064,False
Guarded max 1x (X=0.096),0.096,cross below SMA20+9.60%,0.14138300876570997,0.17746322273345788,0.7110326723302666,-0.4177921349422387,0.33840514682081485,2984.943111847982,8,94.43662893338025,0.33945378799567966,0.33945378799567966,10,2,814,1964,7,99.66054621200432,-4.432053895610633,-2.4648034993495993,-20.15463514893022,-4978.298599238064,False
Guarded max 1x (X=0.097),0.097,cross below SMA20+9.70%,0.14138300876570997,0.17746322273345788,0.7110326723302666,-0.4177921349422387,0.33840514682081485,2984.943111847982,8,94.43662893338025,0.33945378799567966,0.33945378799567966,10,2,814,1964,7,99.66054621200432,-4.432053895610633,-2.4648034993495993,-20.15463514893022,-4978.298599238064,False
Guarded max 1x (X=0.098),0.098,cross below SMA20+9.80%,0.14138300876570997,0.17746322273345788,0.7110326723302666,-0.4177921349422387,0.33840514682081485,2984.943111847982,8,94.43662893338025,0.33945378799567966,0.33945378799567966,10,2,814,1964,7,99.66054621200432,-4.432053895610633,-2.4648034993495993,-20.15463514893022,-4978.298599238064,False
Guarded max 1x (X=0.099),0.099,cross below SMA20+9.90%,0.14138300876570997,0.17746322273345788,0.7110326723302666,-0.4177921349422387,0.33840514682081485,2984.943111847982,8,94.43662893338025,0.33945378799567966,0.33945378799567966,10,2,814,1964,7,99.66054621200432,-4.432053895610633,-2.4648034993495993,-20.15463514893022,-4978.298599238064,False
Guarded max 1x (X=0.1),0.1,cross below SMA20+10.00%,0.14138300876570997,0.17746322273345788,0.7110326723302666,-0.4177921349422387,0.33840514682081485,2984.943111847982,8,94.43662893338025,0.33945378799567966,0.33945378799567966,10,2,814,1964,7,99.66054621200432,-4.432053895610633,-2.4648034993495993,-20.15463514893022,-4978.298599238064,False
Guarded max 1x (X=0.101),0.101,cross below SMA20+10.10%,0.14138300876570997,0.17746322273345788,0.7110326723302666,-0.4177921349422387,0.33840514682081485,2984.943111847982,8,94.43662893338025,0.33945378799567966,0.33945378799567966,10,2,814,1964,7,99.66054621200432,-4.432053895610633,-2.4648034993495993,-20.15463514893022,-4978.298599238064,False
