name,cagr,total_return,max_drawdown,avg_drawdown,ulcer_index,max_dd_duration_days,volatility,downside_volatility,sharpe,sortino,calmar,win_rate,profit_factor,expectancy_ann,best_day,worst_day,best_month,worst_month,beta,alpha,information_ratio,tracking_error,skewness,excess_kurtosis,final_value,total_trading_costs,turnover_notional,cost_drag_pct,rebalances,avg_lev,final
SMA stair 20/100/200 (stack) + RSI>=60 for 3x,0.3326696695203495,5509.147211820508,-0.4612076170936935,-0.12192100249270087,0.15472577526924666,1306.0,0.28571388800099357,0.19623349504833618,2.3237623623907626,3.383373359300864,0.7213013341294583,0.627401616536372,1.5423584148089906,0.6639311793490386,0.14243811404838344,-0.13753391084657318,0.28876198390667485,-0.155322103077291,0.8323693724283124,0.16653564795437797,2.06881765098563,0.22444678724046763,0.26661688603749656,3.7556254536204525,545504.5739702303,0.0,0.0,0.0,1113,1.9342872284048755,545504.5739702303
SMA stair 20/100/200 (excl) + RSI>=50 for 3x,0.3368177572018145,6047.5102623039975,-0.5575181870433605,-0.13601144952691196,0.17764650887672276,1194.0,0.2536207942969445,0.17621091835426103,3.9770989465264486,5.724247982112556,0.6041377035393802,0.7675897707698424,2.4765985428735116,1.008674993815579,0.14243811404838344,-0.10543308670169749,0.2887619839066746,-0.1545660646608581,0.5785113718497786,0.2213516865958488,3.3906534889642863,0.23862163805590764,1.0787757803687417,5.600524367794859,598802.5159680957,0.0,0.0,0.0,1017,1.62413884472708,598802.5159680957
SMA stair 20/100/200 (excl) + RSI>=55 for 3x,0.3225598063427022,4383.912936261316,-0.49078737642752607,-0.1377382351724431,0.16940872723300496,1243.0,0.24252450741622392,0.16208239782948303,4.102240518437065,6.138198066908482,0.6572292235603867,0.7675897707698424,2.5495511626777954,0.9948938610368241,0.14243811404838344,-0.10543308670169749,0.28876198390667507,-0.1352166504148905,0.5557754148519282,0.21163164414053137,3.4360473743627056,0.23145843761405888,1.1712189278230145,5.858047941089974,434106.3806898703,0.0,0.0,0.0,1267,1.572072072072072,434106.3806898703
SMA stair 20/100/200 (excl) + RSI>=60 for 3x,0.2652247784358661,1159.4089759801184,-0.45424734973691866,-0.15432113645531223,0.19160528896425022,1509.0,0.2227983752854935,0.14215372977315413,4.247940913497497,6.657822734206953,0.5838774372365042,0.7675897707698424,2.652840017474605,0.9464343338360174,0.14243811404838344,-0.08560806080788427,0.2887619839066755,-0.12369437176826625,0.5143754261340934,0.16255971053570492,3.3987002891840365,0.21974359787293196,1.3518322260130367,6.676404588808796,114880.48862203173,0.0,0.0,0.0,1589,1.4448860625331215,114880.48862203173
SMA stair 10/50/200 (stack) + RSI>=50 for 3x,0.513904224268869,252470.5231752669,-0.2927526610478381,-0.08924617694082776,0.10351382391017007,449.0,0.33119864851923814,0.21702558283575799,2.5251263712777012,3.8535477273219767,1.7554211887587008,0.6226315092089572,1.591077244257157,0.8363184415074625,0.14243811404838344,-0.13753391084657318,0.29584428965200305,-0.15342029471857788,1.019873025292437,0.3103460290842198,2.5821912955424047,0.2465838756437955,0.3674478070510574,2.9712014869768684,24994680.79435142,0.0,0.0,0.0,1155,2.2233704292527823,24994680.79435142
SMA stair 10/50/200 (stack) + RSI>=55 for 3x,0.47957007775288063,126871.4958165146,-0.28068745260194256,-0.08840363664128592,0.10203185026264505,494.0,0.3151502517387918,0.20692917658676754,2.5766796026502865,3.9242471207773377,1.7085554530753602,0.6226315092089572,1.6080730047061054,0.8120412254254477,0.14243811404838344,-0.13753391084657318,0.2958442896520028,-0.14623340060080725,0.9764887993545311,0.28467101415853013,2.623190346898165,0.23347505908242833,0.38022550474103706,3.3870162868078717,12560377.085834945,0.0,0.0,0.0,1191,2.122284048754637,12560377.085834945
SMA stair 10/50/200 (stack) + RSI>=60 for 3x,0.4065764771446816,27814.830609763027,-0.3958107408650291,-0.10253038906665067,0.12654573976843345,1219.0,0.29873205221768295,0.2005522532756368,2.533623937846722,3.7739525043408926,1.0271992019623428,0.6226315092089572,1.5991892320956176,0.7568746785007984,0.14243811404838344,-0.13753391084657318,0.28876198390667507,-0.15477106659479922,0.9314891812367178,0.22065896401876706,2.5262362465091943,0.2205981230266649,0.3565231030400257,3.874928138636588,2753767.2303665397,0.0,0.0,0.0,1205,1.9884737678855327,2753767.2303665397
SMA stair 10/50/200 (excl) + RSI>=50 for 3x,0.28013599432085723,1648.0840641718908,-0.8051655515855475,-0.24632939812284962,0.330342161744603,1681.0,0.24734889044443714,0.14664145048601226,5.388679137177719,9.089406856822762,0.3479234720973942,0.8076056711276004,3.773264579200966,1.3328838055419954,0.14243811404838344,-0.07053258245730411,0.271872793307516,-0.19276768063660266,0.6209348407607683,0.1562025512569162,5.0779576038596,0.22317872454895482,1.6727209326733654,6.714821952827937,163259.3223530172,0.0,0.0,0.0,1524,1.5047694753577106,163259.3223530172
SMA stair 10/50/200 (excl) + RSI>=55 for 3x,0.27285848988853,1388.8675016756092,-0.7826089289137642,-0.2420388325022381,0.32111526262520057,1660.0,0.23975389639376685,0.14115641470173432,5.423896420084032,9.212477542016888,0.348652410939457,0.8076056711276004,3.8042641862761957,1.3004003003513496,0.14243811404838344,-0.07053258245730411,0.27265349895196556,-0.19276768063660266,0.6042510852573596,0.15225498601795284,5.041411474227972,0.21835325320692683,1.6996776105478348,7.064084549511164,137596.88266588532,0.0,0.0,0.0,1670,1.46939586645469,137596.88266588532
SMA stair 10/50/200 (excl) + RSI>=60 for 3x,0.23670087121612005,584.5460986358454,-0.7704010735845341,-0.2579991328398474,0.34019289743279324,2175.0,0.2249416445220635,0.13087452759429952,5.4540270094565955,9.374152689039816,0.3072436933593492,0.8076056711276004,3.87095890155902,1.2268378047749184,0.14243811404838344,-0.07053258245730411,0.252298945497498,-0.18019410358519772,0.5714710015213303,0.122640000122201,4.904029456704332,0.2094698063388711,1.8192953778367682,8.336975253076027,57969.063764948696,0.0,0.0,0.0,1886,1.372284048754637,57969.063764948696
SMA stair 20/50/200 (stack) + MACD bull for 3x,0.34517437450074007,7290.698420166252,-0.29041726603481727,-0.09588741978490134,0.1127691024324813,1064.0,0.308056422590146,0.21613353052116674,2.055158504297739,2.9292297921708843,1.188546325821269,0.6268716046111037,1.4697089580356888,0.6331047766896767,0.14243811404838344,-0.13753391084657318,0.2735880184669832,-0.14248467221457906,0.9075025853439816,0.1640443869269881,1.822559200124297,0.23785952876656538,0.2724311875618629,3.7498902362733872,721878.143596459,0.0,0.0,0.0,918,2.030471648118707,721878.143596459
SMA stair 20/50/200 (excl) + MACD bull for 3x,0.2715716941621491,1347.3326385805374,-0.43991663082919186,-0.14560670914012677,0.1815264308554967,1306.0,0.24060280009875673,0.17348841495951695,3.8308138347193808,5.312772818321132,0.6173253637860154,0.7677222737511594,2.4213960169705673,0.9217045352905386,0.14243811404838344,-0.10543308670169749,0.2575488781755715,-0.12842463197335519,0.5645516248936999,0.15889187324133314,3.1721918586227056,0.22763844788540652,1.1703579217739646,7.464040044616547,133484.9312194732,0.0,0.0,0.0,1389,1.4939056703762585,133484.9312194732
SMA stair 20/100/200 (stack) + MACD bull for 3x,0.31914896279230387,4057.0854716975005,-0.36418250166322674,-0.10901492716223304,0.12876577996137853,1290.0,0.2994465613817055,0.21225674728450986,2.0312814377935955,2.8656815367591792,0.8763434852985685,0.627401616536372,1.462350494373379,0.6082602417457789,0.14243811404838344,-0.13753391084657318,0.2735880184669832,-0.14248467221457906,0.8663287600725681,0.14623692917286285,1.739115329214912,0.23498645011157535,0.20278754357228918,3.616228231048317,401750.46169805253,0.0,0.0,0.0,907,1.9970853206147323,401750.46169805253
SMA stair 20/100/200 (excl) + MACD bull for 3x,0.25550164221060845,919.6885303328979,-0.4956732602617588,-0.14336511874005914,0.17640913666342203,1297.0,0.23200877277452353,0.1663984019412967,3.8664017209030845,5.3909118588560405,0.5154638401831103,0.7677222737511594,2.426141577949343,0.8970391183200304,0.14243811404838344,-0.10543308670169749,0.26273474207929537,-0.12842463197335507,0.5315338930003924,0.14941188666716154,3.092517105557955,0.22552742323320255,1.0971391045667522,6.776937868417611,91148.16450295689,0.0,0.0,0.0,1333,1.474960254372019,91148.16450295689
