strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,family,pct_cash,sma_window,leverage,entry_buffer,exit_buffer,confirm_days,tier_margin_2x,tier_margin_3x
SMA200 2x/cash in+2%/out-0.5%,0.18328261543841173,0.22152443683039902,1.0205099933753612,-0.3242468659557078,0.5652563977702353,15416.633793062196,80,3305.10535880907,,31.213566507684153,0.0,68.78643349231585,0.0,,,,buffer,31.213566507684156,200.0,2.0,0.02,0.005,1.0,,
SMA50 3x/cash in+2%/out-2%,0.16892715499634448,0.3289446210427839,0.9980512626692576,-0.7209853361574914,0.23430040324626544,10690.062348463533,146,6872.829806118225,,34.06200317965024,0.0,0.0,65.93799682034977,,,,buffer,34.06200317965024,50.0,3.0,0.02,0.02,1.0,,
SMA200 3x/cash in+2%/out-0%,0.21734117089193306,0.32928207132687803,0.9927720897131834,-0.44204692443741384,0.49166990850245085,36112.18220002778,98,8543.520066019819,,31.90249072602014,0.0,0.0,68.09750927397987,,,,buffer,31.902490726020137,200.0,3.0,0.02,0.0,1.0,,
SMA100 3x/cash in+2%/out-1%,0.1847356788536909,0.3233679608834265,0.991567475714562,-0.682963149496371,0.2704914298669236,15994.728645738616,128,5414.995278431382,,34.14149443561209,0.0,0.0,65.85850556438791,,,,buffer,34.14149443561208,100.0,3.0,0.02,0.01,1.0,,
SMA100 3x/cash in+0.5%/out-2%,0.20815362068841559,0.34906067851219513,0.9905792424543787,-0.6916054716433288,0.3009716221501549,28771.51495384394,120,8316.234058859422,,27.106518282988873,0.0,0.0,72.89348171701113,,,,buffer,27.106518282988873,100.0,3.0,0.005,0.02,1.0,,
SMA200 3x/cash in+1%/out-1%,0.2295465975481823,0.34308376546571623,0.9826135542475765,-0.491286980361947,0.46723525500119684,48709.8062819945,90,10570.199457722316,,28.68309485956545,0.0,0.0,71.31690514043456,,,,buffer,28.683094859565447,200.0,3.0,0.01,0.01,1.0,,
SMA200 1x/cash in+2%/out-2%,0.12136246854078037,0.1186193739751746,0.9787321256064289,-0.20880672870837394,0.5812191460088387,3074.7611865568474,58,525.3951333971092,,28.749337572866985,71.25066242713302,0.0,0.0,,,,buffer,28.749337572866985,200.0,1.0,0.02,0.02,1.0,,
SMA200 2x/cash in+0.5%/out-2%,0.18756565302165518,0.23632186850983777,0.9734571356543862,-0.33523002886453673,0.5595132800511994,17181.35627047685,78,3511.8269665720222,,26.073131955484897,0.0,73.9268680445151,0.0,,,,buffer,26.073131955484897,200.0,2.0,0.005,0.02,1.0,,
SMA200 2x/cash in+2%/out-1%,0.17411926682246048,0.2237022295591012,0.951148657459777,-0.3475369229815969,0.5010094044933482,12209.99098662228,72,2716.5956369879004,,30.7498675145734,0.0,69.2501324854266,0.0,,,,buffer,30.749867514573396,200.0,2.0,0.02,0.01,1.0,,
SMA100 2x/cash in+2%/out-2%,0.15693115721786888,0.2225244436249951,0.9478684261582715,-0.5376539267249447,0.2918813560495995,7845.140397848551,100,2238.1649383914355,,31.73025967143614,0.0,68.26974032856386,0.0,,,,buffer,31.73025967143614,100.0,2.0,0.02,0.02,1.0,,
SMA200 2x/cash in+1%/out-2%,0.18613453880679542,0.23448591815268666,0.9374278320065562,-0.3021394885126497,0.6160549874598815,16571.02260327687,66,3061.9799762306734,,27.08002119766826,0.0,72.91997880233174,0.0,,,,buffer,27.080021197668255,200.0,2.0,0.01,0.02,1.0,,
SMA200 3x/cash in+2%/out-0.5%,0.21438919100870213,0.3327377246703456,0.9276453001335814,-0.491854605098165,0.43587919841863443,33575.73635991841,80,7891.500138316443,,31.213566507684153,0.0,0.0,68.78643349231585,,,,buffer,31.213566507684156,200.0,3.0,0.02,0.005,1.0,,
SMA100 3x/cash in+1%/out-2%,0.18860774052096785,0.3460213380613665,0.9187393463201021,-0.7092633399582918,0.26592061071711237,17639.39368451753,114,5382.948195946292,,28.272390037095917,0.0,0.0,71.72760996290408,,,,buffer,28.27239003709592,100.0,3.0,0.01,0.02,1.0,,
SMA200 3x/cash in+0%/out-2%,0.22080544801340074,0.35738420753785977,0.9176843788936689,-0.4920112409846395,0.44878130745857137,39325.39725218288,88,9914.202818438887,,25.49019607843137,0.0,0.0,74.50980392156863,,,,buffer,25.49019607843137,200.0,3.0,0.0,0.02,1.0,,
SMA200 1x/cash 2d confirm,0.09670431699466842,0.11850710056600985,0.8904577620062971,-0.2564629793100289,0.37706930354952334,1578.182218410173,106,558.5654674886277,,28.17965023847377,71.82034976152623,0.0,0.0,,,,binary,28.17965023847377,200.0,1.0,0.0,0.0,2.0,,
SMA200 3x/cash in+0.5%/out-2%,0.21278760433753185,0.3550285936433398,0.8706162508874523,-0.498340951296247,0.42699200975565976,32272.573127771335,78,6914.276098986556,,26.073131955484897,0.0,0.0,73.9268680445151,,,,buffer,26.073131955484897,200.0,3.0,0.005,0.02,1.0,,
SMA200 3x/cash in+2%/out-1%,0.19760133182535844,0.3362484836192622,0.852267856464273,-0.5493775618056875,0.35968220321173067,22114.732614766355,72,5504.239167888392,,30.7498675145734,0.0,0.0,69.2501324854266,,,,buffer,30.749867514573396,200.0,3.0,0.02,0.01,1.0,,
SMA200 1x/cash 3d confirm,0.1018603319911946,0.1198492030016592,0.8476121180771512,-0.2674768234672406,0.3808192824739075,1816.5971996958222,76,447.5412818839619,,28.07366189719131,71.9263381028087,0.0,0.0,,,,binary,28.073661897191307,200.0,1.0,0.0,0.0,3.0,,
