strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,family,pct_cash,sma_window,leverage,entry_buffer,exit_buffer,confirm_days,tier_margin_2x,tier_margin_3x
SMA50 3x/cash,0.24546792115558103,0.32546297149674863,2.4364011237557843,-0.4943459923167223,0.4965508469183913,71650.63918261357,524,94198.93913896328,,33.90302066772655,0.0,0.0,66.09697933227345,,,,binary,33.90302066772655,50.0,3.0,0.0,0.0,1.0,,
SMA50 3x/cash 2d confirm,0.07613241655776903,0.3246781808157732,0.8866452050294648,-0.8903174130146029,0.08551154391104818,894.2845901499849,298,1148.0658618162713,,33.87652358240594,0.0,0.0,66.12347641759406,,,,binary,33.87652358240594,50.0,3.0,0.0,0.0,2.0,,
SMA50 3x/cash 3d confirm,0.03318952617299509,0.329261574141519,0.5440556725786808,-0.856544575468069,0.03874815990149524,263.61906059571476,222,575.8774529136841,,33.83677795442501,0.0,0.0,66.16322204557498,,,,binary,33.83677795442501,50.0,3.0,0.0,0.0,3.0,,
SMA50 3x/cash 5d confirm,0.03753912509972346,0.3455828357527585,0.40828792096027094,-0.9129506269021144,0.041118461386136236,299.02255611416484,160,506.78297663788135,,32.28669846316905,0.0,0.0,67.71330153683095,,,,binary,32.28669846316905,50.0,3.0,0.0,0.0,5.0,,
SMA100 1x/cash,0.1411612904825792,0.11256524455644137,2.0781728182120895,-0.17910332164117387,0.7881556254182155,5197.693030498925,348,3483.361152748012,,30.458399576046634,69.54160042395337,0.0,0.0,,,,binary,30.458399576046634,100.0,1.0,0.0,0.0,1.0,,
SMA100 1x/cash 2d confirm,0.07157480211505418,0.11553395752797113,0.8233747937603143,-0.4156706551880464,0.17219113551009332,787.3841713140324,192,497.16167941771477,,30.127186009538953,69.87281399046104,0.0,0.0,,,,binary,30.12718600953895,100.0,1.0,0.0,0.0,2.0,,
SMA100 1x/cash 3d confirm,0.08460239137447467,0.11644093555998256,0.7913572270127927,-0.4040001383668323,0.20941178811591313,1131.3762971147703,134,409.64103884061853,,30.047694753577108,69.9523052464229,0.0,0.0,,,,binary,30.047694753577108,100.0,1.0,0.0,0.0,3.0,,
SMA100 1x/cash 5d confirm,0.09087684671771168,0.11817774618696066,0.7618511069110302,-0.3163536566023386,0.28726346233432437,1345.091361630615,94,349.0085454518375,,29.92845786963434,70.07154213036566,0.0,0.0,,,,binary,29.92845786963434,100.0,1.0,0.0,0.0,5.0,,
SMA100 2x/cash,0.19993583232909207,0.22009947318044712,1.9275734233902713,-0.39584595147844076,0.5050849492898788,23445.0293894016,348,17406.75356813935,,30.458399576046634,0.0,69.54160042395337,0.0,,,,binary,30.458399576046634,100.0,2.0,0.0,0.0,1.0,,
SMA100 2x/cash 2d confirm,0.09327776321114412,0.22470477979053752,0.7907523039204011,-0.7674426991447106,0.12154361923710927,1436.7843277280708,192,875.3745514366113,,30.127186009538953,0.0,69.87281399046104,0.0,,,,binary,30.12718600953895,100.0,2.0,0.0,0.0,2.0,,
SMA100 2x/cash 3d confirm,0.09949197038560742,0.22739261763032567,0.6631794355365246,-0.7574120006427547,0.1313577950985416,1703.0519244769785,134,717.34130481706,,30.047694753577108,0.0,69.9523052464229,0.0,,,,binary,30.047694753577108,100.0,2.0,0.0,0.0,3.0,,
SMA100 2x/cash 5d confirm,0.10120286942661427,0.230763297909429,0.6023875948699781,-0.6629824401118294,0.15264788824503972,1784.363315297853,94,603.0542899321523,,29.92845786963434,0.0,70.07154213036566,0.0,,,,binary,29.92845786963434,100.0,2.0,0.0,0.0,5.0,,
SMA100 3x/cash,0.23591277072485428,0.33151334971404395,1.8215499472686043,-0.5661425286290175,0.4167020825941933,56871.150798761926,348,41388.77702834626,,30.458399576046634,0.0,0.0,69.54160042395337,,,,binary,30.458399576046634,100.0,3.0,0.0,0.0,1.0,,
SMA100 3x/cash 2d confirm,0.09032869414029365,0.3388763452454508,0.6720038029006902,-0.8978815618526383,0.10060201476229727,1324.9643741049533,192,880.226050171996,,30.127186009538953,0.0,0.0,69.87281399046104,,,,binary,30.12718600953895,100.0,3.0,0.0,0.0,2.0,,
SMA100 3x/cash 3d confirm,0.09859110272786231,0.3427612527904271,0.5493847893843101,-0.8950954814121092,0.11014590596784632,1661.6892603890797,134,792.8929056556924,,30.047694753577108,0.0,0.0,69.9523052464229,,,,binary,30.047694753577108,100.0,3.0,0.0,0.0,3.0,,
SMA100 3x/cash 5d confirm,0.09878830632035873,0.3473518668819995,0.5062864852363909,-0.8441594667251032,0.11702564528904194,1670.659850569075,94,668.468737780493,,29.92845786963434,0.0,0.0,70.07154213036566,,,,binary,29.92845786963434,100.0,3.0,0.0,0.0,5.0,,
SMA200 1x/cash,0.14552411990140834,0.11724940998594177,1.6245354097729994,-0.11203097373514559,1.2989632692602002,5828.006376868493,206,2232.327446450141,,28.21939586645469,71.78060413354531,0.0,0.0,,,,binary,28.21939586645469,200.0,1.0,0.0,0.0,1.0,,
SMA200 1x/cash 2d confirm,0.09670431699466842,0.11850710056600985,0.8904577620062971,-0.2564629793100289,0.37706930354952334,1578.182218410173,106,558.5654674886277,,28.17965023847377,71.82034976152623,0.0,0.0,,,,binary,28.17965023847377,200.0,1.0,0.0,0.0,2.0,,
SMA200 1x/cash 3d confirm,0.1018603319911946,0.1198492030016592,0.8476121180771512,-0.2674768234672406,0.3808192824739075,1816.5971996958222,76,447.5412818839619,,28.07366189719131,71.9263381028087,0.0,0.0,,,,binary,28.073661897191307,200.0,1.0,0.0,0.0,3.0,,
SMA200 1x/cash 5d confirm,0.09553272147491332,0.12258317308459384,0.7295490464769262,-0.22931285019859513,0.4166043088827239,1528.3860718288572,64,316.9690299050491,,28.16640169581346,71.83359830418654,0.0,0.0,,,,binary,28.16640169581346,200.0,1.0,0.0,0.0,5.0,,
SMA200 2x/cash,0.20385250689738266,0.2281896161728142,1.4550743533593185,-0.24642079371634507,0.8272536737789963,25852.511634938826,206,10246.051373002521,,28.21939586645469,0.0,71.78060413354531,0.0,,,,binary,28.21939586645469,200.0,2.0,0.0,0.0,1.0,,
SMA200 2x/cash 2d confirm,0.13437638491798642,0.22986016871077336,0.8363451150557335,-0.4278094259151876,0.3141033758910826,4346.359318028202,106,1623.230768751661,,28.17965023847377,0.0,71.82034976152623,0.0,,,,binary,28.17965023847377,200.0,2.0,0.0,0.0,2.0,,
SMA200 2x/cash 3d confirm,0.11744687204703053,0.23286711089163764,0.6790756507392541,-0.4716557211129843,0.2490097475546074,2768.4944857730884,76,962.127624910851,,28.07366189719131,0.0,71.9263381028087,0.0,,,,binary,28.073661897191307,200.0,2.0,0.0,0.0,3.0,,
SMA200 2x/cash 5d confirm,0.10544777492101787,0.2366676782220471,0.5643029537443519,-0.4326369212301594,0.24373272309073338,2002.6418555790647,64,593.4252558377758,,28.16640169581346,0.0,71.83359830418654,0.0,,,,binary,28.16640169581346,200.0,2.0,0.0,0.0,5.0,,
SMA200 3x/cash,0.24230487185648153,0.34209940274212974,1.361804463451827,-0.4072613130468687,0.5949616722583135,66388.65520740394,206,25678.770639467304,,28.21939586645469,0.0,0.0,71.78060413354531,,,,binary,28.21939586645469,200.0,3.0,0.0,0.0,1.0,,
SMA200 3x/cash 2d confirm,0.1309538667165253,0.3467252654570384,0.7018745118356331,-0.7153091516596894,0.18307310400360574,3969.743091113758,106,1742.143786305688,,28.17965023847377,0.0,0.0,71.82034976152623,,,,binary,28.17965023847377,200.0,3.0,0.0,0.0,2.0,,
SMA200 3x/cash 3d confirm,0.11479684481545971,0.3503958337184245,0.5851469412999689,-0.6294716785630712,0.18237015059599287,2578.180375695356,76,1144.7837366959213,,28.07366189719131,0.0,0.0,71.9263381028087,,,,binary,28.073661897191307,200.0,3.0,0.0,0.0,3.0,,
SMA200 3x/cash 5d confirm,0.0992409450233871,0.3562081075062467,0.4698426554777237,-0.68177278964817,0.14556307692273926,1691.4273146641299,64,646.6123865946239,,28.16640169581346,0.0,0.0,71.83359830418654,,,,binary,28.16640169581346,200.0,3.0,0.0,0.0,5.0,,
SMA10 1x/cash in+0%/out-0.5%,0.23524455406534583,0.1239155025655141,4.1349805212731505,-0.13747378499245225,1.7111957314499016,55956.02059450339,910,74156.10231910968,,33.028616852146264,66.97138314785374,0.0,0.0,,,,buffer,33.028616852146264,10.0,1.0,0.0,0.005,1.0,,
SMA10 1x/cash in+0%/out-1%,0.23876698849651112,0.1299565376062179,3.348161711830015,-0.1446570342185918,1.6505729554479143,60945.551445951285,672,53929.40220387016,,27.397986221515637,72.60201377848436,0.0,0.0,,,,buffer,27.397986221515634,10.0,1.0,0.0,0.01,1.0,,
SMA10 1x/cash in+0%/out-2%,0.21036436321208907,0.14297713741562298,2.2250550041029187,-0.18188161316993484,1.1566004916370647,30393.34671947437,396,16575.627233109673,,17.130365659777425,82.86963434022258,0.0,0.0,,,,buffer,17.130365659777425,10.0,1.0,0.0,0.02,1.0,,
SMA10 1x/cash in+0.5%/out-0%,0.1842641925004167,0.11238524691045752,4.416858926094465,-0.11074094613690989,1.6639210601705483,15804.890860366648,1002,32834.755174407364,,46.568627450980394,53.431372549019606,0.0,0.0,,,,buffer,46.568627450980394,10.0,1.0,0.005,0.0,1.0,,
SMA10 1x/cash in+0.5%/out-0.5%,0.20269075389607738,0.11893038528549925,3.6126703276818004,-0.10393836022471897,1.9501053649283258,25114.537569382454,754,32630.233459018622,,38.553259141494436,61.446740858505564,0.0,0.0,,,,buffer,38.553259141494436,10.0,1.0,0.005,0.005,1.0,,
SMA10 1x/cash in+0.5%/out-1%,0.20411451520186064,0.12497728573827475,3.0270583426084126,-0.14952788438714665,1.3650598752095113,26021.81956143551,598,25002.10581180008,,32.14096449390567,67.85903550609433,0.0,0.0,,,,buffer,32.14096449390567,10.0,1.0,0.005,0.01,1.0,,
SMA10 1x/cash in+0.5%/out-2%,0.1899857300709662,0.13922734109629317,2.0867459751927675,-0.18654048363688033,1.0184691621192126,18263.229080221823,374,10453.199689834353,,19.85956544780074,80.14043455219925,0.0,0.0,,,,buffer,19.85956544780074,10.0,1.0,0.005,0.02,1.0,,
SMA10 1x/cash in+1%/out-0%,0.15716796754899076,0.1026646810269399,3.730819618714667,-0.08361483759949509,1.8796660026035836,7893.451282666248,744,13247.75881324424,,55.749867514573396,44.250132485426604,0.0,0.0,,,,buffer,55.749867514573396,10.0,1.0,0.01,0.0,1.0,,
SMA10 1x/cash in+1%/out-0.5%,0.16489458764155018,0.10968724469812637,3.214642189584735,-0.0961269474099597,1.7153835847747463,9637.442357627879,632,12495.345532173389,,45.813460519342875,54.186539480657125,0.0,0.0,,,,buffer,45.813460519342875,10.0,1.0,0.01,0.005,1.0,,
SMA10 1x/cash in+1%/out-1%,0.17290602438802805,0.1162521457085494,2.7721703472443022,-0.11503615622533846,1.5030580824461073,11837.152825619674,520,10354.870306798111,,37.254901960784316,62.745098039215684,0.0,0.0,,,,buffer,37.254901960784316,10.0,1.0,0.01,0.01,1.0,,
SMA10 1x/cash in+1%/out-2%,0.16383794319043377,0.13230801437054382,1.9539794867983593,-0.1377894352515561,1.1890457558761458,9378.641704216783,352,5929.055178908779,,22.74774774774775,77.25225225225225,0.0,0.0,,,,buffer,22.74774774774775,10.0,1.0,0.01,0.02,1.0,,
SMA10 1x/cash in+2%/out-0%,0.13102753136732637,0.0891506010405585,2.581120221550997,-0.10310159052816842,1.270858487207608,3977.5064312661793,373,3847.7344112255155,,76.15262321144675,23.84737678855326,0.0,0.0,,,,buffer,76.15262321144674,10.0,1.0,0.02,0.0,1.0,,
SMA10 1x/cash in+2%/out-0.5%,0.1389503770321192,0.09554507451249823,2.428174788800661,-0.10296415615572932,1.3495024115184522,4903.963431556417,351,4536.437048811359,,69.0779014308426,30.92209856915739,0.0,0.0,,,,buffer,69.0779014308426,10.0,1.0,0.02,0.005,1.0,,
SMA10 1x/cash in+2%/out-1%,0.1395846205712321,0.10128149699109129,2.2094744918591065,-0.12557255719519805,1.1115853948427028,4986.542614038995,324,3935.943102350005,,61.93693693693694,38.06306306306306,0.0,0.0,,,,buffer,61.93693693693694,10.0,1.0,0.02,0.01,1.0,,
SMA10 1x/cash in+2%/out-2%,0.1471657536874218,0.11873035855473342,1.7636017673946396,-0.15636020800932393,0.9411969679564902,6083.80841541487,258,3333.3354060560314,,41.91838897721251,58.08161102278749,0.0,0.0,,,,buffer,41.91838897721251,10.0,1.0,0.02,0.02,1.0,,
SMA10 2x/cash in+0%/out-0.5%,0.40917540884854686,0.23947046168294195,4.089069313648952,-0.2580037898218404,1.5859279010246132,2910550.258374433,910,4388457.273472274,,33.028616852146264,0.0,66.97138314785374,0.0,,,,buffer,33.028616852146264,10.0,2.0,0.0,0.005,1.0,,
SMA10 2x/cash in+0%/out-1%,0.44276091877312784,0.25112029735541147,3.360064123032884,-0.2711806401553874,1.6327158108315711,5899463.392659047,672,5897012.906069035,,27.397986221515637,0.0,72.60201377848436,0.0,,,,buffer,27.397986221515634,10.0,2.0,0.0,0.01,1.0,,
SMA10 2x/cash in+0%/out-2%,0.3676752121766489,0.2772192720210093,2.1893590262249094,-0.3801516809610818,0.9671802877396452,1187315.1719231706,396,575034.6333811434,,17.130365659777425,0.0,82.86963434022258,0.0,,,,buffer,17.130365659777425,10.0,2.0,0.0,0.02,1.0,,
SMA10 2x/cash in+0.5%/out-0%,0.30991708311832467,0.2178171314498397,4.409350431537759,-0.30019831532699687,1.0323744914449018,325437.7133475082,1002,836997.7172408579,,46.568627450980394,0.0,53.431372549019606,0.0,,,,buffer,46.568627450980394,10.0,2.0,0.005,0.0,1.0,,
SMA10 2x/cash in+0.5%/out-0.5%,0.3646356415328853,0.23071385158767752,3.62942251404312,-0.25945082139051523,1.4054133248784362,1110662.2496137095,754,1553390.274549438,,38.553259141494436,0.0,61.446740858505564,0.0,,,,buffer,38.553259141494436,10.0,2.0,0.005,0.005,1.0,,
SMA10 2x/cash in+0.5%/out-1%,0.370403918163448,0.24200500292693067,3.047231334052671,-0.2713363645227416,1.3651097552477274,1260465.426872256,598,1322553.02195946,,32.14096449390567,0.0,67.85903550609433,0.0,,,,buffer,32.14096449390567,10.0,2.0,0.005,0.01,1.0,,
SMA10 2x/cash in+0.5%/out-2%,0.3237485669201807,0.27023802203516867,2.0516878085335213,-0.41147976315270246,0.7867909819906157,445964.259882292,374,231280.12353772475,,19.85956544780074,0.0,80.14043455219925,0.0,,,,buffer,19.85956544780074,10.0,2.0,0.005,0.02,1.0,,
SMA10 2x/cash in+1%/out-0%,0.2758473482332422,0.201735375985984,3.7385377839243112,-0.2858174067954004,0.9651173849978452,147625.76532702037,744,242352.49982944716,,55.749867514573396,0.0,44.250132485426604,0.0,,,,buffer,55.749867514573396,10.0,2.0,0.01,0.0,1.0,,
SMA10 2x/cash in+1%/out-0.5%,0.29650361145302573,0.21555326131115396,3.2356159872821455,-0.2568942139015674,1.1541856352071642,238992.341146876,632,289245.569535044,,45.813460519342875,0.0,54.186539480657125,0.0,,,,buffer,45.813460519342875,10.0,2.0,0.01,0.005,1.0,,
SMA10 2x/cash in+1%/out-1%,0.31295488345158584,0.22794407322902227,2.7901584973231097,-0.2747788697977696,1.1389335856935172,348853.9580776922,520,264177.25912627444,,37.254901960784316,0.0,62.745098039215684,0.0,,,,buffer,37.254901960784316,10.0,2.0,0.01,0.01,1.0,,
SMA10 2x/cash in+1%/out-2%,0.2803936568845158,0.25927227661021696,1.9378049280584548,-0.362999567942766,0.7724352358698271,164247.8819427928,352,92035.10755469603,,22.74774774774775,0.0,77.25225225225225,0.0,,,,buffer,22.74774774774775,10.0,2.0,0.01,0.02,1.0,,
SMA10 2x/cash in+2%/out-0%,0.21714618591380153,0.17383816665076815,2.5690041047759484,-0.18396743092023046,1.1803512438457522,35939.08254451639,373,39263.60540293663,,76.15262321144675,0.0,23.84737678855326,0.0,,,,buffer,76.15262321144674,10.0,2.0,0.02,0.0,1.0,,
SMA10 2x/cash in+2%/out-0.5%,0.23260644003492703,0.1864835023112906,2.4053127451258813,-0.1939263805298711,1.1994574404955591,52480.162742778055,351,53782.440449702735,,69.0779014308426,0.0,30.92209856915739,0.0,,,,buffer,69.0779014308426,10.0,2.0,0.02,0.005,1.0,,
SMA10 2x/cash in+2%/out-1%,0.23270448628136475,0.198116002879434,2.180305383502828,-0.2672551437713411,0.8707203273904532,52605.524315713046,324,44433.36537093103,,61.93693693693694,0.0,38.06306306306306,0.0,,,,buffer,61.93693693693694,10.0,2.0,0.02,0.01,1.0,,
SMA10 2x/cash in+2%/out-2%,0.23536400298470217,0.23320498168534565,1.6952865852137904,-0.30694994010961874,0.7667830229927668,56118.55559011927,258,32700.740347178238,,41.91838897721251,0.0,58.08161102278749,0.0,,,,buffer,41.91838897721251,10.0,2.0,0.02,0.02,1.0,,
SMA10 3x/cash in+0%/out-0.5%,0.5601567757683776,0.359781047284286,3.97769336669919,-0.3891143519493387,1.4395685303360592,61643763.16667271,910,103519135.42460014,,33.028616852146264,0.0,0.0,66.97138314785374,,,,buffer,33.028616852146264,10.0,3.0,0.0,0.005,1.0,,
SMA10 3x/cash in+0%/out-1%,0.5965793572084328,0.3779199895038748,3.220434327297536,-0.3940508892802642,1.5139652604212817,123173145.13558686,672,137543179.60025164,,27.397986221515637,0.0,0.0,72.60201377848436,,,,buffer,27.397986221515634,10.0,3.0,0.0,0.01,1.0,,
SMA10 3x/cash in+0%/out-2%,0.46827598883505606,0.41679672396068046,2.068822180516434,-0.6308359087056312,0.7423102939651601,9981160.832352612,396,4769570.8372824015,,17.130365659777425,0.0,0.0,82.86963434022258,,,,buffer,17.130365659777425,10.0,3.0,0.0,0.02,1.0,,
SMA10 3x/cash in+0.5%/out-0%,0.40687661477911385,0.3267798323149556,4.306085500223873,-0.48941838967965007,0.8313472140788086,2771447.556031518,1002,8701284.83142254,,46.568627450980394,0.0,0.0,53.431372549019606,,,,buffer,46.568627450980394,10.0,3.0,0.005,0.0,1.0,,
SMA10 3x/cash in+0.5%/out-0.5%,0.48650369119632697,0.3461574028885237,3.514287454741721,-0.4328137101766719,1.1240487067697997,14451332.918559603,754,23549893.47651327,,38.553259141494436,0.0,0.0,61.446740858505564,,,,buffer,38.553259141494436,10.0,3.0,0.005,0.005,1.0,,
SMA10 3x/cash in+0.5%/out-1%,0.4847632171988747,0.3636529702031086,2.9168498671813254,-0.42941562834910724,1.1288904855711746,13952313.856788792,598,16891685.5237463,,32.14096449390567,0.0,0.0,67.85903550609433,,,,buffer,32.14096449390567,10.0,3.0,0.005,0.01,1.0,,
SMA10 3x/cash in+0.5%/out-2%,0.4006652337671035,0.40601071721702764,1.930138319366252,-0.6617230376506045,0.6054878113200257,2426971.6541820797,374,1275729.82869218,,19.85956544780074,0.0,0.0,80.14043455219925,,,,buffer,19.85956544780074,10.0,3.0,0.005,0.02,1.0,,
SMA10 3x/cash in+1%/out-0%,0.34327684064987807,0.3004574968410011,3.6187723560216334,-0.501198922573684,0.6849113698950761,691949.9186248924,744,1283130.8939764649,,55.749867514573396,0.0,0.0,44.250132485426604,,,,buffer,55.749867514573396,10.0,3.0,0.01,0.0,1.0,,
SMA10 3x/cash in+1%/out-0.5%,0.37215898216232945,0.32126788689233826,3.114979316841988,-0.4779729306659679,0.7786193700212143,1309796.6972308268,632,1776175.7710026049,,45.813460519342875,0.0,0.0,54.186539480657125,,,,buffer,45.813460519342875,10.0,3.0,0.01,0.005,1.0,,
SMA10 3x/cash in+1%/out-1%,0.38719071559309404,0.34036260012694425,2.6503341735230324,-0.45161303649794937,0.8573506172354529,1816087.1101327594,520,1443022.9994664749,,37.254901960784316,0.0,0.0,62.745098039215684,,,,buffer,37.254901960784316,10.0,3.0,0.01,0.01,1.0,,
SMA10 3x/cash in+1%/out-2%,0.3242794261821045,0.38752116725288877,1.7978910471986451,-0.6010321078729561,0.5395376086141631,451360.1472753324,352,267123.9273073184,,22.74774774774775,0.0,0.0,77.25225225225225,,,,buffer,22.74774774774775,10.0,3.0,0.01,0.02,1.0,,
SMA10 3x/cash in+2%/out-0%,0.2732111118754894,0.2583298712183664,2.4728304335534337,-0.2696335843743375,1.0132681079378643,138744.89078683674,373,171649.2147585038,,76.15262321144675,0.0,0.0,23.84737678855326,,,,buffer,76.15262321144674,10.0,3.0,0.02,0.0,1.0,,
SMA10 3x/cash in+2%/out-0.5%,0.29695173332817193,0.2783359188711463,2.3081326054463958,-0.33211937910260897,0.8941114310478946,241482.6088421524,351,277848.60900051135,,69.0779014308426,0.0,0.0,30.92209856915739,,,,buffer,69.0779014308426,10.0,3.0,0.02,0.005,1.0,,
SMA10 3x/cash in+2%/out-1%,0.2900983184024202,0.2965276773662312,2.0700413971092138,-0.42488478179249756,0.6827693785090577,205999.02548438055,324,193637.32527471628,,61.93693693693694,0.0,0.0,38.06306306306306,,,,buffer,61.93693693693694,10.0,3.0,0.02,0.01,1.0,,
SMA10 3x/cash in+2%/out-2%,0.2729452675376196,0.34817185954304275,1.5689312610339174,-0.5380929130469232,0.5072456092983667,137878.54415413504,258,89853.1068449037,,41.91838897721251,0.0,0.0,58.08161102278749,,,,buffer,41.91838897721251,10.0,3.0,0.02,0.02,1.0,,
SMA15 1x/cash in+0%/out-0.5%,0.20987480067143593,0.1185683052502236,3.6524265567667986,-0.1417557303745216,1.480538388938086,30026.750660408514,742,30767.065653970472,,33.50556438791733,66.49443561208267,0.0,0.0,,,,buffer,33.50556438791733,15.0,1.0,0.0,0.005,1.0,,
SMA15 1x/cash in+0%/out-1%,0.20243285979209102,0.12349224267534267,3.004554801230189,-0.13621974872055612,1.4860757099718764,24953.50085874217,578,22086.950429145156,,29.305776364599893,70.6942236354001,0.0,0.0,,,,buffer,29.305776364599893,15.0,1.0,0.0,0.01,1.0,,
SMA15 1x/cash in+0%/out-2%,0.2005250019342546,0.13407166362487438,2.157498124590783,-0.17576781569162014,1.1408516465043308,23792.797358866672,340,10818.793059221212,,20.41600423953365,79.58399576046635,0.0,0.0,,,,buffer,20.416004239533653,15.0,1.0,0.0,0.02,1.0,,
SMA15 1x/cash in+0.5%/out-0%,0.173502493982016,0.10883837822482985,3.7669553226842947,-0.10822084712325748,1.6032261675461326,12019.055672599981,776,18634.15279959831,,43.21674615792263,56.78325384207737,0.0,0.0,,,,buffer,43.21674615792263,15.0,1.0,0.005,0.0,1.0,,
SMA15 1x/cash in+0.5%/out-0.5%,0.18047459076181838,0.11388760115632417,3.1599142882131197,-0.10343152211677219,1.7448702974521255,14356.169561195527,606,14550.595583663504,,38.010068892421835,61.989931107578165,0.0,0.0,,,,buffer,38.010068892421835,15.0,1.0,0.005,0.005,1.0,,
SMA15 1x/cash in+0.5%/out-1%,0.1814714273957614,0.11869297660627666,2.718167556744139,-0.12418840945038359,1.461258970936928,14724.29341855636,492,13261.356178919827,,33.38632750397456,66.61367249602543,0.0,0.0,,,,buffer,33.38632750397456,15.0,1.0,0.005,0.01,1.0,,
SMA15 1x/cash in+0.5%/out-2%,0.19201640139354503,0.1303097189479828,2.0680849793801426,-0.12991097195166953,1.4780614640076777,19221.569774167125,304,8610.52169476029,,22.93322734499205,77.06677265500795,0.0,0.0,,,,buffer,22.93322734499205,15.0,1.0,0.005,0.02,1.0,,
SMA15 1x/cash in+1%/out-0%,0.15175922315721824,0.102028930630563,3.302745396257193,-0.13492601400072085,1.1247588115691867,6858.579190052196,624,9210.097233391996,,49.41706412294648,50.58293587705352,0.0,0.0,,,,buffer,49.41706412294648,15.0,1.0,0.01,0.0,1.0,,
SMA15 1x/cash in+1%/out-0.5%,0.15760368364371513,0.10728349951967865,2.8366552102027573,-0.1298286434823614,1.2139361501156505,7983.092677747659,510,6873.735317767261,,43.21674615792263,56.78325384207737,0.0,0.0,,,,buffer,43.21674615792263,15.0,1.0,0.01,0.005,1.0,,
SMA15 1x/cash in+1%/out-1%,0.15982603849907262,0.11227043917785522,2.4832673254938205,-0.15739867676273325,1.0154217416960782,8455.832763947006,426,6531.892329747385,,37.63910969793323,62.36089030206677,0.0,0.0,,,,buffer,37.63910969793323,15.0,1.0,0.01,0.01,1.0,,
SMA15 1x/cash in+1%/out-2%,0.16970457008845896,0.1246408814721644,1.942076449316688,-0.16987521064546754,0.998995494655399,10905.390527785676,288,5089.728028113979,,25.95389507154213,74.04610492845786,0.0,0.0,,,,buffer,25.95389507154213,15.0,1.0,0.01,0.02,1.0,,
SMA15 1x/cash in+2%/out-0%,0.1253686646294303,0.08993662894432079,2.482691762207729,-0.10820800532255533,1.158589554032727,3421.9139635815645,370,3137.4962348569593,,66.3619501854796,33.63804981452041,0.0,0.0,,,,buffer,66.3619501854796,15.0,1.0,0.02,0.0,1.0,,
SMA15 1x/cash in+2%/out-0.5%,0.12678844218359608,0.0957063721071397,2.259962803294023,-0.1401049578946607,0.9049532870844101,3553.806675905889,340,2767.4999530923014,,60.46634870164282,39.53365129835718,0.0,0.0,,,,buffer,60.46634870164282,15.0,1.0,0.02,0.005,1.0,,
SMA15 1x/cash in+2%/out-1%,0.12413471419115951,0.10120440394900512,2.02140029472515,-0.13778502532297962,0.9009303725145557,3311.137962726317,312,2503.4687341852245,,55.233174350821415,44.766825649178585,0.0,0.0,,,,buffer,55.23317435082141,15.0,1.0,0.02,0.01,1.0,,
SMA15 1x/cash in+2%/out-2%,0.14535491251266808,0.1155855057441095,1.7507633994411151,-0.13110631386837146,1.1086797288695187,5802.239182132277,240,2624.3152699574484,,37.2284048754637,62.771595124536304,0.0,0.0,,,,buffer,37.228404875463696,15.0,1.0,0.02,0.02,1.0,,
SMA15 2x/cash in+0%/out-0.5%,0.3945210227207423,0.23252730567180888,3.6656124713074854,-0.2717440515557065,1.451811071713071,2127130.0619196543,742,1802086.4858893987,,33.50556438791733,0.0,66.49443561208267,0.0,,,,buffer,33.50556438791733,15.0,2.0,0.0,0.005,1.0,,
SMA15 2x/cash in+0%/out-1%,0.3767626379196696,0.24258569457013598,3.0082684401522606,-0.2516750660698117,1.4970201212350533,1448228.481025741,578,1134600.746128964,,29.305776364599893,0.0,70.6942236354001,0.0,,,,buffer,29.305776364599893,15.0,2.0,0.0,0.01,1.0,,
SMA15 2x/cash in+0%/out-2%,0.3550348098853702,0.2635061975924463,2.109081888212276,-0.36045302906463084,0.9849683072623336,898683.7022501113,340,338819.7091795085,,20.41600423953365,0.0,79.58399576046635,0.0,,,,buffer,20.416004239533653,15.0,2.0,0.0,0.02,1.0,,
SMA15 2x/cash in+0.5%/out-0%,0.32540338064627505,0.21466082402713385,3.813056332891506,-0.2365366425995691,1.375699667797973,462993.56846896914,776,668824.0182081262,,43.21674615792263,0.0,56.78325384207737,0.0,,,,buffer,43.21674615792263,15.0,2.0,0.005,0.0,1.0,,
SMA15 2x/cash in+0.5%/out-0.5%,0.3477284216969274,0.22474588639859971,3.216068075179442,-0.21089789803219253,1.6487998455245314,764142.8614538689,606,640612.0865108549,,38.010068892421835,0.0,61.989931107578165,0.0,,,,buffer,38.010068892421835,15.0,2.0,0.005,0.005,1.0,,
SMA15 2x/cash in+0.5%/out-1%,0.33672770314860156,0.23456665886287045,2.724787509907439,-0.22708715271306437,1.4828126519956562,597593.7217292737,492,491948.2911416181,,33.38632750397456,0.0,66.61367249602543,0.0,,,,buffer,33.38632750397456,15.0,2.0,0.005,0.01,1.0,,
SMA15 2x/cash in+0.5%/out-2%,0.33729315175699504,0.2570603005622863,2.0103833126001636,-0.23568825322130746,1.431098695615866,605223.0058726599,304,235165.58152394774,,22.93322734499205,0.0,77.06677265500795,0.0,,,,buffer,22.93322734499205,15.0,2.0,0.005,0.02,1.0,,
