strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,family,pct_cash,sma_window,leverage,entry_buffer,exit_buffer,confirm_days,tier_margin_2x,tier_margin_3x
SMA30 2x/cash 2d confirm,0.06542156946443556,0.21619538025537016,1.1774496984033251,-0.8290988595014521,0.07890683808656351,662.4707611215122,410,1174.9329606567724,,35.2543720190779,0.0,64.7456279809221,0.0,,,,binary,35.2543720190779,30.0,2.0,0.0,0.0,2.0,,
SMA30 2x/cash 3d confirm,0.045801611592977576,0.22028029979618016,0.729144876775769,-0.7896153751289258,0.058004964234009804,379.34513879033693,296,636.4096195325653,,34.7244303126656,0.0,65.27556968733438,0.0,,,,binary,34.7244303126656,30.0,2.0,0.0,0.0,3.0,,
SMA30 2x/cash 5d confirm,0.042812042899266656,0.23024213421547512,0.516567130699363,-0.6341919396188737,0.0675064443817989,348.1300925333817,212,500.32445047973744,,33.71754107048225,0.0,66.28245892951774,0.0,,,,binary,33.71754107048225,30.0,2.0,0.0,0.0,5.0,,
SMA30 3x/cash,0.277073751607271,0.32232188436996634,3.0832163617520147,-0.567203488274687,0.48849091610855694,151942.17898099447,694,230390.94109842126,,35.71807101218866,0.0,0.0,64.28192898781134,,,,binary,35.71807101218866,30.0,3.0,0.0,0.0,1.0,,
SMA30 3x/cash 2d confirm,0.06084105699309017,0.3240864257773507,0.9939170948039194,-0.9463839744195647,0.06428791974251799,582.156085904029,410,1225.7257851756922,,35.2543720190779,0.0,0.0,64.7456279809221,,,,binary,35.2543720190779,30.0,3.0,0.0,0.0,2.0,,
SMA30 3x/cash 3d confirm,0.03909890582111841,0.32886805674018715,0.6124385510280329,-0.9320070822273293,0.04195129690182081,312.80480360143656,296,629.7927637480042,,34.7244303126656,0.0,0.0,65.27556968733438,,,,binary,34.7244303126656,30.0,3.0,0.0,0.0,3.0,,
SMA30 3x/cash 5d confirm,0.03177951549677793,0.3440051838300303,0.418385409982789,-0.8724073496490686,0.03642738166931015,253.03840191289592,212,473.7949976471994,,33.71754107048225,0.0,0.0,66.28245892951774,,,,binary,33.71754107048225,30.0,3.0,0.0,0.0,5.0,,
SMA50 1x/cash,0.14736843477694306,0.11082822553856203,2.7157135332512827,-0.1590080027161512,0.9267988545206357,6116.133318947133,524,7018.870330835637,,33.90302066772655,66.09697933227345,0.0,0.0,,,,binary,33.90302066772655,50.0,1.0,0.0,0.0,1.0,,
SMA50 1x/cash 2d confirm,0.05480380639563487,0.11056812806564743,0.9588022902669601,-0.32131285495412276,0.17056213453850078,490.55836264617744,298,606.0943691512638,,33.87652358240594,66.12347641759406,0.0,0.0,,,,binary,33.87652358240594,50.0,1.0,0.0,0.0,2.0,,
SMA50 1x/cash 3d confirm,0.05696981476535301,0.11148624510759549,0.8037909645130249,-0.23377441350171213,0.2436956804296967,521.6916894265652,222,531.7501242569181,,33.83677795442501,66.16322204557498,0.0,0.0,,,,binary,33.83677795442501,50.0,1.0,0.0,0.0,3.0,,
SMA50 1x/cash 5d confirm,0.057352106190677876,0.11760749779550968,0.6276313462811239,-0.2890913511458124,0.19838748535147466,527.3813547087083,160,415.7062352889545,,32.28669846316905,67.71330153683095,0.0,0.0,,,,binary,32.28669846316905,50.0,1.0,0.0,0.0,5.0,,
SMA50 2x/cash,0.20783348937847745,0.21611645738628224,2.552937114522331,-0.3258977871131203,0.637725991389864,28543.710057104294,524,36389.45018185081,,33.90302066772655,0.0,66.09697933227345,0.0,,,,binary,33.90302066772655,50.0,2.0,0.0,0.0,1.0,,
SMA50 2x/cash 2d confirm,0.07661570388877936,0.2151548795522228,1.0129562678918707,-0.7332309560093317,0.10449054729735699,906.4103110680255,298,1050.1475105643044,,33.87652358240594,0.0,66.12347641759406,0.0,,,,binary,33.87652358240594,50.0,2.0,0.0,0.0,2.0,,
SMA50 2x/cash 3d confirm,0.046730939360318136,0.2186237100641486,0.6565160204996249,-0.6236748273334339,0.07492837182497743,389.58800283993656,222,639.8813022663118,,33.83677795442501,0.0,66.16322204557498,0.0,,,,binary,33.83677795442501,50.0,2.0,0.0,0.0,3.0,,
SMA50 2x/cash 5d confirm,0.051124859627754926,0.22939628886162883,0.5089375263366346,-0.7615058252845999,0.06713653123880947,441.748913394301,160,532.2878605856661,,32.28669846316905,0.0,67.71330153683095,0.0,,,,binary,32.28669846316905,50.0,2.0,0.0,0.0,5.0,,
