label,A_pct,B_pct,X_pct,Y_pct,trigger_a,trigger_b,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,ulcer_index,max_dd_duration_days,rebalances,tier2_entries,tier3_entries,lead_only_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x
A4/B30,4.0,30.0,40.0,15.0,0.04,0.3,0.4,0.15,0.8774018665612606,0.4347072093739932,3.2002828585498544,-0.3551050411675639,2.4708234602257866,15757391344.730118,0.0964492498473114,216.0,830,13,2,559,31.39411608799364,5.76464351974556,32.28200371057514,30.559236681685658
A3/B40,3.0,40.0,40.0,15.0,0.03,0.4,0.4,0.15,0.8744830638985754,0.42819543193861,3.218338089393541,-0.3551050411675646,2.462603912981146,15039195798.83645,0.0960112798855162,216.0,822,13,1,559,30.95679830373708,2.027564272462232,40.55128544924463,26.464351974556056
A3/B45,3.0,45.0,40.0,15.0,0.03,0.45,0.4,0.15,0.8744830638985754,0.42819543193861,3.218338089393541,-0.3551050411675646,2.462603912981146,15039195798.83645,0.0960112798855162,216.0,822,13,1,559,30.95679830373708,2.027564272462232,40.55128544924463,26.464351974556056
A5/B30,5.0,30.0,40.0,15.0,0.05,0.3,0.4,0.15,0.8734036209931166,0.4326209463719724,3.194719162135779,-0.3551050411675641,2.4595641281842067,14781690280.791763,0.0961416671818013,216.0,829,12,2,559,31.500132520540685,6.546514709780016,31.39411608799364,30.559236681685658
A3/B35,3.0,35.0,40.0,15.0,0.03,0.35,0.4,0.15,0.8705052698798734,0.4320598597514372,3.216523499890857,-0.3551050411675632,2.4514021738967897,14111185083.041254,0.0978592759455793,216.0,830,13,1,559,30.86403392525841,2.0805724887357537,39.2790882586801,27.776305327325733
A7/B40,7.000000000000001,40.0,40.0,15.0,0.07,0.4,0.4,0.15,0.8638539568090149,0.4215852718053584,3.2033918408242634,-0.3551050411675643,2.432671622933637,12681754348.790186,0.0943827056794236,216.0,829,12,1,559,31.500132520540685,6.082692817386695,35.952822687516566,26.464351974556056
A7/B45,7.000000000000001,45.0,40.0,15.0,0.07,0.45,0.4,0.15,0.8638539568090149,0.4215852718053584,3.2033918408242634,-0.3551050411675643,2.432671622933637,12681754348.790186,0.0943827056794236,216.0,829,12,1,559,31.500132520540685,6.082692817386695,35.952822687516566,26.464351974556056
A4/B40,4.0,40.0,40.0,15.0,0.04,0.4,0.4,0.15,0.8620802365743718,0.426461408172802,3.1988300975083925,-0.3551050411675643,2.427676705855549,12324860597.074226,0.0956642744539716,216.0,825,13,1,559,31.20858733103631,4.041876490856082,38.285184203551545,26.464351974556056
A4/B45,4.0,45.0,40.0,15.0,0.04,0.45,0.4,0.15,0.8620802365743718,0.426461408172802,3.1988300975083925,-0.3551050411675643,2.427676705855549,12324860597.074226,0.0956642744539716,216.0,825,13,1,559,31.20858733103631,4.041876490856082,38.285184203551545,26.464351974556056
A5/B40,5.0,40.0,40.0,15.0,0.05,0.4,0.4,0.15,0.8585369541242918,0.4238137401265611,3.188557738666727,-0.3551050411675637,2.417698580964873,11640752068.925983,0.0951930946836602,216.0,824,12,1,559,31.39411608799364,5.327325735489001,36.814206201961305,26.464351974556056
