strategy,cagr,ann_volatility,sharpe,sortino,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,win_rate,profit_factor,beta,alpha,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,avg_leverage,total_trades,simulation
SMA200 ±3% Band 1x/cash,0.05755395966137633,0.11892510631511771,-0.039746834578028266,-0.03594944887512895,-0.22622526210414326,0.25440995902076247,171.43812705644717,23,3.051217048682849,0.0,0.759825327510917,0.9901526618931965,,,50.51587301587301,49.48412698412699,0.0,0.0,1.0,22,66
SMA200 ±3% Band 1x/cash,0.16910907996930757,0.14455863983226777,0.7947777504190799,0.8707612503090754,-0.12469986881563928,1.3561287720304216,451.26251683637787,12,2.636361750593654,0.0,0.6788408098451767,1.1887994686259733,,,29.523809523809526,70.47619047619048,0.0,0.0,1.0,11,67
SMA200 ±3% Band 1x/cash,0.13595105070343516,0.13080326554293326,0.5410821261252976,0.4978485225962347,-0.2104024480426296,0.6461476659049621,341.85107627157413,14,1.8188440968517625,0.0,0.7661770543866614,1.1512383023804362,,,50.83333333333333,49.166666666666664,0.0,0.0,1.0,13,68
SMA200 ±3% Band 1x/cash,0.17882207911177295,0.14406514975617987,0.8420428881171844,0.8871398356089945,-0.22424387961593428,0.7974446366966362,488.7730274695087,10,1.549299619194941,0.0,0.7091775923718713,1.2087014778274001,,,34.166666666666664,65.83333333333333,0.0,0.0,1.0,9,69
SMA200 ±3% Band 1x/cash,0.11619579363200527,0.16091308634618431,0.4161782060195224,0.4099402137964982,-0.21407359098152498,0.5427843439223348,288.6052875001343,18,3.1214871372337996,0.0,0.7016289233214144,1.1033268829174743,,,35.476190476190474,64.52380952380953,0.0,0.0,1.0,17,70
SMA200 ±3% Band 1x/cash,0.05349686123784547,0.1201608113070619,0.03385428754790072,0.02733135440307291,-0.2792657807954825,0.1915625361813425,165.19512465526293,19,3.0360737607857677,0.0,0.7938840349483717,1.0094224906966687,,,56.86507936507936,43.13492063492064,0.0,0.0,1.0,18,71
SMA200 ±3% Band 1x/cash,0.16273822273341843,0.1377077197398342,0.8480814959665531,0.9594506174354883,-0.19785523707977107,0.8225115753079905,428.08184100215266,16,4.849732679739849,0.0,0.6604447974583002,1.1885874531294858,,,26.706349206349206,73.29365079365078,0.0,0.0,1.0,15,72
SMA200 ±3% Band 1x/cash,0.15381990411431867,0.11942286681688515,0.80385050366509,0.7546897438672355,-0.20738781582045476,0.7417017412801516,397.4247057743135,14,2.546425991617234,0.0,0.7351072279586974,1.2060822189590044,,,39.64285714285714,60.357142857142854,0.0,0.0,1.0,13,73
SMA200 ±3% Band 1x/cash,0.1092772707408538,0.15095979980946958,0.2901096179263603,0.29622852580015707,-0.32208194646560534,0.33928406090443,271.7967188505138,20,2.4310525580799385,0.0,0.6671961874503575,1.065109728680815,,,28.730158730158728,71.26984126984127,0.0,0.0,1.0,19,74
SMA200 ±3% Band 1x/cash,0.16094331978686371,0.16358584974442963,0.7518118094054173,0.8354007097785576,-0.26753154606152696,0.6015863256359679,421.7466952598272,19,4.820519691643071,0.0,0.6628276409849087,1.1807644476863086,,,26.30952380952381,73.69047619047619,0.0,0.0,1.0,18,75
SMA200 ±3% Band 1x/cash,0.12802861943037036,0.12481102393933523,0.6114532858348269,0.6151618124742955,-0.15668297862063957,0.817118876328953,319.5236255923908,14,2.682214589403386,0.0,0.7128673550436855,1.1504104366481671,,,37.5,62.5,0.0,0.0,1.0,13,76
SMA200 ±3% Band 1x/cash,0.059964272145829556,0.15152081803869685,0.025813793742723867,0.02562754656263966,-0.23756319300138337,0.25241398462547343,175.24643722494534,27,3.614252859265141,0.0,0.6969817315329627,1.0060323650795504,,,35.27777777777778,64.72222222222223,0.0,0.0,1.0,26,77
SMA200 ±3% Band 1x/cash,0.06918500648251458,0.1131107056926361,0.09504801448400164,0.08991706264623277,-0.21308991658791787,0.32467517745716434,190.52520238095977,21,2.9955202186773735,0.0,0.7759237187127532,1.0239409515814297,,,52.539682539682545,47.460317460317455,0.0,0.0,1.0,20,78
SMA200 ±3% Band 1x/cash,0.07979335670086396,0.12172906673290187,0.15305174773553143,0.1368641945034011,-0.17782586765634825,0.4487162511984257,209.57215532520692,22,3.034205506672072,0.0,0.7693529178245335,1.0390261147653266,,,51.269841269841265,48.73015873015873,0.0,0.0,1.0,21,79
