Strategy,cagr,total_return,max_drawdown,avg_drawdown,ulcer_index,max_dd_duration_days,volatility,downside_volatility,sharpe,sortino,calmar,win_rate,profit_factor,expectancy_ann,best_day,worst_day,best_month,worst_month,beta,alpha,information_ratio,tracking_error,skewness,excess_kurtosis,final_value,total_trading_costs,turnover_notional,cost_drag_pct,pct_days_2x,pct_days_3x,pct_days_1x
DD Scale 2x/3x,0.1898479359744285,182.8373794352244,-0.8694755911884868,-0.14628465584946002,0.2238575564974287,1240.0,0.37547260223274026,0.3162158301158003,0.3984902832607571,0.4731647481581982,0.21834763149006314,0.5358515573227303,1.0897663916959315,0.1496221836203782,0.23156859617339143,-0.26793414353079226,0.3286860340936433,-0.34923726282132594,1.4373147343434713,-0.09702816132343589,-0.21739350148190856,0.22985747153404765,-0.12928267830151982,17.63597895539831,18383.73794352244,0.0,0.0,0.0,35.12188659247483,13.937466878643349,50.94064652888183
Buy & Hold 1x SPX,0.19253480013700108,195.7060829654066,-0.4857631397702356,-0.06878589896616477,0.10225269762621181,946.0,0.1911660874354627,0.14887556687396802,0.5188605167299722,0.6662512660118379,0.396355310590403,0.537717088691502,1.1024802106721439,0.09918853490801123,0.11580036951513706,-0.11984055240393443,0.18655284183240894,-0.16942452401777075,,,,,-0.1444456760893708,9.95590215331308,19670.60829654066,0.0,0.0,0.0,0.0,0.0,100.0
