strategy,A_trigger_pct,B_trigger_pct,cagr,ann_volatility,sharpe,max_drawdown,start_$,end_$,pct_sessions_invested,pct_sessions_tbills,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries
SMA20 1x/cash reference,,,0.16048457123172022,0.10986812311368317,3.9128567440441175,-0.1691912023423694,100.0,8601.037879123704,62.91732909379968,37.08267090620032,868,14824.114082355072,0.0,37.08267090620031,62.91732909379968,0.0,0.0,0,0
SMA20 2x/cash reference,,,0.262323344932752,0.2197047238059971,3.7935750755794446,-0.33920614527046683,100.0,107235.38826431005,62.91732909379968,37.08267090620032,868,199470.977137054,9946.8157412677,37.08267090620031,0.0,62.91732909379968,0.0,0,0
SMA20 3x/cash reference,,,0.35760498118373807,0.32954389315468574,3.7537776534474947,-0.4915578540600075,100.0,951245.4824828717,62.91732909379968,37.08267090620032,868,1843952.8920350347,142492.05092445004,37.08267090620031,0.0,0.0,62.91732909379968,0,0
A=10% to 2x / B=20% to 3x,10.0,20.0,0.08556372686729374,0.49010546181429865,0.48522709904534406,-0.9609555600359743,100.0,1161.8457300616126,90.67302596714362,9.326974032856386,271,981.7202016741423,271.1100138083406,9.326974032856386,20.23052464228935,23.343932167461578,47.09856915739269,8,3
A=10% to 2x / B=25% to 3x,10.0,25.0,0.09142806385838376,0.47417948035925656,0.5434967180379041,-0.9411856111105393,100.0,1365.62876164854,89.77212506624271,10.227874933757287,303,1259.5091918361193,278.3797571139481,10.227874933757287,21.767355590885,27.133015368309486,40.871754107048226,9,4
A=15% to 2x / B=20% to 3x,15.0,20.0,0.08965580668828688,0.46823854860586445,0.6264856813920096,-0.9517393070950699,100.0,1300.655198652446,83.74403815580285,16.255961844197138,451,1663.11088683058,230.0839578453682,16.255961844197138,30.617382087970324,6.028086910439852,47.09856915739269,6,3
A=15% to 2x / B=25% to 3x,15.0,25.0,0.09914158624283131,0.4505448669283359,0.7108087117596865,-0.9164759720888602,100.0,1686.8473779039398,82.5649178590355,17.435082140964493,487,2240.8833255194254,246.6329998635778,17.435082140964493,32.366189719130894,9.326974032856386,40.871754107048226,7,4
